ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
1,1990,1990-09-09,1,23.016,RAM,@,GNB,L 24-36,0,0,,0,,
2,1990,1990-09-16,2,23.023,RAM,@,TAM,W 35-14,0,0,,0,,
3,1990,1990-09-23,3,23.030,RAM,,PHI,L 21-27,1,12,12.00,0,0,0
4,1990,1990-10-07,4,23.044,RAM,,CIN,L 31-34,0,0,,0,,
5,1990,1990-10-14,5,23.051,RAM,@,CHI,L 9-38,0,0,,0,,
6,1990,1990-10-21,6,23.058,RAM,,ATL,W 44-24,0,0,,0,,
7,1990,1990-10-29,7,23.066,RAM,@,PIT,L 10-41,0,0,,0,,
8,1990,1990-11-04,8,23.072,RAM,,HOU,W 17-13,0,0,,0,,
9,1990,1990-11-11,9,23.079,RAM,,NYG,L 7-31,1,7,7.00,0,0,0
10,1990,1990-11-18,10,23.086,RAM,,DAL,L 21-24,0,0,,0,,
11,1990,1990-11-25,11,23.093,RAM,@,SFO,W 28-17,0,0,,0,,
12,1990,1990-12-02,12,23.100,RAM,@,CLE,W 38-23,0,0,,0,,
13,1990,1990-12-17,14,23.115,RAM,,SFO,L 10-26,1,8,8.00,1,1,6
14,1990,1990-12-23,15,23.121,RAM,@,ATL,L 13-20,0,0,,0,,
15,1990,1990-12-31,16,23.129,RAM,@,NOR,L 17-20,0,0,,0,,
