ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1985,1985-09-08,1,24.272,SDG,@,BUF,W 14-9,9,41,4.56,0,1,6,6.00,0,0,0,,0,0,0
2,1985,1985-09-15,2,24.279,SDG,,SEA,L 35-49,7,22,3.14,0,0,0,,0,0,0,,0,0,0
3,1985,1985-09-22,3,24.286,SDG,@,CIN,W 44-41,11,33,3.00,0,0,0,,0,0,0,,0,0,0
4,1985,1985-09-29,4,24.293,SDG,,CLE,L 7-21,7,28,4.00,0,1,10,10.00,0,0,0,,0,0,0
5,1985,1985-10-06,5,24.300,SDG,@,SEA,L 21-26,1,0,0.00,0,1,43,43.00,0,0,0,,0,0,0
6,1985,1985-10-13,6,24.307,SDG,,KAN,W 31-20,8,26,3.25,1,2,13,6.50,0,0,0,,0,1,6
7,1985,1985-10-20,7,24.314,SDG,@,MIN,L 17-21,14,86,6.14,2,1,4,4.00,0,0,0,,0,2,12
8,1985,1985-10-28,8,24.322,SDG,@,RAI,L 21-34,2,5,2.50,0,0,0,,0,0,0,,0,0,0
9,1985,1985-11-03,9,24.328,SDG,,DEN,W 30-10,4,8,2.00,0,0,0,,0,0,0,,0,0,0
10,1985,1985-11-10,10,24.335,SDG,,RAI,W 40-34,6,24,4.00,0,1,29,29.00,0,0,0,,0,0,0
11,1985,1985-11-17,11,24.342,SDG,@,DEN,L 24-30,7,18,2.57,1,0,0,,0,0,0,,0,1,6
12,1985,1985-11-24,12,24.349,SDG,@,HOU,L 35-37,7,30,4.29,2,0,0,,0,0,0,,0,2,12
13,1985,1985-12-01,13,24.356,SDG,,BUF,W 40-7,12,47,3.92,1,0,0,,0,0,0,,0,1,6
14,1985,1985-12-08,14,24.363,SDG,,PIT,W 54-44,10,42,4.20,1,1,9,9.00,0,0,0,,0,1,6
15,1985,1985-12-15,15,25.005,SDG,,PHI,W 20-14,16,57,3.56,1,1,12,12.00,0,0,0,,0,1,6
16,1985,1985-12-22,16,25.012,SDG,@,KAN,L 34-38,3,11,3.67,1,2,9,4.50,0,0,0,,0,1,6
17,1986,1986-09-07,1,25.271,SDG,,MIA,W 50-28,10,59,5.90,1,0,0,,0,1,16,16.00,0,1,6
