ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,1987,1987-09-20,2,23.311,TAM,@,CHI,L 3-20,,1,4,25.00,14,0,0,41.7,1,9,3.50,3.50,0,0,,0,,0,0,,0,,,0,0
2,1987,1987-11-29,11,24.016,TAM,@,RAM,L 3-35,,4,6,66.67,33,0,1,41.0,1,8,5.50,-2.00,1,0,0.00,0,,0,0,,0,,,0,0
3,1987,1987-12-06,12,24.023,TAM,@,NOR,L 34-44,*,22,47,46.81,369,2,2,70.3,3,17,7.85,6.79,5,19,3.80,1,,0,0,,0,,,1,6
4,1987,1987-12-13,13,24.030,TAM,,DET,L 10-20,*,20,39,51.28,262,1,1,70.7,4,46,6.72,6.08,1,0,0.00,0,,0,0,,0,,,0,0
5,1987,1987-12-20,14,24.037,TAM,,STL,L 14-31,*,16,38,42.11,240,2,2,59.1,6,33,6.32,5.00,2,19,9.50,0,,0,0,,0,,,0,0
6,1987,1987-12-27,15,24.044,TAM,@,IND,L 6-24,*,8,31,25.81,163,0,0,49.0,3,27,5.26,5.26,4,12,3.00,0,,0,0,,0,,,0,0
7,1988,1988-09-04,1,24.296,TAM,,PHI,L 14-41,*,21,45,46.67,324,2,5,46.2,1,5,7.20,3.09,3,9,3.00,0,,0,0,,0,,,0,0
8,1988,1988-09-11,2,24.303,TAM,@,GNB,W 13-10,*,11,24,45.83,135,0,0,63.7,3,17,5.63,5.63,2,9,4.50,0,,0,0,,0,,,0,0
9,1988,1988-09-18,3,24.310,TAM,,PHO,L 24-30,*,16,28,57.14,211,1,2,63.2,4,27,7.54,5.04,2,0,0.00,0,,0,0,,0,,,0,0
10,1988,1988-09-25,4,24.317,TAM,@,NOR,L 9-13,*,14,33,42.42,230,0,1,53.9,4,26,6.97,5.61,0,0,,0,,0,0,,0,,,0,0
11,1988,1988-10-02,5,24.324,TAM,,GNB,W 27-24,*,20,37,54.05,300,1,4,50.3,2,17,8.11,3.78,2,2,1.00,0,,0,0,,0,,,0,0
12,1988,1988-10-09,6,24.331,TAM,@,MIN,L 13-14,*,12,25,48.00,170,1,2,50.4,1,16,6.80,4.00,0,0,,0,,0,0,,0,,,0,0
13,1988,1988-10-16,7,24.338,TAM,@,IND,L 31-35,*,25,42,59.52,469,2,2,94.2,3,25,11.17,9.98,1,-1,-1.00,0,,0,0,,0,,,0,0
14,1988,1988-10-23,8,24.345,TAM,,MIN,L 20-49,*,19,45,42.22,223,1,6,25.7,1,8,4.96,-0.60,0,0,,0,,0,0,,0,,,0,0
15,1988,1988-11-06,10,24.359,TAM,@,CHI,L 10-28,*,22,52,42.31,305,1,2,52.2,2,32,5.87,4.52,0,0,,0,,0,0,,0,,,0,0
16,1988,1988-11-13,11,25.000,TAM,@,DET,W 23-20,*,9,13,69.23,107,0,2,54.5,2,28,8.23,1.31,1,-1,-1.00,0,,0,0,,0,,,0,0
17,1988,1988-11-20,12,25.007,TAM,,CHI,L 15-27,*,7,22,31.82,86,0,2,7.0,1,10,3.91,-0.18,5,55,11.00,0,,0,0,,0,,,0,0
18,1988,1988-11-27,13,25.014,TAM,@,ATL,L 10-17,*,12,29,41.38,190,0,3,24.3,1,4,6.55,1.90,5,58,11.60,0,,0,0,,0,,,0,0
19,1988,1988-12-04,14,25.021,TAM,,BUF,W 10-5,*,12,29,41.38,156,0,0,59.0,2,13,5.38,5.38,5,8,1.60,1,,0,0,,0,,,1,6
20,1988,1988-12-11,15,25.028,TAM,@,NWE,L 7-10,*,10,19,52.63,145,1,1,73.4,2,14,7.63,6.32,1,0,0.00,0,,0,0,,0,,,0,0
21,1988,1988-12-18,16,25.035,TAM,,DET,W 21-10,*,12,23,52.17,189,3,3,79.8,4,50,8.22,4.96,1,-1,-1.00,0,,0,0,,0,,,0,0
22,1989,1989-09-10,1,25.301,TAM,@,GNB,W 23-21,*,22,27,81.48,205,1,0,110.6,0,0,7.59,8.33,2,14,7.00,0,,0,0,,0,,,0,0
23,1989,1989-09-17,2,25.308,TAM,,SFO,L 16-20,*,14,35,40.00,146,1,2,38.5,2,20,4.17,2.17,5,28,5.60,0,,0,0,,0,,,0,0
24,1989,1989-09-24,3,25.315,TAM,,NOR,W 20-10,*,15,26,57.69,227,1,1,83.3,1,9,8.73,7.77,4,-3,-0.75,0,,0,0,,0,,,0,0
25,1989,1989-10-01,4,25.322,TAM,@,MIN,L 3-17,*,6,23,26.09,82,0,0,41.9,2,18,3.57,3.57,1,6,6.00,0,,0,0,,0,,,0,0
26,1989,1989-10-08,5,25.329,TAM,,CHI,W 42-35,*,22,36,61.11,269,3,2,88.8,2,1,7.47,6.64,2,18,9.00,0,,0,0,,0,,,0,0
27,1989,1989-10-22,7,25.343,TAM,@,WAS,L 28-32,*,19,38,50.00,311,3,2,82.2,2,15,8.18,7.39,0,0,,0,,0,0,,0,,,0,0
28,1989,1989-10-29,8,25.350,TAM,@,CIN,L 23-56,*,23,39,58.97,336,3,3,80.7,0,0,8.62,6.69,1,1,1.00,0,,0,0,,0,,,0,0
29,1989,1989-11-05,9,25.357,TAM,,CLE,L 31-42,*,27,50,54.00,370,2,4,57.9,2,21,7.40,4.60,0,0,,0,,0,0,,0,,,0,0
30,1989,1989-11-12,10,25.364,TAM,,MIN,L 10-24,*,18,28,64.29,165,1,0,92.1,7,54,5.89,6.61,2,20,10.00,0,,0,0,,0,,,0,0
31,1989,1989-11-19,11,26.006,TAM,@,CHI,W 32-31,*,19,41,46.34,288,1,0,78.1,4,25,7.02,7.51,0,0,,0,,0,0,,0,,,0,0
32,1989,1989-11-26,12,26.013,TAM,@,PHO,W 14-13,*,19,42,45.24,200,2,1,65.6,5,61,4.76,4.64,3,11,3.67,0,,0,0,,0,,,0,0
33,1989,1989-12-03,13,26.020,TAM,,GNB,L 16-17,*,19,39,48.72,188,0,5,23.2,4,18,4.82,-0.95,0,0,,0,,0,0,,0,,,0,0
34,1989,1989-12-10,14,26.027,TAM,@,HOU,L 17-20,*,31,48,64.58,328,2,1,89.6,4,41,6.83,6.73,3,28,9.33,0,,0,0,,0,,,0,0
35,1989,1989-12-17,15,26.034,TAM,@,DET,L 7-33,*,4,8,50.00,18,0,1,16.7,3,11,2.25,-3.38,2,16,8.00,0,,0,0,,0,,,0,0
36,1990,1990-09-09,1,26.300,TAM,@,DET,W 38-21,*,16,21,76.19,237,3,1,132.3,0,0,11.29,12.00,3,-6,-2.00,0,,0,0,,0,,,0,0
