ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,def_int,def_int_yds,def_int_td
1,1984,1984-10-28,9,24.042,HOU,,CIN,L 13-31,,,,,,,
2,1984,1984-11-04,10,24.049,HOU,@,PIT,L 7-35,0,0,,0,1,12,0
3,1984,1984-11-11,11,24.056,HOU,@,KAN,W 17-16,,,,,,,
4,1984,1984-11-18,12,24.063,HOU,,NYJ,W 31-20,,,,,,,
5,1985,1985-09-29,4,25.013,HOU,,DAL,L 10-17,0,0,,0,,,
6,1985,1985-10-06,5,25.020,HOU,@,DEN,L 20-31,0,0,,0,,,
7,1985,1985-10-13,6,25.027,HOU,,CLE,L 6-21,0,0,,0,,,
8,1985,1985-10-20,7,25.034,HOU,,CIN,W 44-27,0,0,,0,,,
9,1985,1985-10-27,8,25.041,HOU,@,STL,W 20-10,0,0,,0,,,
10,1985,1985-11-03,9,25.048,HOU,,KAN,W 23-20,0,0,,0,,,
11,1985,1985-11-10,10,25.055,HOU,@,BUF,L 0-20,0,0,,0,,,
12,1985,1985-11-17,11,25.062,HOU,,PIT,L 7-30,0,0,,0,,,
13,1985,1985-11-24,12,25.069,HOU,,SDG,W 37-35,0,0,,0,,,
14,1985,1985-12-01,13,25.076,HOU,@,CIN,L 27-45,0,0,,0,,,
15,1985,1985-12-08,14,25.083,HOU,,NYG,L 14-35,0,0,,0,,,
16,1985,1985-12-15,15,25.090,HOU,@,CLE,L 21-28,1,6,6.00,0,0,0,0
17,1985,1985-12-22,16,25.097,HOU,@,IND,L 16-34,0,0,,0,,,
18,1986,1986-09-07,1,25.356,HOU,@,GNB,W 31-3,,,,,,,
19,1986,1986-09-14,2,25.363,HOU,,CLE,L 20-23,,,,,,,
20,1986,1986-09-21,3,26.005,HOU,@,KAN,L 13-27,,,,,,,
21,1986,1986-09-28,4,26.012,HOU,,PIT,L 16-22,,,,,,,
22,1986,1986-11-02,9,26.047,HOU,@,MIA,L 7-28,,,,,,,
23,1986,1986-11-09,10,26.054,HOU,,CIN,W 32-28,0,0,,0,1,0,0
24,1986,1986-11-16,11,26.061,HOU,@,PIT,L 10-21,,,,,,,
25,1986,1986-11-23,12,26.068,HOU,,IND,W 31-17,,,,,,,
26,1986,1986-11-30,13,26.075,HOU,@,CLE,L 10-13,0,0,,0,1,0,0
27,1986,1986-12-07,14,26.082,HOU,@,SDG,L 0-27,,,,,,,
28,1986,1986-12-14,15,26.089,HOU,,MIN,W 23-10,0,0,,0,1,24,0
29,1986,1986-12-21,16,26.096,HOU,,BUF,W 16-7,,,,,,,
30,1987,1987-09-13,1,26.362,HOU,,RAM,W 20-16,,,,,,,
31,1987,1987-09-20,2,27.004,HOU,@,BUF,L 30-34,,,,,,,
32,1987,1987-10-25,6,27.039,HOU,,ATL,W 37-33,,,,,,,
33,1987,1987-11-01,7,27.046,HOU,@,CIN,W 31-29,,,,,,,
34,1987,1987-11-08,8,27.053,HOU,@,SFO,L 20-27,,,,,,,
35,1987,1987-11-15,9,27.060,HOU,@,PIT,W 23-3,,,,,,,
36,1987,1987-11-22,10,27.067,HOU,,CLE,L 7-40,,,,,,,
