ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td
1,1968,1968-09-08,1,22.167,BOS,@,BUF,W 16-7,2,60,30.00,0,1,0,0.00,0
2,1968,1968-09-22,2,22.181,BOS,,NYJ,L 31-47,8,173,21.63,0,1,0,0.00,0
3,1968,1968-09-29,3,22.188,BOS,@,DEN,W 20-17,0,0,,0,4,38,9.50,0
4,1968,1968-10-06,4,22.195,BOS,@,OAK,L 10-41,5,111,22.20,0,2,14,7.00,0
5,1968,1968-10-13,5,22.202,BOS,,HOU,L 0-16,2,62,31.00,0,4,17,4.25,0
6,1968,1968-10-20,6,22.209,BOS,,BUF,W 23-6,2,48,24.00,0,1,3,3.00,0
7,1968,1968-10-27,7,22.216,BOS,@,NYJ,L 14-48,2,34,17.00,0,1,6,6.00,0
8,1968,1968-11-17,10,22.237,BOS,@,KAN,L 17-31,2,44,22.00,0,1,5,5.00,0
9,1968,1968-11-24,11,22.244,BOS,,MIA,L 10-34,2,84,42.00,0,3,38,12.67,0
10,1968,1968-12-01,12,22.251,BOS,,CIN,W 33-14,3,56,18.67,0,1,1,1.00,0
11,1968,1968-12-08,13,22.258,BOS,@,MIA,L 7-38,5,76,15.20,0,1,2,2.00,0
12,1968,1968-12-15,14,22.265,BOS,@,HOU,L 17-45,3,64,21.33,0,2,11,5.50,0
