ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,1956,1956-09-30,1,23.264,RAM,,PHI,W 27-7,2,40,20.00,1,0,0,,0,1,
2,1956,1956-10-07,2,23.271,RAM,@,SFO,L 30-33,1,12,12.00,0,0,0,,0,0,
3,1956,1956-10-14,3,23.278,RAM,@,DET,L 21-24,3,96,32.00,1,0,0,,0,1,
4,1956,1956-10-21,4,23.285,RAM,@,GNB,L 17-42,3,43,14.33,1,0,0,,0,1,
5,1956,1956-10-28,5,23.292,RAM,,DET,L 7-16,3,92,30.67,0,0,0,,0,0,
6,1956,1956-11-04,6,23.299,RAM,,CHI,L 24-35,4,79,19.75,0,0,0,,0,0,
7,1956,1956-11-18,8,23.313,RAM,@,CHI,L 21-30,4,81,20.25,0,0,0,,0,0,
8,1956,1956-11-25,9,23.320,RAM,@,BAL,L 21-56,6,70,11.67,0,0,0,,0,0,
9,1956,1956-12-09,11,23.334,RAM,,BAL,W 31-7,2,40,20.00,0,0,0,,0,0,
10,1956,1956-12-16,12,23.341,RAM,,GNB,W 49-21,8,97,12.13,1,0,0,,0,1,
11,1957,1957-09-29,1,24.262,RAM,,PHI,W 17-13,2,27,13.50,0,0,0,,0,0,
12,1957,1957-10-06,2,24.269,RAM,@,SFO,L 20-23,3,96,32.00,1,1,-4,-4.00,0,1,
13,1957,1957-10-13,3,24.276,RAM,@,DET,L 7-10,1,27,27.00,0,0,0,,0,0,
14,1957,1957-10-20,4,24.283,RAM,@,CHI,L 26-34,2,25,12.50,0,0,0,,0,0,
15,1957,1957-10-27,5,24.290,RAM,,DET,W 35-17,5,86,17.20,1,0,0,,0,1,
16,1957,1957-11-03,6,24.297,RAM,,CHI,L 10-16,1,7,7.00,0,0,0,,0,0,
17,1957,1957-12-01,10,24.325,RAM,@,BAL,L 14-31,4,76,19.00,1,0,0,,0,1,
18,1957,1957-12-08,11,24.332,RAM,,GNB,W 42-17,4,67,16.75,1,0,0,,0,1,
19,1957,1957-12-15,12,24.339,RAM,,BAL,W 37-21,1,31,31.00,0,0,0,,0,0,
20,1958,1958-09-28,1,25.261,RAM,,CLE,L 27-30,2,15,7.50,0,0,0,,0,0,
21,1958,1958-10-05,2,25.268,RAM,@,SFO,W 33-3,2,16,8.00,0,0,0,,0,0,
22,1958,1958-10-12,3,25.275,RAM,@,DET,W 42-28,1,13,13.00,0,0,0,,0,0,
23,1958,1958-11-02,6,25.296,RAM,,CHI,W 41-35,2,5,2.50,1,0,0,,0,1,
24,1958,1958-11-09,7,25.303,RAM,,SFO,W 56-7,2,17,8.50,1,0,0,,0,1,
25,1958,1958-11-16,8,25.310,RAM,@,GNB,W 20-7,3,15,5.00,0,0,0,,0,0,
26,1958,1958-11-23,9,25.317,RAM,@,BAL,L 7-34,1,2,2.00,0,0,0,,0,0,
27,1958,1958-11-30,10,25.324,RAM,@,CRD,W 20-14,5,52,10.40,2,0,0,,0,2,
28,1959,1959-09-26,1,26.259,RAM,,NYG,L 21-23,1,12,12.00,0,0,0,,0,0,
29,1959,1959-10-04,2,26.267,RAM,@,SFO,L 0-34,4,45,11.25,0,0,0,,0,0,
30,1959,1959-10-18,4,26.281,RAM,@,GNB,W 45-6,1,13,13.00,0,0,0,,0,0,
31,1959,1959-10-25,5,26.288,RAM,,DET,L 7-17,6,100,16.67,0,0,0,,0,0,
32,1959,1959-11-01,6,26.295,RAM,,CHI,L 21-26,4,62,15.50,0,0,0,,0,0,
33,1959,1959-11-08,7,26.302,RAM,,SFO,L 16-24,5,80,16.00,0,0,0,,0,0,
34,1959,1959-11-15,8,26.309,RAM,@,DET,L 17-23,2,9,4.50,0,0,0,,0,0,
35,1959,1959-11-29,10,26.323,RAM,@,BAL,L 21-35,3,73,24.33,0,0,0,,0,0,
36,1959,1959-12-12,12,26.336,RAM,,BAL,L 26-45,3,59,19.67,0,0,0,,0,0,
37,1960,1960-10-16,3,27.280,CLE,@,DAL,W 48-7,1,2,2.00,0,0,0,,0,0,0
38,1960,1960-10-23,4,27.287,CLE,,PHI,L 29-31,1,86,86.00,1,0,0,,0,1,6
39,1960,1960-10-30,5,27.294,CLE,@,WAS,W 31-10,1,11,11.00,0,0,0,,0,0,0
40,1960,1960-11-13,7,27.308,CLE,,STL,W 28-27,1,5,5.00,1,0,0,,0,1,6
41,1960,1960-11-20,8,27.315,CLE,@,PIT,L 10-14,4,43,10.75,0,0,0,,0,0,0
42,1960,1960-11-27,9,27.322,CLE,@,STL,T 17-17,1,2,2.00,1,0,0,,0,1,6
