ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1986,1986-09-07,1,22.151,ATL,@,NOR,W 31-10,,0,0,,0,,,0,0,,0,0,0,,0,3,33,11.00,0,0,0
2,1986,1986-09-14,2,22.158,ATL,,STL,W 33-13,,1,21,21.00,0,,,0,0,,0,1,13,13.00,0,5,46,9.20,0,0,0
3,1986,1986-09-21,3,22.165,ATL,@,DAL,W 37-35,,3,89,29.67,0,,,0,0,,0,0,0,,0,1,-1,-1.00,0,0,0
4,1986,1986-09-28,4,22.172,ATL,@,TAM,W 23-20,,3,58,19.33,1,,,0,0,,0,0,0,,0,2,10,5.00,0,1,6
5,1986,1986-10-05,5,22.179,ATL,,PHI,L 0-16,,8,146,18.25,0,,,0,0,,0,0,0,,0,5,34,6.80,0,0,0
6,1986,1986-10-12,6,22.186,ATL,,RAM,W 26-14,,2,30,15.00,0,,,0,0,,0,0,0,,0,2,4,2.00,0,0,0
7,1986,1986-10-19,7,22.193,ATL,,SFO,T 10-10,,0,0,,0,,,1,3,3.00,0,0,0,,0,0,0,,0,0,0
8,1986,1986-10-26,8,22.200,ATL,@,RAM,L 7-14,,2,12,6.00,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
9,1986,1986-11-02,9,22.207,ATL,@,NWE,L 17-25,,1,9,9.00,0,,,0,0,,0,0,0,,0,2,-2,-1.00,0,0,0
10,1986,1986-11-09,10,22.214,ATL,,NYJ,L 14-28,,6,77,12.83,0,,,1,6,6.00,0,0,0,,0,0,0,,0,0,0
11,1986,1986-11-16,11,22.221,ATL,,CHI,L 10-13,,0,0,,0,,,0,0,,0,0,0,,0,0,0,,0,0,
12,1986,1986-11-23,12,22.228,ATL,@,SFO,L 0-20,,3,31,10.33,0,,,0,0,,0,0,0,,0,2,9,4.50,0,0,0
13,1986,1986-11-30,13,22.235,ATL,@,MIA,W 20-14,,0,0,,0,,,1,2,2.00,0,0,0,,0,2,5,2.50,0,0,0
14,1986,1986-12-07,14,22.242,ATL,,IND,L 23-28,,4,59,14.75,0,,,4,52,13.00,0,0,0,,0,2,13,6.50,0,0,0
15,1986,1986-12-14,15,22.249,ATL,,NOR,L 9-14,,5,46,9.20,0,,,2,-5,-2.50,0,0,0,,0,0,0,,0,0,0
16,1986,1986-12-21,16,22.256,ATL,@,DET,W 20-6,,4,39,9.75,1,,,2,9,4.50,0,0,0,,0,0,0,,0,1,6
17,1987,1987-09-13,1,23.157,ATL,@,TAM,L 10-48,,1,33,33.00,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
18,1987,1987-09-20,2,23.164,ATL,,WAS,W 21-20,,5,105,21.00,1,,,1,-1,-1.00,0,0,0,,0,0,0,,0,1,6
19,1987,1987-10-25,6,23.199,ATL,@,HOU,L 33-37,,3,50,16.67,1,,,0,0,,0,0,0,,0,0,0,,0,1,6
20,1987,1987-11-01,7,23.206,ATL,,NOR,L 0-38,,2,24,12.00,0,,,1,7,7.00,0,0,0,,0,0,0,,0,0,0
21,1987,1987-11-08,8,23.213,ATL,@,CLE,L 3-38,,2,14,7.00,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
22,1987,1987-11-15,9,23.220,ATL,,CIN,L 10-16,,3,64,21.33,1,,,0,0,,0,0,0,,0,0,0,,0,1,6
23,1987,1987-11-22,10,23.227,ATL,@,MIN,L 13-24,,3,69,23.00,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
24,1987,1987-11-29,11,23.234,ATL,,STL,L 21-34,,3,25,8.33,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
25,1987,1987-12-06,12,23.241,ATL,@,DAL,W 21-10,,7,80,11.43,1,,,1,-9,-9.00,0,0,0,,0,0,0,,0,1,6
26,1987,1987-12-13,13,23.248,ATL,@,RAM,L 0-33,,1,25,25.00,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
27,1987,1987-12-20,14,23.255,ATL,@,SFO,L 7-35,,2,24,12.00,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
28,1987,1987-12-27,15,23.262,ATL,,DET,L 13-30,,4,87,21.75,1,,,0,0,,0,0,0,,0,0,0,,0,1,6
29,1988,1988-09-04,1,24.148,ATL,@,DET,L 17-31,,4,42,10.50,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
30,1988,1988-09-11,2,24.155,ATL,,NOR,L 21-29,,2,36,18.00,0,,,1,0,0.00,0,0,0,,0,0,0,,0,0,0
31,1988,1988-09-18,3,24.162,ATL,@,SFO,W 34-17,,2,18,9.00,0,,,1,17,17.00,0,0,0,,0,0,0,,0,0,0
32,1988,1988-09-25,4,24.169,ATL,@,DAL,L 20-26,,3,23,7.67,1,,,0,0,,0,0,0,,0,0,0,,0,1,6
33,1988,1988-10-02,5,24.176,ATL,,SEA,L 20-31,,1,26,26.00,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
34,1988,1988-10-09,6,24.183,ATL,,RAM,L 0-33,,1,2,2.00,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
35,1988,1988-10-16,7,24.190,ATL,@,DEN,L 14-30,,2,22,11.00,0,,,2,8,4.00,0,0,0,,0,0,0,,0,0,0
36,1988,1988-10-23,8,24.197,ATL,,NYG,L 16-23,,3,27,9.00,0,,,1,10,10.00,0,0,0,,0,0,0,,0,0,0
37,1988,1988-10-30,9,24.204,ATL,@,PHI,W 27-24,,3,76,25.33,1,,,0,0,,0,0,0,,0,0,0,,0,1,6
38,1988,1988-11-06,10,24.211,ATL,,GNB,W 20-0,,0,0,,0,,,1,24,24.00,0,0,0,,0,0,0,,0,0,0
39,1988,1988-11-27,13,24.232,ATL,,TAM,W 17-10,,3,22,7.33,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
40,1988,1988-12-04,14,24.239,ATL,,SFO,L 3-13,,1,21,21.00,0,,,1,10,10.00,0,0,0,,0,0,0,,0,0,0
41,1988,1988-12-11,15,24.246,ATL,@,RAM,L 7-22,,2,47,23.50,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
42,1988,1988-12-18,16,24.253,ATL,@,NOR,L 9-10,,1,6,6.00,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
43,1989,1989-09-10,1,25.154,ATL,,RAM,L 21-31,,1,53,53.00,1,,,0,0,,0,0,0,,0,0,0,,0,1,6
