ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1966,1966-11-20,11,22.305,WAS,@,CLE,L 3-14,1,14,14.00,0
2,1968,1968-10-13,5,24.268,WAS,,PIT,W 16-13,1,0,0.00,0
3,1969,1969-11-27,12,25.312,DEN,@,KAN,L 17-31,1,16,16.00,0
4,1970,1970-10-18,5,26.272,DEN,,ATL,W 24-10,,,,
5,1970,1970-10-25,6,26.279,DEN,@,SFO,L 14-19,,,,
6,1970,1970-11-01,7,26.286,DEN,,WAS,L 3-19,,,,
7,1970,1970-12-06,12,26.321,DEN,@,KAN,L 0-16,,,,
8,1970,1970-12-13,13,26.328,DEN,,SDG,T 17-17,,,,
9,1970,1970-12-20,14,26.335,DEN,,CLE,L 13-27,,,,
10,1971,1971-11-07,8,27.292,DEN,,DET,L 20-24,,,,
11,1971,1971-11-14,9,27.299,DEN,,CIN,L 10-24,,,,
12,1971,1971-11-21,10,27.306,DEN,@,KAN,L 10-28,,,,
13,1971,1971-11-28,11,27.313,DEN,@,PIT,W 22-10,,,,
