ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,1992,1992-09-06,1,23.020,PHO,@,TAM,L 7-23,4,0,0.00,0,,0,0,,0,0.0%,,0,0
2,1992,1992-09-13,2,23.027,PHO,,PHI,L 14-31,9,16,1.78,0,2,2,7,3.50,0,100.0%,3.50,0,0
3,1992,1992-09-20,3,23.034,PHO,@,DAL,L 20-31,12,31,2.58,1,2,2,31,15.50,0,100.0%,15.50,1,6
4,1992,1992-10-04,4,23.048,PHO,,WAS,W 27-24,10,48,4.80,1,2,2,12,6.00,0,100.0%,6.00,1,6
5,1992,1992-10-11,5,23.055,PHO,@,NYG,L 21-31,15,47,3.13,0,,0,0,,0,0.0%,,0,0
6,1992,1992-10-18,6,23.062,PHO,,NOR,L 21-30,2,2,1.00,0,1,1,4,4.00,0,100.0%,4.00,0,0
7,1992,1992-11-29,12,23.104,PHO,@,WAS,L 3-41,16,50,3.13,0,,0,0,,0,0.0%,,0,0
