ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
1,2015,2015-09-13,1,23.106,KAN,@,HOU,W 27-20,,,0,0,,0,0.0%,
2,2015,2015-11-01,8,23.155,KAN,,DET,W 45-10,,0,0,0,,0,0.0%,
3,2015,2015-11-15,9,23.169,KAN,@,DEN,W 29-13,,1,1,6,6.00,0,100.0%,6.00
4,2015,2015-11-22,10,23.176,KAN,@,SDG,W 33-3,,0,0,0,,0,0.0%,
5,2015,2015-11-29,11,23.183,KAN,,BUF,W 30-22,,0,0,0,,0,0.0%,
6,2015,2015-12-06,12,23.190,KAN,@,OAK,W 34-20,,0,0,0,,0,0.0%,
7,2015,2015-12-13,13,23.197,KAN,,SDG,W 10-3,,0,0,0,,0,0.0%,
8,2015,2015-12-20,14,23.204,KAN,@,BAL,W 34-14,,0,0,0,,0,0.0%,
9,2015,2015-12-27,15,23.211,KAN,,CLE,W 17-13,,1,0,0,,0,0.0%,0.00
10,2015,2016-01-03,16,23.218,KAN,,OAK,W 23-17,,0,0,0,,0,0.0%,
