ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1990,1990-09-09,1,22.128,WAS,,PHO,W 31-0,,,,,,,,,,,
2,1990,1990-09-16,2,22.135,WAS,@,SFO,L 13-26,,,,,,,,,,,
3,1990,1990-09-23,3,22.142,WAS,,DAL,W 19-15,,0,0,,0,0,0,1.0,0,0,0
4,1990,1990-09-30,4,22.149,WAS,@,PHO,W 38-10,,0,0,,0,0,0,1.0,0,0,0
5,1990,1990-10-14,5,22.163,WAS,,NYG,L 20-24,,,,,,,,,,,
6,1990,1990-10-21,6,22.170,WAS,,PHI,W 13-7,,,,,,,,,,,
7,1990,1990-10-28,7,22.177,WAS,@,NYG,L 10-21,,,,,,,,,,,
8,1990,1990-11-04,8,22.184,WAS,@,DET,W 41-38,,,,,,,,,,,
9,1990,1990-11-12,9,22.192,WAS,@,PHI,L 14-28,,,,,,,,,,,
10,1990,1990-11-18,10,22.198,WAS,,NOR,W 31-17,,,,,,,,,,,
11,1990,1990-11-22,11,22.202,WAS,@,DAL,L 17-27,,,,,,,,,,,
12,1990,1990-12-02,12,22.212,WAS,,MIA,W 42-20,,,,,,,,,,,
13,1990,1990-12-09,13,22.219,WAS,,CHI,W 10-9,,0,0,,0,0,0,1.0,0,0,0
14,1990,1990-12-15,14,22.225,WAS,@,NWE,W 25-10,,0,0,,0,0,0,1.0,0,0,0
15,1990,1990-12-22,15,22.232,WAS,@,IND,L 28-35,,0,0,,0,0,0,2.0,0,0,0
16,1990,1990-12-30,16,22.240,WAS,,BUF,W 29-14,,,,,,,,,,,
17,1991,1991-09-01,1,23.120,WAS,,DET,W 45-0,,,,,,,,,,,
18,1991,1991-09-09,2,23.128,WAS,@,DAL,W 33-31,,,,,,,,,,,
19,1991,1991-09-15,3,23.134,WAS,,PHO,W 34-0,,0,0,,0,0,0,1.0,0,0,0
20,1991,1991-09-22,4,23.141,WAS,@,CIN,W 34-27,,,,,,,,,,,
21,1991,1991-09-30,5,23.149,WAS,,PHI,W 23-0,,0,0,,0,0,0,0.0,1,18,0
22,1991,1991-10-06,6,23.155,WAS,@,CHI,W 20-7,,0,0,,0,0,0,1.0,0,0,0
23,1991,1991-10-13,7,23.162,WAS,,CLE,W 42-17,,,,,,,,,,,
24,1991,1991-10-27,8,23.176,WAS,@,NYG,W 17-13,,,,,,,,,,,
25,1991,1991-11-03,9,23.183,WAS,,HOU,W 16-13,,0,0,,0,0,0,1.0,0,0,0
26,1991,1991-11-10,10,23.190,WAS,,ATL,W 56-17,,0,0,,0,1,6,0.0,1,15,1
27,1991,1991-11-17,11,23.197,WAS,@,PIT,W 41-14,,,,,,,,,,,
28,1991,1991-11-24,12,23.204,WAS,,DAL,L 21-24,,,,,,,,,,,
29,1991,1991-12-01,13,23.211,WAS,@,RAM,W 27-6,,,,,,,,,,,
30,1991,1991-12-08,14,23.218,WAS,@,PHO,W 20-14,,,,,,,,,,,
31,1991,1991-12-15,15,23.225,WAS,,NYG,W 34-17,,,,,,,,,,,
32,1991,1991-12-22,16,23.232,WAS,@,PHI,L 22-24,,,,,,,,,,,
33,1992,1992-09-07,1,24.126,WAS,@,DAL,L 10-23,,,,,,,,,,,
34,1992,1992-09-13,2,24.132,WAS,,ATL,W 24-17,,,,,,,,,,,
35,1992,1992-09-20,3,24.139,WAS,,DET,W 13-10,,,,,,,,,,,
36,1992,1992-10-04,4,24.153,WAS,@,PHO,L 24-27,,,,,,,,,,,
37,1992,1992-10-12,5,24.161,WAS,,DEN,W 34-3,,,,,,,,,,,
38,1992,1992-10-18,6,24.167,WAS,,PHI,W 16-12,,0,0,,0,0,0,1.0,0,0,0
39,1992,1992-10-25,7,24.174,WAS,@,MIN,W 15-13,,,,,,,,,,,
40,1992,1992-11-01,8,24.181,WAS,,NYG,L 7-24,,,,,,,,,,,
41,1992,1992-11-23,11,24.203,WAS,@,NOR,L 3-20,,,,,,,,,,,
42,1992,1992-11-29,12,24.209,WAS,,PHO,W 41-3,,,,,,,,,,,
43,1992,1992-12-06,13,24.216,WAS,@,NYG,W 28-10,,,,,,,,,,,
44,1992,1992-12-13,14,24.223,WAS,,DAL,W 20-17,,0,0,,0,0,0,0.0,1,59,0
45,1992,1992-12-20,15,24.230,WAS,@,PHI,L 13-17,,0,0,,0,0,0,1.0,0,0,0
46,1992,1992-12-26,16,24.236,WAS,,RAI,L 20-21,,,,,,,,,,,
47,1993,1993-10-04,4,25.153,WAS,@,MIA,L 10-17,,,,,,,,,,,
48,1993,1993-10-10,5,25.159,WAS,,NYG,L 7-41,,,,,,,,,,,
49,1993,1993-10-17,6,25.166,WAS,@,PHO,L 6-36,,0,0,,0,0,0,3.0,0,0,0
50,1993,1993-11-01,7,25.181,WAS,@,BUF,L 10-24,,,,,,,,,,,
51,1993,1993-11-07,8,25.187,WAS,,IND,W 30-24,,0,0,,0,0,0,1.0,1,5,0
52,1993,1993-11-14,9,25.194,WAS,@,NYG,L 6-20,,,,,,,,,,,
53,1993,1993-11-21,10,25.201,WAS,@,RAM,L 6-10,,,,,,,,,,,
54,1993,1993-11-28,11,25.208,WAS,,PHI,L 14-17,,0,0,,0,0,0,1.0,0,0,0
