ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2005,2005-10-23,7,23.099,BUF,@,OAK,L 17-38,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,1,10,10.00,0,0,0,0.0,,
2,2005,2005-10-30,8,23.106,BUF,@,NWE,L 16-21,,1,1,17,17.00,0,100.0%,17.00,2,-2,-1.00,0,0,0,,0,0,0,,0,,,,0,0,,0,3,33,11.00,0,0,0,0.0,,
3,2005,2005-11-13,9,23.120,BUF,,KAN,W 14-3,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0,0.0,,
4,2005,2005-11-20,10,23.127,BUF,@,SDG,L 10-48,,2,2,14,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,0,0,,0,,,,6,176,29.33,0,0,0,,0,0,0,0.0,,
5,2005,2005-11-27,11,23.134,BUF,,CAR,L 9-13,,4,2,30,15.00,0,50.0%,7.50,0,0,,0,0,0,,0,0,0,,0,,,,3,72,24.00,0,0,0,,0,0,0,0.0,,
6,2005,2005-12-04,12,23.141,BUF,@,MIA,L 23-24,,4,2,17,8.50,0,50.0%,4.25,0,0,,0,1,1,100.00,3,0,0,79.2,0,0,3.00,3.00,1,13,13.00,0,4,34,8.50,0,0,0,0.0,,
7,2005,2005-12-11,13,23.148,BUF,,NWE,L 7-35,,4,1,5,5.00,0,25.0%,1.25,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,2,45,22.50,0,0,0,0.0,,
8,2005,2005-12-17,14,23.154,BUF,,DEN,L 17-28,,2,1,11,11.00,0,50.0%,5.50,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0,0.0,,
9,2005,2005-12-24,15,23.161,BUF,@,CIN,W 37-27,,2,2,31,15.50,0,100.0%,15.50,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,2,38,19.00,0,0,0,0.0,,
10,2005,2006-01-01,16,23.169,BUF,@,NYJ,L 26-30,,6,4,23,5.75,1,66.7%,3.83,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,2,26,13.00,0,1,6,0.0,,
