ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1980,1980-09-07,1,22.244,ATL,@,MIN,L 23-24,0,0,,0,0,0,,0,0,0,0.0,1,-2,0
2,1980,1980-09-14,2,22.251,ATL,@,NWE,W 37-21,,,,,,,,,,,,,,
3,1980,1980-09-21,3,22.258,ATL,,MIA,L 17-20,0,0,,0,0,0,,0,0,0,0.0,1,33,0
4,1980,1980-09-28,4,22.265,ATL,@,SFO,W 20-17,,,,,,,,,,,,,,
5,1980,1980-10-05,5,22.272,ATL,,DET,W 43-28,,,,,,,,,,,,,,
6,1980,1980-10-12,6,22.279,ATL,,NYJ,L 7-14,,,,,,,,,,,,,,
7,1980,1980-10-19,7,22.286,ATL,@,NOR,W 41-14,0,0,,0,0,0,,0,0,0,0.0,1,16,0
8,1980,1980-10-26,8,22.293,ATL,,RAM,W 13-10,,,,,,,,,,,,,,
9,1980,1980-11-02,9,22.300,ATL,@,BUF,W 30-14,0,0,,0,1,7,7.00,0,0,0,0.0,0,0,0
10,1980,1980-11-09,10,22.307,ATL,@,STL,W 33-27,0,0,,0,2,35,17.50,0,0,0,0.0,1,2,0
11,1980,1980-11-16,11,22.314,ATL,,NOR,W 31-13,0,0,,0,5,72,14.40,0,0,0,0.0,0,0,0
12,1980,1980-11-23,12,22.321,ATL,,CHI,W 28-17,0,0,,0,4,81,20.25,0,0,0,0.0,0,0,0
13,1980,1980-11-30,13,22.328,ATL,,WAS,W 10-6,0,0,,0,2,35,17.50,0,0,0,0.0,0,0,0
14,1980,1980-12-07,14,22.335,ATL,@,PHI,W 20-17,0,0,,0,3,28,9.33,0,0,0,0.0,0,0,0
15,1980,1980-12-14,15,22.342,ATL,,SFO,W 35-10,0,0,,0,5,16,3.20,0,0,0,0.0,0,0,0
16,1980,1980-12-21,16,22.349,ATL,@,RAM,L 17-20,0,0,,0,1,7,7.00,0,0,0,0.0,0,0,0
17,1981,1981-09-06,1,23.242,ATL,,NOR,W 27-0,,,,,0,0,,0,,,,,,
18,1981,1981-09-13,2,23.249,ATL,@,GNB,W 31-17,,,,,0,0,,0,,,,,,
19,1981,1981-09-20,3,23.256,ATL,,SFO,W 34-17,,,,,0,0,,0,,,,,,
20,1981,1981-09-27,4,23.263,ATL,@,CLE,L 17-28,,,,,0,0,,0,,,,,,
21,1981,1981-10-05,5,23.271,ATL,@,PHI,L 13-16,,,,,0,0,,0,,,,,,
22,1981,1981-10-11,6,23.277,ATL,,RAM,L 35-37,,,,,0,0,,0,,,,,,
23,1981,1981-10-18,7,23.284,ATL,,STL,W 41-20,,,,,0,0,,0,,,,,,
24,1981,1981-10-25,8,23.291,ATL,,NYG,L 24-27,,,,,0,0,,0,,,,,,
25,1981,1981-11-01,9,23.298,ATL,@,NOR,W 41-10,,,,,0,0,,0,,,,,,
26,1981,1981-11-08,10,23.305,ATL,@,SFO,L 14-17,0,0,,0,2,8,4.00,0,0,0,0.0,1,23,0
27,1981,1981-11-15,11,23.312,ATL,,PIT,L 20-34,0,0,,0,2,-2,-1.00,0,0,0,0.0,0,0,0
28,1981,1981-11-23,12,23.320,ATL,,MIN,W 31-30,0,0,,0,0,0,,0,0,0,0.0,1,4,0
29,1981,1981-11-29,13,23.326,ATL,@,HOU,W 31-27,,,,,0,0,,0,,,,,,
30,1981,1981-12-06,14,23.333,ATL,@,TAM,L 23-24,,,,,0,0,,0,,,,,,
31,1981,1981-12-14,15,23.341,ATL,@,RAM,L 16-21,,,,,0,0,,0,,,,,,
32,1981,1981-12-20,16,23.347,ATL,,CIN,L 28-30,0,0,,0,0,0,,0,0,0,0.0,1,8,0
33,1982,1982-09-12,1,24.248,ATL,@,NYG,W 16-14,0,0,,0,0,0,,0,0,0,0.0,1,0,0
34,1982,1982-09-19,2,24.255,ATL,,RAI,L 14-38,0,0,,0,0,0,,0,0,0,1.0,0,0,0
35,1982,1982-11-21,3,24.318,ATL,,RAM,W 34-17,,,,,,,,,,,,,,
36,1982,1982-11-28,4,24.325,ATL,,STL,L 20-23,,,,,,,,,,,,,,
37,1982,1982-12-05,5,24.332,ATL,@,DEN,W 34-27,,,,,,,,,,,,,,
38,1982,1982-12-12,6,24.339,ATL,,NOR,W 35-0,,,,,,,,,,,,,,
39,1982,1982-12-19,7,24.346,ATL,@,SFO,W 17-7,0,0,,0,0,0,,0,0,0,0.0,1,30,0
40,1982,1982-12-26,8,24.353,ATL,,GNB,L 7-38,,,,,,,,,,,,,,
41,1982,1983-01-02,9,24.360,ATL,@,NOR,L 6-35,,,,,,,,,,,,,,
42,1983,1983-09-04,1,25.240,ATL,@,CHI,W 20-17,0,0,,0,,,,,,,,,,
43,1983,1983-09-11,2,25.247,ATL,,NYG,L 13-16,0,0,,0,,,,,,,,,,
44,1983,1983-09-18,3,25.254,ATL,@,DET,W 30-14,1,18,18.00,0,0,0,,0,0,0,0.0,0,0,0
45,1983,1983-09-25,4,25.261,ATL,@,SFO,L 20-24,0,0,,0,,,,,,,,,,
46,1983,1983-10-02,5,25.268,ATL,,PHI,L 24-28,0,0,,0,,,,,,,,,,
47,1983,1983-10-09,6,25.275,ATL,,NOR,L 17-19,0,0,,0,,,,,,,,,,
48,1983,1983-10-16,7,25.282,ATL,@,RAM,L 21-27,0,0,,0,,,,,,,,,,
49,1983,1983-10-23,8,25.289,ATL,@,NYJ,W 27-21,0,0,,0,,,,,,,,,,
50,1983,1983-10-30,9,25.296,ATL,,NWE,W 24-13,0,0,,0,,,,,,,,,,
51,1983,1983-11-06,10,25.303,ATL,@,NOR,L 10-27,0,0,,0,,,,,,,,,,
52,1983,1983-11-14,11,25.311,ATL,,RAM,L 13-36,1,23,23.00,0,0,0,,0,0,0,0.0,0,0,0
53,1983,1983-11-20,12,25.317,ATL,,SFO,W 28-24,0,0,,0,,,,,,,,,,
54,1983,1983-11-27,13,25.324,ATL,,GNB,W 47-41,5,103,20.60,0,0,0,,0,2,12,0.0,2,57,2
55,1983,1983-12-04,14,25.331,ATL,@,WAS,L 21-37,3,61,20.33,0,0,0,,0,0,0,0.0,0,0,0
56,1983,1983-12-10,15,25.337,ATL,@,MIA,L 24-31,1,19,19.00,0,0,0,,0,0,0,0.0,0,0,0
57,1983,1983-12-18,16,25.345,ATL,,BUF,W 31-14,0,0,,0,,,,,,,,,,
58,1984,1984-09-02,1,26.239,ATL,@,NOR,W 36-28,0,0,,0,0,0,,0,0,0,0.0,1,2,0
59,1984,1984-09-09,2,26.246,ATL,,DET,L 24-27,0,0,,0,0,0,,0,,,,,,
60,1984,1984-09-16,3,26.253,ATL,@,MIN,L 20-27,0,0,,0,0,0,,0,0,0,1.0,0,0,0
61,1984,1984-09-23,4,26.260,ATL,,HOU,W 42-10,0,0,,0,0,0,,0,,,,,,
62,1984,1984-09-30,5,26.267,ATL,@,SFO,L 5-14,0,0,,0,0,0,,0,,,,,,
63,1984,1984-10-07,6,26.274,ATL,@,RAM,W 30-28,0,0,,0,0,0,,0,,,,,,
64,1984,1984-10-14,7,26.281,ATL,,NYG,L 7-19,1,24,24.00,0,0,0,,0,0,0,0.0,0,0,0
65,1984,1984-10-22,8,26.289,ATL,,RAM,L 10-24,3,43,14.33,0,0,0,,0,0,0,0.0,0,0,0
66,1984,1984-10-28,9,26.295,ATL,@,PIT,L 10-35,0,0,,0,0,0,,0,0,0,0.0,2,37,0
67,1984,1984-11-05,10,26.303,ATL,@,WAS,L 14-27,1,12,12.00,0,4,25,6.25,0,0,0,0.0,0,0,0
68,1984,1984-11-11,11,26.309,ATL,,NOR,L 13-17,1,17,17.00,0,2,20,10.00,0,0,0,0.0,0,0,0
69,1984,1984-11-18,12,26.316,ATL,,CLE,L 7-23,1,26,26.00,0,2,23,11.50,0,0,0,0.0,0,0,0
70,1984,1984-11-25,13,26.323,ATL,@,CIN,L 14-35,4,68,17.00,0,1,4,4.00,0,0,0,0.0,1,20,0
