ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs
1,1993,1993-09-05,1,23.140,NOR,,HOU,W 33-21,
2,1993,1993-09-12,2,23.147,NOR,@,ATL,W 34-31,
3,1993,1993-09-19,3,23.154,NOR,,DET,W 14-3,
4,1993,1993-09-26,4,23.161,NOR,,SFO,W 16-13,
5,1993,1993-10-03,5,23.168,NOR,@,RAM,W 37-6,
6,1993,1993-10-17,6,23.182,NOR,@,PIT,L 14-37,
7,1993,1993-10-24,7,23.189,NOR,,ATL,L 15-26,
8,1993,1993-10-31,8,23.196,NOR,@,PHO,W 20-17,
9,1993,1993-11-14,9,23.210,NOR,,GNB,L 17-19,
10,1993,1993-11-22,10,23.218,NOR,@,SFO,L 7-42,
11,1993,1993-11-28,11,23.224,NOR,@,MIN,W 17-14,
12,1993,1993-12-05,12,23.231,NOR,@,CLE,L 13-17,
13,1993,1993-12-12,13,23.238,NOR,,RAM,L 20-23,
14,1993,1993-12-20,14,23.246,NOR,,NYG,L 14-24,
15,1993,1993-12-26,15,23.252,NOR,@,PHI,L 26-37,
16,1993,1994-01-02,16,23.259,NOR,,CIN,W 20-13,
17,1994,1994-09-04,1,24.139,NOR,,KAN,L 17-30,
18,1994,1994-09-11,2,24.146,NOR,,WAS,L 24-38,
19,1994,1994-09-18,3,24.153,NOR,@,TAM,W 9-7,
20,1994,1994-09-25,4,24.160,NOR,@,SFO,L 13-24,
21,1994,1994-10-02,5,24.167,NOR,,NYG,W 27-22,
22,1994,1994-10-09,6,24.174,NOR,@,CHI,L 7-17,
23,1994,1994-10-16,7,24.181,NOR,,SDG,L 22-36,
24,1994,1994-10-23,8,24.188,NOR,,RAM,W 37-34,
25,1994,1994-11-06,9,24.202,NOR,@,MIN,L 20-21,
26,1994,1994-11-13,10,24.209,NOR,,ATL,W 33-32,
27,1994,1994-11-20,11,24.216,NOR,@,RAI,L 19-24,
28,1994,1994-11-28,12,24.224,NOR,,SFO,L 14-35,
29,1994,1994-12-04,13,24.230,NOR,@,RAM,W 31-15,
30,1994,1994-12-11,14,24.237,NOR,@,ATL,W 29-20,
31,1994,1994-12-19,15,24.245,NOR,,DAL,L 16-24,
32,1994,1994-12-24,16,24.250,NOR,@,DEN,W 30-28,
33,1995,1995-09-03,1,25.138,NOR,,SFO,L 22-24,
34,1995,1995-09-10,2,25.145,NOR,@,STL,L 13-17,
35,1995,1995-09-17,3,25.152,NOR,,ATL,L 24-27,
36,1995,1995-09-24,4,25.159,NOR,@,NYG,L 29-45,
37,1995,1995-10-01,5,25.166,NOR,,PHI,L 10-15,
38,1995,1995-10-15,6,25.180,NOR,,MIA,W 33-30,
39,1995,1995-10-22,7,25.187,NOR,@,CAR,L 3-20,
40,1995,1995-10-29,8,25.194,NOR,@,SFO,W 11-7,
41,1995,1995-11-05,9,25.201,NOR,,STL,W 19-10,
42,1995,1995-11-12,10,25.208,NOR,,IND,W 17-14,
43,1995,1995-11-19,11,25.215,NOR,@,MIN,L 24-43,
44,1995,1995-11-26,12,25.222,NOR,,CAR,W 34-26,
45,1995,1995-12-03,13,25.229,NOR,@,NWE,W 31-17,
46,1995,1995-12-10,14,25.236,NOR,@,ATL,L 14-19,
47,1995,1995-12-16,15,25.242,NOR,,GNB,L 23-34,
48,1995,1995-12-24,16,25.250,NOR,@,NYJ,W 12-0,
49,1996,1996-09-01,1,26.136,NOR,@,SFO,L 11-27,
50,1996,1996-09-08,2,26.143,NOR,,CAR,L 20-22,
51,1996,1996-09-15,3,26.150,NOR,@,CIN,L 15-30,
52,1996,1996-09-22,4,26.157,NOR,,ARI,L 14-28,
53,1996,1996-10-06,6,26.171,NOR,,JAX,W 17-13,
54,1996,1996-10-13,7,26.178,NOR,,CHI,W 27-24,
55,1996,1996-10-20,8,26.185,NOR,@,CAR,L 7-19,
56,1996,1996-11-03,9,26.199,NOR,,SFO,L 17-24,
57,1996,1996-12-01,13,26.227,NOR,,STL,L 10-26,
58,1996,1996-12-08,14,26.234,NOR,,ATL,L 15-31,
59,1996,1996-12-15,15,26.241,NOR,@,NYG,W 17-3,
60,1996,1996-12-21,16,26.247,NOR,@,STL,L 13-14,
61,1997,1997-08-31,1,27.135,NOR,@,STL,L 24-38,
62,1997,1997-09-07,2,27.142,NOR,,SDG,L 6-20,
