ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1998,1998-09-06,1,22.027,BAL,,PIT,L 13-20,,2,2,23,11.50,0,100.0%,11.50,0,0,,0,3,29,9.67,0,0,0,,0,0,0
2,1998,1998-09-27,4,22.048,BAL,,CIN,W 31-24,,0,0,0,,0,0.0%,,0,0,,0,1,24,24.00,0,0,0,,0,0,0
3,1998,1998-10-11,5,22.062,BAL,,TEN,L 8-12,,9,2,42,21.00,0,22.2%,4.67,0,0,,0,3,54,18.00,0,0,0,,0,0,0
4,1998,1998-10-18,6,22.069,BAL,@,PIT,L 6-16,,4,3,39,13.00,0,75.0%,9.75,0,0,,0,2,45,22.50,0,0,0,,0,0,0
5,1998,1998-11-01,8,22.083,BAL,,JAX,L 19-45,,4,3,26,8.67,1,75.0%,6.50,0,0,,0,3,84,28.00,0,0,0,,0,1,6
6,1998,1998-11-08,9,22.090,BAL,,OAK,W 13-10,,,,,,,0.0%,,,,,,,,,,,,,,,
7,1998,1998-11-15,10,22.097,BAL,@,SDG,L 13-14,,2,,,,,0.0%,,,,,,,,,,,,,,,
8,1998,1998-11-22,11,22.104,BAL,@,CIN,W 20-13,,0,0,0,,0,0.0%,,0,0,,0,2,66,33.00,0,0,0,,0,0,0
9,1998,1998-11-29,12,22.111,BAL,,IND,W 38-31,,,,,,,0.0%,,,,,,,,,,,,,,,
10,1998,1998-12-06,13,22.118,BAL,@,TEN,L 14-16,,5,0,0,,0,0.0%,0.00,0,0,,0,1,0,0.00,0,1,6,6.00,0,0,0
11,1998,1998-12-13,14,22.125,BAL,,MIN,L 28-38,,0,0,0,,0,0.0%,,0,0,,0,1,97,97.00,1,0,0,,0,1,6
12,1998,1998-12-20,15,22.132,BAL,@,CHI,L 3-24,,4,2,29,14.50,0,50.0%,7.25,0,0,,0,0,0,,0,0,0,,0,0,0
13,1998,1998-12-27,16,22.139,BAL,,DET,W 19-10,,,,,,,0.0%,,,,,,,,,,,,,,,
14,1999,1999-09-19,2,23.040,BAL,,PIT,L 20-23,,2,,,,,0.0%,,,,,,,,,,,,,,,
15,1999,1999-10-03,4,23.054,BAL,@,ATL,W 19-13,,1,1,52,52.00,1,100.0%,52.00,0,0,,0,0,0,,0,0,0,,0,1,6
16,1999,1999-10-10,5,23.061,BAL,@,TEN,L 11-14,,9,4,57,14.25,0,44.4%,6.33,0,0,,0,0,0,,0,0,0,,0,0,0
17,1999,1999-11-07,8,23.089,BAL,@,CLE,W 41-9,,3,1,10,10.00,0,33.3%,3.33,0,0,,0,0,0,,0,0,0,,0,0,0
18,1999,1999-11-21,10,23.103,BAL,@,CIN,W 34-31,*,11,6,73,12.17,1,54.5%,6.64,0,0,,0,0,0,,0,0,0,,0,1,6
19,1999,1999-11-28,11,23.110,BAL,,JAX,L 23-30,*,2,1,19,19.00,0,50.0%,9.50,0,0,,0,0,0,,0,0,0,,0,0,0
20,1999,1999-12-05,12,23.117,BAL,,TEN,W 41-14,*,1,1,76,76.00,1,100.0%,76.00,0,0,,0,0,0,,0,0,0,,0,1,6
21,1999,1999-12-19,14,23.131,BAL,,NOR,W 31-8,*,9,3,43,14.33,0,33.3%,4.78,0,0,,0,0,0,,0,0,0,,0,0,0
22,1999,1999-12-26,15,23.138,BAL,,CIN,W 22-0,*,9,3,82,27.33,0,33.3%,9.11,1,12,12.00,0,0,0,,0,0,0,,0,0,0
23,1999,2000-01-02,16,23.145,BAL,@,NWE,L 3-20,*,11,9,114,12.67,0,81.8%,10.36,0,0,,0,0,0,,0,0,0,,0,0,0
24,2000,2000-09-17,3,24.038,BAL,@,MIA,L 6-19,*,3,2,23,11.50,0,66.7%,7.67,0,0,,0,0,0,,0,0,0,,0,0,0
25,2000,2000-09-24,4,24.045,BAL,,CIN,W 37-0,,3,,,,,0.0%,,,,,,,,,,,,,,,
26,2000,2000-10-01,5,24.052,BAL,@,CLE,W 12-0,,2,,,,,0.0%,,,,,,,,,,,,,,,
27,2000,2000-10-08,6,24.059,BAL,@,JAX,W 15-10,*,,,,,,0.0%,,,,,,,,,,,,,,,
28,2000,2000-10-15,7,24.066,BAL,@,WAS,L 3-10,,,,,,,0.0%,,,,,,,,,,,,,,,
29,2000,2000-10-22,8,24.073,BAL,,TEN,L 6-14,,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,0,0,,0,0,0
30,2000,2000-11-05,10,24.087,BAL,@,CIN,W 27-7,*,5,2,24,12.00,0,40.0%,4.80,1,19,19.00,0,0,0,,0,0,0,,0,0,0
31,2000,2000-11-12,11,24.094,BAL,@,TEN,W 24-23,*,6,3,24,8.00,1,50.0%,4.00,0,0,,0,0,0,,0,0,0,,0,1,6
32,2000,2000-11-19,12,24.101,BAL,,DAL,W 27-0,,1,,,,,0.0%,,,,,,,,,,,,,,,
33,2000,2000-11-26,13,24.108,BAL,,CLE,W 44-7,*,4,2,54,27.00,1,50.0%,13.50,1,2,2.00,0,0,0,,0,0,0,,0,1,6
34,2000,2000-12-10,14,24.122,BAL,,SDG,W 24-3,*,3,,,,,0.0%,,,,,,,,,,,,,,,
35,2000,2000-12-17,15,24.129,BAL,@,ARI,W 13-7,,3,2,27,13.50,0,66.7%,9.00,0,0,,0,0,0,,0,0,0,,0,0,0
36,2000,2000-12-24,16,24.136,BAL,,NYJ,W 34-20,,6,,,,,0.0%,,,,,,,,,,,,,,,
37,2001,2001-09-09,1,25.030,BAL,,CHI,W 17-6,,1,1,25,25.00,0,100.0%,25.00,0,0,,0,0,0,,0,0,0,,0,0,0
38,2001,2001-09-23,2,25.044,BAL,@,CIN,L 10-21,,10,4,32,8.00,1,40.0%,3.20,0,0,,0,2,39,19.50,0,0,0,,0,1,6
39,2001,2001-09-30,3,25.051,BAL,@,DEN,W 20-13,,,,,,,0.0%,,,,,,,,,,,,,,,
40,2001,2001-10-07,4,25.058,BAL,,TEN,W 26-7,,1,,,,,0.0%,,,,,,,,,,,,,,,
41,2002,2002-09-08,1,26.029,JAX,,IND,L 25-28,*,4,1,18,18.00,1,25.0%,4.50,0,0,,0,0,0,,0,0,0,,0,1,6
42,2002,2002-09-15,2,26.036,JAX,@,KAN,W 23-16,*,6,4,97,24.25,1,66.7%,16.17,1,-9,-9.00,0,0,0,,0,0,0,,0,1,6
43,2002,2002-09-29,3,26.050,JAX,,NYJ,W 28-3,*,1,0,0,,0,0.0%,0.00,0,0,,0,,,,,,,,,0,
44,2002,2002-10-06,4,26.057,JAX,,PHI,W 28-25,*,3,3,39,13.00,0,100.0%,13.00,0,0,,0,0,0,,0,0,0,,0,0,0
45,2002,2002-10-13,5,26.064,JAX,@,TEN,L 14-23,*,2,,,,,0.0%,,,,,,,,,,,,,,,
46,2002,2002-10-20,6,26.071,JAX,@,BAL,L 10-17,*,5,1,33,33.00,0,20.0%,6.60,0,0,,0,0,0,,0,0,0,,0,0,0
47,2002,2002-11-03,8,26.085,JAX,@,NYG,L 17-24,,2,,,,,0.0%,,,,,,,,,,,,,,,
48,2002,2002-12-08,13,26.120,JAX,,CLE,L 20-21,,1,,,,,0.0%,,,,,,,,,,,,,,,
49,2002,2002-12-29,16,26.141,JAX,@,IND,L 13-20,,,,,,,0.0%,,,,,,,,,,,,,,,
50,2003,2003-09-04,1,27.025,WAS,,NYJ,W 16-13,,1,,,,,0.0%,,,,,,,,,,,,,,,
51,2003,2003-09-14,2,27.035,WAS,@,ATL,W 33-31,,0,,,,,0.0%,,,,,,,,,,,,,,,
52,2003,2003-09-21,3,27.042,WAS,,NYG,L 21-24,,3,2,34,17.00,0,66.7%,11.33,0,0,,0,0,0,,0,0,0,,0,0,0
53,2003,2003-09-28,4,27.049,WAS,,NWE,W 20-17,,0,,,,,0.0%,,,,,,,,,,,,,,,
54,2003,2003-10-05,5,27.056,WAS,@,PHI,L 25-27,,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,0,0,,0,0,0
55,2003,2003-10-12,6,27.063,WAS,,TAM,L 13-35,*,1,,,,,0.0%,,,,,,,,,,,,,,,
56,2003,2003-10-19,7,27.070,WAS,@,BUF,L 7-24,,4,1,9,9.00,0,25.0%,2.25,0,0,,0,0,0,,0,0,0,,0,0,0
57,2003,2003-11-02,8,27.084,WAS,@,DAL,L 14-21,,3,3,55,18.33,0,100.0%,18.33,0,0,,0,4,97,24.25,0,1,6,6.00,0,0,0
58,2003,2003-11-09,9,27.091,WAS,,SEA,W 27-20,,0,0,0,,0,0.0%,,0,0,,0,3,49,16.33,0,1,11,11.00,0,0,0
59,2003,2003-11-16,10,27.098,WAS,@,CAR,L 17-20,,5,2,16,8.00,1,40.0%,3.20,0,0,,0,0,0,,0,0,0,,0,1,6
60,2003,2003-11-23,11,27.105,WAS,@,MIA,L 23-24,*,4,4,26,6.50,0,100.0%,6.50,0,0,,0,0,0,,0,1,0,0.00,0,0,0
61,2003,2003-11-30,12,27.112,WAS,,NOR,L 20-24,,3,1,13,13.00,0,33.3%,4.33,0,0,,0,1,24,24.00,0,0,0,,0,0,0
62,2003,2003-12-07,13,27.119,WAS,@,NYG,W 20-7,,2,1,9,9.00,0,50.0%,4.50,0,0,,0,1,50,50.00,0,0,0,,0,0,0
63,2003,2003-12-14,14,27.126,WAS,,DAL,L 0-27,,0,0,0,,0,0.0%,,0,0,,0,3,69,23.00,0,0,0,,0,0,0
64,2003,2003-12-21,15,27.133,WAS,@,CHI,L 24-27,,0,0,0,,0,0.0%,,0,0,,0,1,21,21.00,0,0,0,,0,0,0
65,2003,2003-12-27,16,27.139,WAS,,PHI,L 7-31,,1,,,,,0.0%,,,,,,,,,,,,,,,
66,2005,2005-10-23,6,29.074,BAL,@,CHI,L 6-10,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0
67,2005,2005-10-31,7,29.082,BAL,@,PIT,L 19-20,,3,1,12,12.00,0,33.3%,4.00,0,0,,0,0,0,,0,0,0,,0,0,0
68,2005,2005-11-06,8,29.088,BAL,,CIN,L 9-21,,1,1,19,19.00,0,100.0%,19.00,0,0,,0,0,0,,0,0,0,,0,0,0
69,2005,2005-11-13,9,29.095,BAL,@,JAX,L 3-30,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0
70,2005,2005-11-20,10,29.102,BAL,,PIT,W 16-13,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,0
71,2005,2005-12-04,12,29.116,BAL,,HOU,W 16-15,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0
