ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
1,1993,1993-10-10,5,24.235,CLE,,MIA,L 14-24,2,0,0,,0,0.0%,0.00
2,1993,1993-11-14,9,24.270,CLE,@,SEA,L 5-22,,0,0,,0,0.0%,
3,1993,1993-11-21,10,24.277,CLE,,HOU,L 20-27,6,3,37,12.33,0,50.0%,6.17
4,1993,1993-11-28,11,24.284,CLE,@,ATL,L 14-17,2,0,0,,0,0.0%,0.00
5,1993,1993-12-19,14,24.305,CLE,,NWE,L 17-20,,0,0,,0,0.0%,
