ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,sacks,tackles_solo,tackles_assists
1,2008,2008-09-07,1,22.098,TAM,@,NOR,L 20-24,*,,,,,,0.0%,,,,
2,2008,2008-09-14,2,22.105,TAM,,ATL,W 24-9,*,0,,,,,0.0%,,,,
3,2008,2008-09-21,3,22.112,TAM,@,CHI,W 27-24,*,,,,,,0.0%,,,,
4,2008,2008-09-28,4,22.119,TAM,,GNB,W 30-21,*,,,,,,0.0%,,,,
5,2008,2008-10-12,6,22.133,TAM,,CAR,W 27-3,,,,,,,0.0%,,,,
6,2008,2008-11-02,9,22.154,TAM,@,KAN,W 30-27,*,0,,,,,0.0%,,,,
7,2008,2008-11-16,10,22.168,TAM,,MIN,W 19-13,,,,,,,0.0%,,,,
8,2008,2008-11-23,11,22.175,TAM,@,DET,W 38-20,,,,,,,0.0%,,,,
9,2008,2008-11-30,12,22.182,TAM,,NOR,W 23-20,,,,,,,0.0%,,,,
10,2008,2008-12-08,13,22.190,TAM,@,CAR,L 23-38,,,,,,,0.0%,,,,
11,2008,2008-12-21,15,22.203,TAM,,SDG,L 24-41,,,,,,,0.0%,,,,
12,2008,2008-12-28,16,22.210,TAM,,OAK,L 24-31,,,,,,,0.0%,,,,
13,2009,2009-09-13,1,23.104,TAM,,DAL,L 21-34,*,,,,,,0.0%,,,,
14,2009,2009-09-20,2,23.111,TAM,@,BUF,L 20-33,*,,,,,,0.0%,,,,
15,2009,2009-09-27,3,23.118,TAM,,NYG,L 0-24,*,0,,,,,0.0%,,,,
16,2009,2009-10-04,4,23.125,TAM,@,WAS,L 13-16,*,,,,,,0.0%,,,,
17,2009,2009-10-11,5,23.132,TAM,@,PHI,L 14-33,*,,,,,,0.0%,,,,
18,2009,2009-10-18,6,23.139,TAM,,CAR,L 21-28,*,,0,0,,0,0.0%,,0.0,2,0
19,2009,2009-10-25,7,23.146,TAM,,NWE,L 7-35,*,,,,,,0.0%,,,,
