ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1985,1985-09-08,1,24.356,MIN,,SFO,W 28-21,,1,15,15.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
2,1985,1985-09-15,2,24.363,MIN,@,TAM,W 31-16,,2,11,5.50,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
3,1985,1985-09-19,3,25.002,MIN,,CHI,L 24-33,,4,102,25.50,2,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,2,12
4,1985,1985-09-29,4,25.012,MIN,@,BUF,W 27-20,,3,57,19.00,1,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
5,1985,1985-10-06,5,25.019,MIN,@,RAM,L 10-13,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,
6,1985,1985-10-13,6,25.026,MIN,@,GNB,L 17-20,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,
7,1985,1985-10-20,7,25.033,MIN,,SDG,W 21-17,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,
8,1985,1985-10-27,8,25.040,MIN,@,CHI,L 9-27,,2,32,16.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
9,1985,1985-11-03,9,25.047,MIN,,DET,W 16-13,,1,5,5.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
10,1985,1985-11-10,10,25.054,MIN,,GNB,L 17-27,,1,8,8.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
11,1985,1985-11-17,11,25.061,MIN,@,DET,L 21-41,,6,102,17.00,2,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,2,12
12,1985,1985-11-24,12,25.068,MIN,,NOR,L 23-30,,2,44,22.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
13,1985,1985-12-01,13,25.075,MIN,@,PHI,W 28-23,,5,124,24.80,2,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,3,63,21.00,0,2,12
14,1985,1985-12-08,14,25.082,MIN,,TAM,W 26-7,,3,45,15.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,3,23,7.67,0,0,0
15,1985,1985-12-15,15,25.089,MIN,@,ATL,L 13-14,,7,144,20.57,1,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,2,18,9.00,0,1,6
16,1985,1985-12-22,16,25.096,MIN,,PHI,L 35-37,,6,132,22.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,13,13.00,0,0,0
17,1986,1986-10-05,5,26.018,MIN,@,CHI,L 0-23,,1,18,18.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
18,1986,1986-10-12,6,26.025,MIN,@,SFO,W 27-24,,4,77,19.25,2,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,2,12
19,1986,1986-10-19,7,26.032,MIN,,CHI,W 23-7,,3,93,31.00,1,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
20,1986,1986-10-26,8,26.039,MIN,,CLE,L 20-23,,1,8,8.00,1,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
21,1986,1986-11-02,9,26.046,MIN,@,WAS,L 38-44,,2,20,10.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
22,1986,1986-11-09,10,26.053,MIN,@,DET,W 24-10,,5,111,22.20,1,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
23,1986,1986-11-16,11,26.060,MIN,,NYG,L 20-22,,4,71,17.75,1,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
24,1986,1986-11-23,12,26.067,MIN,@,CIN,L 20-24,,4,79,19.75,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
25,1986,1986-11-30,13,26.074,MIN,,TAM,W 45-13,,3,58,19.33,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
26,1986,1986-12-07,14,26.081,MIN,@,GNB,W 32-6,,2,20,10.00,1,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
27,1986,1986-12-14,15,26.088,MIN,@,HOU,L 10-23,,6,86,14.33,0,,,1,12,12.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
28,1986,1986-12-21,16,26.095,MIN,,NOR,W 33-17,,3,45,15.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
29,1987,1987-09-13,1,26.361,MIN,,DET,W 34-19,,2,94,47.00,1,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
30,1987,1987-09-20,2,27.003,MIN,@,RAM,W 21-16,,4,117,29.25,1,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
31,1987,1987-10-26,6,27.039,MIN,,DEN,W 34-27,,3,53,17.67,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
32,1987,1987-11-01,7,27.045,MIN,@,SEA,L 17-28,,4,86,21.50,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
33,1987,1987-11-08,8,27.052,MIN,,RAI,W 31-20,,1,26,26.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
34,1987,1987-11-15,9,27.059,MIN,,TAM,W 23-17,,3,37,12.33,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
35,1987,1987-11-22,10,27.066,MIN,,ATL,W 24-13,,3,80,26.67,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
36,1987,1987-11-26,11,27.070,MIN,@,DAL,W 44-38,,8,184,23.00,2,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,2,12
37,1987,1987-12-06,12,27.080,MIN,,CHI,L 24-30,,3,106,35.33,2,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,3,40,13.33,0,2,12
38,1987,1987-12-13,13,27.087,MIN,@,GNB,L 10-16,,3,61,20.33,1,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
39,1987,1987-12-20,14,27.094,MIN,@,DET,W 17-14,,2,31,15.50,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
40,1987,1987-12-26,15,27.100,MIN,,WAS,L 24-27,,2,47,23.50,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
41,1988,1988-09-04,1,27.353,MIN,@,BUF,L 10-13,,3,30,10.00,0,,,1,11,11.00,0,0,0,,0,0,0,,,,,,0,0,,0,1,3,3.00,0,0,0
42,1988,1988-09-11,2,27.360,MIN,,NWE,W 36-6,,4,79,19.75,1,,,0,0,,0,0,0,,0,0,0,,,,,,1,0,0.00,0,0,0,,0,1,6
43,1988,1988-09-18,3,28.001,MIN,@,CHI,W 31-7,,3,68,22.67,2,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,2,12
44,1988,1988-09-25,4,28.008,MIN,,PHI,W 23-21,,6,113,18.83,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
45,1988,1988-10-02,5,28.015,MIN,@,MIA,L 7-24,,4,92,23.00,0,,,1,1,1.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
46,1988,1988-10-09,6,28.022,MIN,,TAM,W 14-13,,7,82,11.71,1,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
47,1988,1988-10-16,7,28.029,MIN,,GNB,L 14-34,,1,11,11.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
48,1988,1988-10-23,8,28.036,MIN,@,TAM,W 49-20,,6,123,20.50,1,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
49,1988,1988-10-30,9,28.043,MIN,@,SFO,L 21-24,,2,81,40.50,1,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
50,1988,1988-11-06,10,28.050,MIN,,DET,W 44-17,,8,188,23.50,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
51,1988,1988-11-13,11,28.057,MIN,@,DAL,W 43-3,,6,89,14.83,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
52,1988,1988-11-20,12,28.064,MIN,,IND,W 12-3,,5,51,10.20,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
53,1988,1988-11-24,13,28.068,MIN,@,DET,W 23-0,,7,84,12.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
54,1988,1988-12-04,14,28.078,MIN,,NOR,W 45-3,,4,59,14.75,0,,,1,21,21.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
55,1988,1988-12-11,15,28.085,MIN,@,GNB,L 6-18,,2,34,17.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
56,1988,1988-12-19,16,28.093,MIN,,CHI,W 28-27,,4,41,10.25,0,,,1,8,8.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
57,1989,1989-09-10,1,28.358,MIN,,HOU,W 38-7,,7,123,17.57,1,,,1,13,13.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
58,1989,1989-09-17,2,29.000,MIN,@,CHI,L 7-38,,6,80,13.33,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
59,1989,1989-09-24,3,29.007,MIN,@,PIT,L 14-27,,5,56,11.20,0,,,1,-12,-12.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
60,1989,1989-10-01,4,29.014,MIN,,TAM,W 17-3,,6,87,14.50,1,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
