ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td
1,1953,1953-09-27,1,23.046,SFO,,PHI,W 31-21,1,8,8.00,0
2,1953,1953-10-04,2,23.053,SFO,,RAM,W 31-30,1,13,13.00,0
3,1953,1953-10-25,5,23.074,SFO,,DET,L 10-14,1,7,7.00,0
4,1953,1953-11-01,6,23.081,SFO,,CHI,W 24-14,2,17,8.50,0
5,1953,1953-11-29,10,23.109,SFO,@,BAL,W 38-21,1,6,6.00,0
6,1953,1953-12-13,12,23.123,SFO,,BAL,W 45-14,1,8,8.00,0
7,1954,1954-09-26,1,24.045,SFO,,WAS,W 41-7,2,20,10.00,0
8,1954,1954-11-20,9,24.100,SFO,@,PIT,W 31-3,1,33,33.00,0
9,1954,1954-11-28,10,24.108,SFO,@,BAL,L 13-17,1,16,16.00,0
10,1954,1954-12-05,11,24.115,SFO,,GNB,W 35-0,1,7,7.00,0
11,1954,1954-12-11,12,24.121,SFO,,BAL,W 10-7,1,15,15.00,0
12,1955,1955-10-30,6,25.079,SFO,,DET,W 38-21,1,16,16.00,0
13,1955,1955-11-20,9,25.100,SFO,@,GNB,L 21-27,2,15,7.50,0
