ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,def_int,def_int_yds,def_int_td
1,1982,1982-09-13,1,23.183,DAL,,PIT,L 28-36,,,,,0,0,,0,,,
2,1982,1982-09-19,2,23.189,DAL,@,STL,W 24-7,,,,,0,0,,0,,,
3,1982,1982-11-21,3,23.252,DAL,,TAM,W 14-9,,,,,0,0,,0,,,
4,1982,1982-11-25,4,23.256,DAL,,CLE,W 31-14,,,,,0,0,,0,,,
5,1982,1982-12-05,5,23.266,DAL,@,WAS,W 24-10,,,,,0,0,,0,,,
6,1982,1982-12-13,6,23.274,DAL,@,HOU,W 37-7,,,,,0,0,,0,,,
7,1982,1982-12-19,7,23.280,DAL,,NOR,W 21-7,,,,,0,0,,0,,,
8,1982,1982-12-26,8,23.287,DAL,,PHI,L 20-24,,,,,0,0,,0,,,
9,1982,1983-01-03,9,23.295,DAL,@,MIN,L 27-31,0,0,,0,4,39,9.75,0,0,0,0
10,1983,1983-09-05,1,24.175,DAL,@,WAS,W 31-30,0,0,,0,0,0,,0,,,
11,1983,1983-09-11,2,24.181,DAL,@,STL,W 34-17,2,40,20.00,0,2,29,14.50,0,0,0,0
12,1983,1983-09-25,4,24.195,DAL,,NOR,W 21-20,2,20,10.00,0,4,47,11.75,0,0,0,0
13,1983,1983-10-02,5,24.202,DAL,@,MIN,W 37-24,0,0,,0,4,51,12.75,0,1,0,0
14,1983,1983-10-09,6,24.209,DAL,,TAM,W 27-24,3,73,24.33,0,6,36,6.00,0,0,0,0
15,1983,1983-10-16,7,24.216,DAL,,PHI,W 37-7,1,9,9.00,0,7,33,4.71,0,0,0,0
16,1983,1983-10-23,8,24.223,DAL,,RAI,L 38-40,2,46,23.00,0,2,10,5.00,0,0,0,0
17,1983,1983-10-30,9,24.230,DAL,@,NYG,W 38-20,1,18,18.00,0,2,10,5.00,0,0,0,0
18,1983,1983-11-06,10,24.237,DAL,@,PHI,W 27-20,2,38,19.00,0,3,16,5.33,0,0,0,0
19,1983,1983-11-13,11,24.244,DAL,@,SDG,L 23-24,0,0,,0,0,0,,0,1,12,0
20,1983,1983-11-20,12,24.251,DAL,,KAN,W 41-21,1,-1,-1.00,0,0,0,,0,0,0,0
21,1983,1983-11-24,13,24.255,DAL,,STL,W 35-17,0,0,,0,0,0,,0,,,
22,1983,1983-12-04,14,24.265,DAL,@,SEA,W 35-10,0,0,,0,0,0,,0,,,
23,1983,1983-12-11,15,24.272,DAL,,WAS,L 10-31,0,0,,0,0,0,,0,,,
24,1984,1984-09-02,1,25.172,BUF,,NWE,L 17-21,,,,,,,,,,,
25,1984,1984-09-09,2,25.179,BUF,@,STL,L 7-37,,,,,,,,,,,
26,1985,1985-09-08,1,26.178,BUF,,SDG,L 9-14,,,,,0,0,,0,,,
27,1985,1985-09-15,2,26.185,BUF,@,NYJ,L 3-42,,,,,0,0,,0,,,
28,1985,1985-09-22,3,26.192,BUF,,NWE,L 14-17,0,0,,0,5,50,10.00,0,1,0,0
29,1985,1985-09-29,4,26.199,BUF,,MIN,L 20-27,0,0,,0,3,34,11.33,0,0,0,0
30,1985,1985-10-06,5,26.206,BUF,@,IND,L 17-49,0,0,,0,1,15,15.00,0,0,0,0
31,1985,1985-10-13,6,26.213,BUF,@,NWE,L 3-14,,,,,0,0,,0,,,
32,1985,1985-10-20,7,26.220,BUF,,IND,W 21-9,,,,,0,0,,0,,,
33,1985,1985-12-08,14,26.269,BUF,,NYJ,L 7-27,0,0,,0,3,-6,-2.00,0,1,17,0
34,1985,1985-12-15,15,26.276,BUF,@,PIT,L 24-30,0,0,,0,2,23,11.50,0,0,0,0
35,1985,1985-12-22,16,26.283,BUF,@,MIA,L 0-28,0,0,,0,2,4,2.00,0,0,0,0
36,1986,1986-09-07,1,27.177,BUF,,NYJ,L 24-28,,,,,0,0,,0,,,
37,1986,1986-09-14,2,27.184,BUF,@,CIN,L 33-36,,,,,0,0,,0,,,
38,1986,1986-09-21,3,27.191,BUF,,STL,W 17-10,,,,,0,0,,0,,,
39,1986,1986-09-28,4,27.198,BUF,,KAN,L 17-20,,,,,0,0,,0,,,
40,1986,1986-10-05,5,27.205,BUF,@,NYJ,L 13-14,0,0,,0,1,0,0.00,0,0,0,0
41,1986,1986-10-12,6,27.212,BUF,@,MIA,L 14-27,,,,,0,0,,0,,,
42,1986,1986-10-19,7,27.219,DET,@,RAM,L 10-14,,,,,,,,,,,
43,1986,1986-12-15,15,27.276,DET,,CHI,L 13-16,,,,,,,,,,,
44,1986,1986-12-21,16,27.282,DET,,ATL,L 6-20,,,,,,,,,,,
45,1987,1987-10-04,3,28.204,RAI,,KAN,W 35-17,,,,,,,,,,,
46,1987,1987-10-12,4,28.212,RAI,@,DEN,L 14-30,,,,,,,,,,,
47,1987,1987-10-18,5,28.218,RAI,,SDG,L 17-23,,,,,,,,,,,
48,1987,1987-12-06,12,28.267,RAI,,BUF,W 34-21,,,,,,,,,,,
