ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1973,1973-09-16,1,21.357,STL,@,PHI,W 34-23,16,133,8.31,0,1,25,25.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
2,1973,1973-09-23,2,21.364,STL,,WAS,W 34-27,15,24,1.60,0,6,78,13.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
3,1973,1973-09-30,3,22.006,STL,@,DAL,L 10-45,8,28,3.50,0,5,77,15.40,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
4,1973,1973-10-07,4,22.013,STL,,OAK,L 10-17,11,57,5.18,0,3,23,7.67,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
5,1973,1973-10-14,5,22.020,STL,,PHI,L 24-27,8,22,2.75,0,3,1,0.33,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
6,1973,1973-11-04,8,22.041,STL,,DEN,T 17-17,8,23,2.88,0,5,26,5.20,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
7,1973,1973-11-11,9,22.048,STL,@,GNB,L 21-25,10,29,2.90,1,6,23,3.83,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
8,1973,1973-11-18,10,22.055,STL,@,NYG,L 13-24,12,46,3.83,0,4,-2,-0.50,0,0,0,,0,0,0,,0,0,,,1,37,37.00,0,0,0,,0,0,0
9,1973,1973-11-25,11,22.062,STL,@,CIN,L 24-42,16,76,4.75,0,3,43,14.33,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
10,1973,1973-12-02,12,22.069,STL,,DET,L 16-20,10,34,3.40,1,1,22,22.00,0,0,0,,0,0,0,,0,0,,,2,72,36.00,0,0,0,,0,1,6
11,1973,1973-12-09,13,22.076,STL,@,ATL,W 32-10,18,100,5.56,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
12,1973,1973-12-16,14,22.083,STL,,DAL,L 3-30,16,56,3.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,15,15.00,0,0,0,,0,0,0
13,1974,1974-09-15,1,22.356,STL,,PHI,W 7-3,11,13,1.18,0,2,21,10.50,0,0,0,,0,0,0,,0,0,,,1,18,18.00,0,0,0,,0,0,0
14,1974,1974-09-22,2,22.363,STL,@,WAS,W 17-10,7,95,13.57,1,4,19,4.75,0,0,0,,0,0,0,,0,0,,,1,28,28.00,0,0,0,,0,1,6
15,1974,1974-09-29,3,23.005,STL,,CLE,W 29-7,6,13,2.17,0,2,12,6.00,0,0,0,,0,0,0,,0,0,,,1,94,94.00,1,3,68,22.67,0,1,6
16,1974,1974-10-06,4,23.012,STL,@,SFO,W 34-9,14,95,6.79,1,1,4,4.00,0,0,0,,0,0,0,,0,0,,,3,48,16.00,0,2,55,27.50,0,1,6
17,1974,1974-10-13,5,23.019,STL,,DAL,W 31-28,16,57,3.56,1,1,7,7.00,0,0,0,,0,0,0,,0,0,,,1,56,56.00,0,1,6,6.00,0,1,6
18,1974,1974-10-20,6,23.026,STL,@,HOU,W 31-27,16,77,4.81,0,3,13,4.33,0,0,0,,0,0,0,,0,0,,,3,141,47.00,0,2,34,17.00,0,0,0
19,1974,1974-10-27,7,23.033,STL,,WAS,W 23-20,8,37,4.63,0,3,16,5.33,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,2,50,25.00,0,2,18,9.00,0,0,0
20,1974,1974-11-03,8,23.040,STL,@,DAL,L 14-17,5,37,7.40,0,1,5,5.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
21,1974,1974-11-11,9,23.048,STL,,MIN,L 24-28,8,29,3.63,0,5,50,10.00,0,0,0,,0,0,0,,0,0,,,2,44,22.00,0,2,12,6.00,0,0,0
22,1974,1974-11-17,10,23.054,STL,@,PHI,W 13-3,17,97,5.71,0,3,31,10.33,0,0,0,,0,0,0,,0,0,,,1,20,20.00,0,1,7,7.00,0,0,0
23,1974,1974-11-24,11,23.061,STL,@,NYG,W 23-21,15,48,3.20,0,7,42,6.00,0,0,0,,0,0,0,,0,0,,,2,40,20.00,0,2,21,10.50,0,0,0
24,1974,1974-12-01,12,23.068,STL,,KAN,L 13-17,8,35,4.38,1,9,85,9.44,1,0,0,,0,0,0,,0,0,,,2,48,24.00,0,4,24,6.00,0,2,12
25,1974,1974-12-08,13,23.075,STL,@,NOR,L 0-14,5,9,1.80,0,4,41,10.25,0,0,0,,0,0,0,,0,0,,,0,15,,0,2,22,11.00,0,0,0
26,1974,1974-12-15,14,23.082,STL,,NYG,W 26-14,16,76,4.75,2,5,31,6.20,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,1,21,21.00,0,5,73,14.60,0,2,12
27,1975,1975-09-21,1,23.362,STL,,ATL,W 23-20,20,99,4.95,1,4,37,9.25,0,0,0,,0,0,0,,0,0,,,2,41,20.50,0,4,30,7.50,0,1,6
28,1975,1975-09-28,2,24.004,STL,@,DAL,L 31-37,7,25,3.57,0,2,21,10.50,0,0,0,,0,0,0,,0,0,,,4,112,28.00,0,3,39,13.00,0,0,0
29,1975,1975-10-05,3,24.011,STL,,NYG,W 26-14,15,109,7.27,1,3,43,14.33,0,0,0,,0,0,0,,0,0,,,2,31,15.50,0,0,0,,0,1,6
30,1975,1975-10-13,4,24.019,STL,@,WAS,L 17-27,9,37,4.11,0,7,50,7.14,0,0,0,,0,0,0,,0,0,,,4,162,40.50,1,1,8,8.00,0,1,6
31,1975,1975-10-19,5,24.025,STL,,PHI,W 31-20,14,81,5.79,0,5,37,7.40,0,0,0,,0,0,0,,0,0,,,2,58,29.00,0,2,4,2.00,0,0,0
32,1975,1975-10-25,6,24.031,STL,@,NYG,W 20-13,18,70,3.89,0,4,16,4.00,0,1,1,100.00,51,1,0,158.3,0,0,51.00,71.00,2,56,28.00,0,1,8,8.00,0,0,0
33,1975,1975-11-02,7,24.039,STL,,NWE,W 24-17,17,44,2.59,2,5,33,6.60,0,0,0,,0,0,0,,0,0,,,2,50,25.00,0,3,88,29.33,1,3,18
34,1975,1975-11-09,8,24.046,STL,@,PHI,W 24-23,12,66,5.50,1,3,23,7.67,0,0,0,,0,0,0,,0,0,,,2,47,23.50,0,2,17,8.50,0,1,6
35,1975,1975-11-16,9,24.053,STL,,WAS,W 20-17,18,79,4.39,0,2,2,1.00,0,0,0,,0,0,0,,0,0,,,4,88,22.00,0,3,33,11.00,0,0,0
36,1975,1975-11-23,10,24.060,STL,@,NYJ,W 37-6,7,75,10.71,2,1,18,18.00,0,0,0,,0,0,0,,0,0,,,2,50,25.00,0,0,0,,0,2,12
37,1975,1975-11-27,11,24.064,STL,,BUF,L 14-32,5,7,1.40,1,4,52,13.00,1,0,0,,0,0,0,,0,0,,,5,174,34.80,0,2,24,12.00,0,2,12
38,1975,1975-12-07,12,24.074,STL,,DAL,W 31-17,14,86,6.14,0,1,30,30.00,1,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,2,47,23.50,0,1,5,5.00,0,1,6
39,1975,1975-12-21,14,24.088,STL,@,DET,W 24-13,9,38,4.22,1,2,16,8.00,0,0,0,,0,0,0,,0,0,,,2,44,22.00,0,1,29,29.00,0,1,6
40,1976,1976-09-12,1,24.354,STL,@,SEA,W 30-24,16,113,7.06,0,3,20,6.67,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
41,1976,1976-09-19,2,24.361,STL,,GNB,W 29-0,15,73,4.87,1,2,37,18.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
42,1976,1976-09-26,3,25.002,STL,@,SDG,L 24-43,11,40,3.64,0,2,11,5.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
43,1976,1976-10-03,4,25.009,STL,,NYG,W 27-21,6,12,2.00,0,3,26,8.67,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
44,1976,1976-10-17,6,25.023,STL,,DAL,W 21-17,16,43,2.69,0,4,65,16.25,1,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,1,0,0.00,0,1,6
45,1976,1976-10-25,7,25.031,STL,@,WAS,L 10-20,10,35,3.50,0,3,21,7.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,14,7.00,0,0,0
46,1976,1976-10-31,8,25.037,STL,,SFO,W 23-20,9,28,3.11,0,4,50,12.50,1,0,0,,0,0,0,,0,0,,,3,59,19.67,0,3,27,9.00,0,1,6
47,1976,1976-11-14,10,25.051,STL,@,RAM,W 30-28,11,3,0.27,2,2,18,9.00,0,0,0,,0,0,0,,0,0,,,1,25,25.00,0,3,43,14.33,0,2,12
48,1976,1976-11-21,11,25.058,STL,,WAS,L 10-16,13,91,7.00,0,1,48,48.00,1,0,0,,0,0,0,,0,0,,,5,91,18.20,0,3,24,8.00,0,1,6
49,1976,1976-11-25,12,25.062,STL,@,DAL,L 14-19,6,22,3.67,0,2,10,5.00,0,0,0,,0,0,0,,0,0,,,2,48,24.00,0,1,26,26.00,0,0,0
50,1976,1976-12-04,13,25.071,STL,,BAL,W 24-17,14,37,2.64,0,3,54,18.00,1,0,0,,0,0,0,,0,0,,,2,26,13.00,0,2,12,6.00,0,1,6
51,1976,1976-12-12,14,25.079,STL,@,NYG,W 17-14,7,40,5.71,0,4,28,7.00,0,0,0,,0,0,0,,0,0,,,3,76,25.33,0,2,42,21.00,0,0,0
52,1977,1977-09-18,1,25.359,STL,@,DEN,L 0-7,3,9,3.00,0,6,35,5.83,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
53,1977,1977-09-25,2,26.001,STL,,CHI,W 16-13,6,31,5.17,0,3,23,7.67,0,0,0,,0,0,0,,0,0,,,3,69,23.00,0,1,6,6.00,0,0,0
54,1977,1977-10-02,3,26.008,STL,@,WAS,L 14-24,10,52,5.20,0,2,40,20.00,0,0,0,,0,0,0,,0,0,,,4,94,23.50,0,1,12,12.00,0,0,0
55,1977,1977-10-09,4,26.015,STL,,DAL,L 24-30,10,79,7.90,1,0,0,,0,1,2,50.00,9,0,0,62.5,0,0,4.50,4.50,7,166,23.71,0,2,9,4.50,0,1,6
56,1977,1977-10-16,5,26.022,STL,@,PHI,W 21-17,14,46,3.29,1,3,22,7.33,0,0,0,,0,0,0,,0,0,,,2,43,21.50,0,2,8,4.00,0,1,6
