ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,def_int,def_int_yds,def_int_td
1,1971,1971-09-19,1,22.019,HOU,@,CLE,L 0-31,,,,,,,,,,,
2,1971,1971-09-26,2,22.026,HOU,,KAN,L 16-20,,,,,,,,,,,
3,1971,1971-10-03,3,22.033,HOU,,NOR,T 13-13,1,0,0.00,0,0,0,,0,0,0,0
4,1971,1971-10-10,4,22.040,HOU,@,WAS,L 13-22,,,,,,,,,,,
5,1971,1971-10-17,5,22.047,HOU,,DET,L 7-31,0,0,,0,1,0,0.00,0,0,0,0
6,1971,1971-10-24,6,22.054,HOU,@,PIT,L 16-23,,,,,,,,,,,
7,1971,1971-10-31,7,22.061,HOU,,CIN,W 10-6,,,,,,,,,,,
8,1971,1971-11-07,8,22.068,HOU,@,NWE,L 20-28,0,0,,0,1,0,0.00,0,0,0,0
9,1971,1971-11-14,9,22.075,HOU,@,OAK,L 21-41,,,,,,,,,,,
10,1971,1971-11-21,10,22.082,HOU,@,CIN,L 13-28,,,,,,,,,,,
11,1971,1971-11-28,11,22.089,HOU,,CLE,L 24-37,,,,,,,,,,,
12,1971,1971-12-05,12,22.096,HOU,,PIT,W 29-3,,,,,,,,,,,
13,1971,1971-12-12,13,22.103,HOU,@,BUF,W 20-14,,,,,,,,,,,
14,1971,1971-12-19,14,22.110,HOU,,SDG,W 49-33,,,,,,,,,,,
15,1972,1972-09-17,1,23.017,HOU,@,DEN,L 17-30,,,,,,,,,,,
16,1972,1972-09-24,2,23.024,HOU,@,MIA,L 13-34,,,,,,,,,,,
17,1972,1972-10-01,3,23.031,HOU,,NYJ,W 26-20,,,,,,,,,,,
18,1972,1972-10-09,4,23.039,HOU,,OAK,L 0-34,,,,,,,,,,,
19,1972,1972-10-15,5,23.045,HOU,@,PIT,L 7-24,,,,,,,,,,,
20,1972,1972-10-22,6,23.052,HOU,,CLE,L 17-23,,,,,,,,,,,
21,1972,1972-10-29,7,23.059,HOU,@,CIN,L 7-30,,,,,,,,,,,
22,1972,1972-11-05,8,23.066,HOU,@,CLE,L 0-20,,,,,,,,,,,
23,1972,1972-11-12,9,23.073,HOU,,PHI,L 17-18,,,,,,,,,,,
24,1972,1972-11-19,10,23.080,HOU,,GNB,L 10-23,,,,,,,,,,,
25,1972,1972-11-26,11,23.087,HOU,@,SDG,L 20-34,,,,,,,,,,,
26,1972,1972-12-03,12,23.094,HOU,@,ATL,L 10-20,,,,,,,,,,,
27,1972,1972-12-10,13,23.101,HOU,,PIT,L 3-9,,,,,,,,,,,
28,1972,1972-12-17,14,23.108,HOU,,CIN,L 17-61,,,,,,,,,,,
29,1973,1973-09-16,1,24.016,HOU,@,NYG,L 14-34,,,,,,,,,,,
30,1973,1973-09-23,2,24.023,HOU,@,CIN,L 10-24,,,,,,,,,,,
31,1973,1973-09-30,3,24.030,HOU,,PIT,L 7-36,,,,,,,,,,,
32,1973,1973-10-07,4,24.037,HOU,,RAM,L 26-31,,,,,,,,,,,
33,1973,1973-10-14,5,24.044,HOU,,DEN,L 20-48,2,17,8.50,0,0,0,,0,0,0,0
34,1973,1973-10-21,6,24.051,HOU,@,CLE,L 13-42,,,,,,,,,,,
35,1973,1973-10-28,7,24.058,HOU,@,CHI,L 14-35,,,,,,,,,,,
36,1973,1973-11-18,10,24.079,SDG,,NOR,W 17-14,,,,,,,,,,,
37,1973,1973-11-25,11,24.086,SDG,@,OAK,L 3-31,,,,,,,,,,,
38,1973,1973-12-02,12,24.093,SDG,@,NWE,L 14-30,0,0,,0,0,0,,0,1,8,0
39,1973,1973-12-09,13,24.100,SDG,,DEN,L 28-42,,,,,,,,,,,
40,1973,1973-12-16,14,24.107,SDG,@,KAN,L 6-33,,,,,,,,,,,
41,1974,1974-09-15,1,25.015,SDG,@,HOU,L 14-21,0,0,,0,0,0,,0,1,15,0
42,1974,1974-09-22,2,25.022,SDG,@,CIN,W 20-17,,,,,,,,,,,
43,1974,1974-09-29,3,25.029,SDG,,MIA,L 21-28,,,,,,,,,,,
44,1974,1974-10-06,4,25.036,SDG,,PHI,L 7-13,0,0,,0,0,0,,0,1,15,0
45,1974,1974-10-13,5,25.043,SDG,,OAK,L 10-14,,,,,,,,,,,
46,1974,1974-11-03,8,25.064,SDG,,CLE,W 36-35,,,,,,,,,,,
47,1974,1974-11-10,9,25.071,SDG,@,KAN,W 14-7,,,,,,,,,,,
48,1974,1974-11-17,10,25.078,SDG,@,OAK,L 10-17,0,0,,0,0,0,,0,1,14,0
49,1974,1974-11-24,11,25.085,SDG,@,GNB,L 0-34,,,,,,,,,,,
50,1974,1974-12-01,12,25.092,SDG,@,NYJ,L 14-27,,,,,,,,,,,
51,1974,1974-12-08,13,25.099,SDG,,CHI,W 28-21,,,,,,,,,,,
52,1974,1974-12-15,14,25.106,SDG,,DEN,W 17-0,,,,,,,,,,,
53,1975,1975-09-21,1,26.021,SDG,,PIT,L 0-37,,,,,,,,,,,
54,1975,1975-09-28,2,26.028,SDG,@,HOU,L 17-33,,,,,,,,,,,
55,1975,1975-10-05,3,26.035,SDG,,OAK,L 0-6,,,,,,,,,,,
56,1975,1975-10-12,4,26.042,SDG,,RAM,L 10-13,,,,,,,,,,,
57,1975,1975-10-19,5,26.049,SDG,,KAN,L 10-12,,,,,,,,,,,
58,1975,1975-10-26,6,26.056,SDG,@,OAK,L 0-25,,,,,,,,,,,
59,1975,1975-11-01,7,26.062,SDG,@,NYG,L 24-35,,,,,,,,,,,
60,1975,1975-11-09,8,26.070,SDG,,NWE,L 19-33,,,,,,,,,,,
61,1975,1975-11-16,9,26.077,SDG,,DEN,L 17-27,,,,,,,,,,,
62,1975,1975-11-23,10,26.084,SDG,@,MIN,L 13-28,,,,,,,,,,,
63,1975,1975-11-30,11,26.091,SDG,@,DEN,L 10-13,0,0,,0,0,0,,0,1,0,0
64,1975,1975-12-07,12,26.098,SDG,@,KAN,W 28-20,,,,,,,,,,,
65,1975,1975-12-15,13,26.106,SDG,,NYJ,W 24-16,,,,,,,,,,,
66,1975,1975-12-21,14,26.112,SDG,@,CIN,L 17-47,,,,,,,,,,,
67,1976,1976-10-10,5,27.040,OAK,@,SDG,W 27-17,,,,,,,,,,,
68,1976,1976-10-17,6,27.047,OAK,@,DEN,W 17-10,,,,,,,,,,,
69,1976,1976-10-24,7,27.054,OAK,,GNB,W 18-14,,,,,,,,,,,
70,1976,1976-10-31,8,27.061,OAK,,DEN,W 19-6,,,,,,,,,,,
71,1976,1976-11-07,9,27.068,OAK,@,CHI,W 28-27,,,,,,,,,,,
72,1976,1976-11-14,10,27.075,OAK,,KAN,W 21-10,,,,,,,,,,,
73,1976,1976-11-21,11,27.082,OAK,@,PHI,W 26-7,,,,,,,,,,,
74,1976,1976-11-28,12,27.089,OAK,,TAM,W 49-16,,,,,,,,,,,
75,1976,1976-12-06,13,27.097,OAK,,CIN,W 35-20,,,,,,,,,,,
76,1976,1976-12-12,14,27.103,OAK,,SDG,W 24-0,,,,,,,,,,,
77,1977,1977-09-18,1,28.018,OAK,,SDG,W 24-0,,,,,,,,,,,
78,1977,1977-09-25,2,28.025,OAK,@,PIT,W 16-7,,,,,,,,,,,
79,1977,1977-10-03,3,28.033,OAK,@,KAN,W 37-28,,,,,,,,,,,
80,1977,1977-10-09,4,28.039,OAK,@,CLE,W 26-10,,,,,,,,,,,
81,1977,1977-10-16,5,28.046,OAK,,DEN,L 7-30,,,,,,,,,,,
82,1977,1977-10-23,6,28.053,OAK,@,NYJ,W 28-27,,,,,,,,,,,
83,1977,1977-10-30,7,28.060,OAK,@,DEN,W 24-14,0,0,,0,0,0,,0,1,3,0
84,1977,1977-11-06,8,28.067,OAK,,SEA,W 44-7,,,,,,,,,,,
85,1977,1977-11-13,9,28.074,OAK,,HOU,W 34-29,,,,,,,,,,,
86,1977,1977-11-20,10,28.081,OAK,@,SDG,L 7-12,0,0,,0,0,0,,0,1,2,0
87,1977,1977-11-28,11,28.089,OAK,,BUF,W 34-13,,,,,,,,,,,
88,1977,1977-12-04,12,28.095,OAK,@,RAM,L 14-20,,,,,,,,,,,
89,1977,1977-12-11,13,28.102,OAK,,MIN,W 35-13,,,,,,,,,,,
90,1978,1978-09-03,1,29.003,NOR,,MIN,W 31-24,,,,,,,,,,,
91,1978,1978-09-17,3,29.017,NOR,,PHI,L 17-24,,,,,,,,,,,
92,1978,1978-09-24,4,29.024,NOR,@,CIN,W 20-18,,,,,,,,,,,
93,1978,1978-10-01,5,29.031,NOR,,RAM,L 20-26,,,,,,,,,,,
94,1978,1978-10-08,6,29.038,NOR,,CLE,L 16-24,,,,,,,,,,,
95,1978,1978-10-15,7,29.045,NOR,@,SFO,W 14-7,,,,,,,,,,,
96,1978,1978-10-22,8,29.052,NOR,@,RAM,W 10-3,,,,,,,,,,,
97,1978,1978-10-29,9,29.059,NOR,,NYG,W 28-17,,,,,,,,,,,
98,1978,1978-11-05,10,29.066,NOR,@,PIT,L 14-20,,,,,,,,,,,
99,1978,1978-11-12,11,29.073,NOR,,ATL,L 17-20,,,,,,,,,,,
100,1978,1978-11-19,12,29.080,NOR,@,DAL,L 7-27,,,,,,,,,,,
101,1978,1978-11-26,13,29.087,NOR,@,ATL,L 17-20,,,,,,,,,,,
102,1978,1978-12-03,14,29.094,NOR,,SFO,W 24-13,1,15,15.00,0,0,0,,0,0,0,0
103,1978,1978-12-10,15,29.101,NOR,,HOU,L 12-17,,,,,,,,,,,
104,1978,1978-12-17,16,29.108,NOR,@,TAM,W 17-10,,,,,,,,,,,
