ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1969,1969-09-21,1,22.225,DET,@,PIT,L 13-16,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,3,59,19.67,0,0,0,,0,0,0
2,1969,1969-09-28,2,22.232,DET,,NYG,W 24-0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,24,24.00,0,1,1,1.00,0,0,0
3,1969,1969-10-05,3,22.239,DET,@,CLE,W 28-21,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,12,12.00,0,0,0,,0,0,0
4,1969,1969-10-19,5,22.253,DET,,CHI,W 13-7,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,15,15.00,0,0,0,,0,0,0
5,1969,1969-10-26,6,22.260,DET,@,MIN,L 10-24,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,19,19.00,0,1,2,2.00,0,0,0
6,1969,1969-11-02,7,22.267,DET,@,SFO,W 26-14,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,2,46,23.00,0,1,20,20.00,0,0,0
7,1969,1969-11-09,8,22.274,DET,,ATL,W 27-21,2,17,8.50,0,1,17,17.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,-1,-1.00,0,0,0
8,1969,1969-11-16,9,22.281,DET,,STL,W 20-0,4,38,9.50,0,0,0,,0,1,1,100.00,43,1,0,158.3,0,0,43.00,63.00,0,0,,0,0,0,,0,0,0
9,1969,1969-11-23,10,22.288,DET,@,GNB,W 16-10,2,11,5.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,8,8.00,0,0,0,,0,0,0
10,1969,1969-11-27,11,22.292,DET,,MIN,L 0-27,2,16,8.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
11,1969,1969-12-07,12,22.302,DET,@,BAL,T 17-17,2,27,13.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,24,24.00,0,5,2,0.40,0,0,0
12,1969,1969-12-14,13,22.309,DET,,RAM,W 28-0,0,0,,0,1,-11,-11.00,0,0,0,,0,0,0,,0,0,,,1,23,23.00,0,0,0,,0,0,0
13,1970,1970-09-20,1,23.224,DET,@,GNB,W 40-0,3,62,20.67,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
14,1970,1970-09-27,2,23.231,DET,,CIN,W 38-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,1970,1970-10-05,3,23.239,DET,,CHI,W 28-14,4,70,17.50,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
16,1970,1970-10-11,4,23.245,DET,@,WAS,L 10-31,2,58,29.00,0,1,16,16.00,0,0,0,,0,0,0,,0,0,,,1,21,21.00,0,0,0,,0,0,0
17,1970,1970-10-18,5,23.252,DET,@,CLE,W 41-24,4,158,39.50,2,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,2,12
18,1970,1970-10-25,6,23.259,DET,@,CHI,W 16-10,1,7,7.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
19,1970,1970-11-01,7,23.266,DET,,MIN,L 17-30,1,13,13.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,0,0.00,0,1,6
20,1970,1970-11-08,8,23.273,DET,@,NOR,L 17-19,4,42,10.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
21,1970,1970-11-15,9,23.280,DET,@,MIN,L 20-24,4,44,11.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,0,0.00,0,0,0
22,1970,1970-11-22,10,23.287,DET,,SFO,W 28-7,3,38,12.67,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
23,1970,1970-11-26,11,23.291,DET,,OAK,W 28-14,0,0,,0,1,4,4.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
24,1970,1970-12-14,13,23.309,DET,@,RAM,W 28-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,1970,1970-12-20,14,23.315,DET,,GNB,W 20-0,4,40,10.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
26,1971,1971-09-20,1,24.224,DET,,MIN,L 13-16,2,22,11.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
27,1971,1971-09-26,2,24.230,DET,@,NWE,W 34-7,2,12,6.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
28,1971,1971-10-03,3,24.237,DET,,ATL,W 41-38,2,67,33.50,1,1,-7,-7.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
29,1971,1971-10-10,4,24.244,DET,,GNB,W 31-28,5,103,20.60,2,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,2,12
30,1971,1971-10-17,5,24.251,DET,@,HOU,W 31-7,3,42,14.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
31,1971,1971-10-24,6,24.258,DET,,CHI,L 23-28,2,41,20.50,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,3,1.50,0,1,6
32,1971,1971-11-01,7,24.266,DET,@,GNB,T 14-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,1971,1971-11-07,8,24.272,DET,@,DEN,W 24-20,1,8,8.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,18,18.00,0,0,0
34,1971,1971-11-14,9,24.279,DET,,RAM,L 13-21,4,49,12.25,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,-8,-8.00,0,0,0
35,1971,1971-11-21,10,24.286,DET,@,CHI,W 28-3,1,24,24.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,0,0.00,0,0,0
36,1971,1971-11-25,11,24.290,DET,,KAN,W 32-21,2,37,18.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
37,1971,1971-12-05,12,24.300,DET,,PHI,L 20-23,1,35,35.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,25,25.00,0,0,0
38,1971,1971-12-11,13,24.306,DET,@,MIN,L 10-29,3,24,8.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
39,1971,1971-12-19,14,24.314,DET,@,SFO,L 27-31,2,27,13.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
40,1972,1972-09-17,1,25.222,DET,,NYG,W 30-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,1972,1972-09-24,2,25.229,DET,,MIN,L 10-34,1,19,19.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,-1,-1.00,0,0,0
42,1972,1972-10-01,3,25.236,DET,@,CHI,W 38-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,1972,1972-10-08,4,25.243,DET,@,ATL,W 26-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,1972,1972-10-16,5,25.251,DET,,GNB,L 23-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,1972,1972-10-22,6,25.257,DET,,SDG,W 34-20,7,101,14.43,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,50,,0,0,,,0,1,6
46,1972,1972-10-30,7,25.265,DET,@,DAL,L 24-28,2,30,15.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,-4,-4.00,0,1,6
47,1972,1972-11-05,8,25.271,DET,,CHI,W 14-0,1,18,18.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
48,1972,1972-11-12,9,25.278,DET,@,MIN,L 14-16,4,97,24.25,2,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,2,12
49,1972,1972-11-19,10,25.285,DET,,NOR,W 27-14,2,53,26.50,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,-3,-3.00,0,1,6
50,1972,1972-11-23,11,25.289,DET,,NYJ,W 37-20,3,72,24.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,46,,0,0,,,0,1,6
51,1972,1972-12-03,12,25.299,DET,@,GNB,L 7-33,1,47,47.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
52,1972,1972-12-10,13,25.306,DET,@,BUF,T 21-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,1972,1972-12-17,14,25.313,DET,@,RAM,W 34-17,3,48,16.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
54,1973,1973-09-16,1,26.220,DET,@,PIT,L 10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,1973,1973-09-23,2,26.227,DET,@,GNB,T 13-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,1973,1973-10-01,3,26.235,DET,,ATL,W 31-6,2,30,15.00,0,1,57,57.00,1,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
57,1973,1973-10-07,4,26.241,DET,,MIN,L 9-23,1,7,7.00,0,1,26,26.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
58,1973,1973-10-14,5,26.248,DET,@,NOR,L 13-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,1973,1973-10-21,6,26.255,DET,,BAL,L 27-29,8,96,12.00,0,1,14,14.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
60,1973,1973-10-28,7,26.262,DET,,GNB,W 34-0,0,0,,0,1,4,4.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
61,1973,1973-11-04,8,26.269,DET,,SFO,W 30-20,5,99,19.80,2,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,2,12
62,1973,1973-11-11,9,26.276,DET,@,MIN,L 7-28,3,41,13.67,0,1,-1,-1.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,9,9.00,0,0,0
63,1973,1973-11-18,10,26.283,DET,@,CHI,W 30-7,2,28,14.00,2,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,2,12
64,1973,1973-11-22,11,26.287,DET,,WAS,L 0-20,1,8,8.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
65,1973,1973-12-02,12,26.297,DET,@,STL,W 20-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,1973,1973-12-15,14,26.310,DET,@,MIA,L 7-34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,1974,1974-09-15,1,27.219,DET,@,CHI,L 9-17,3,36,12.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,22,22.00,0,0,0,,0,0,0
68,1974,1974-09-22,2,27.226,DET,,MIN,L 6-7,2,-1,-0.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
69,1974,1974-09-29,3,27.233,DET,@,GNB,L 19-21,3,52,17.33,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
70,1974,1974-10-06,4,27.240,DET,@,RAM,L 13-16,4,44,11.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
71,1974,1974-10-14,5,27.248,DET,,SFO,W 17-13,4,33,8.25,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
72,1974,1974-10-20,6,27.254,DET,@,MIN,W 20-16,3,66,22.00,0,1,-7,-7.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
73,1974,1974-10-27,7,27.261,DET,,GNB,W 19-17,2,46,23.00,1,1,10,10.00,0,1,1,100.00,29,0,0,118.7,0,0,29.00,29.00,0,0,,0,0,0,,0,1,6
74,1974,1974-11-03,8,27.268,DET,,NOR,W 19-14,4,50,12.50,0,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,,0,0,0
75,1974,1974-11-10,9,27.275,DET,@,OAK,L 13-35,2,24,12.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
76,1974,1974-11-17,10,27.282,DET,,NYG,W 20-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,1974,1974-11-28,12,27.293,DET,,DEN,L 27-31,1,19,19.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
78,1974,1974-12-08,13,27.303,DET,@,CIN,W 23-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,1974,1974-12-15,14,27.310,DET,@,PHI,L 17-28,3,35,11.67,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
80,1976,1976-09-12,1,29.217,DET,@,CHI,L 3-10,2,17,8.50,0,1,5,5.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
81,1976,1976-09-19,2,29.224,DET,,ATL,W 24-10,1,14,14.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
82,1976,1976-09-26,3,29.231,DET,,MIN,L 9-10,1,7,7.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
83,1976,1976-10-03,4,29.238,DET,@,GNB,L 14-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
