ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring
48,2000,2000-10-22,7,27.214,CAR,,SFO,W 34-16,,4,4,100.0,2,2,100.0,0,10
49,2000,2000-10-29,8,27.221,CAR,@,ATL,L 12-13,,,,,4,4,100.0,0,12
50,2000,2000-11-05,9,27.228,CAR,@,STL,W 27-24,,1,1,100.0,4,4,100.0,0,13
51,2000,2000-11-12,10,27.235,CAR,,NOR,L 10-20,,1,1,100.0,1,1,100.0,0,4
52,2000,2000-11-19,11,27.242,CAR,@,MIN,L 17-31,,2,2,100.0,1,1,100.0,0,5
53,2000,2000-11-27,12,27.250,CAR,,GNB,W 31-14,,4,4,100.0,1,1,100.0,0,7
54,2000,2000-12-03,13,27.256,CAR,,STL,W 16-3,,1,1,100.0,3,3,100.0,0,10
55,2000,2000-12-10,14,27.263,CAR,@,KAN,L 14-15,,2,2,100.0,,1,0.0,0,2
56,2000,2000-12-17,15,27.270,CAR,,SDG,W 30-22,,3,3,100.0,1,1,100.0,0,6
57,2000,2000-12-24,16,27.277,CAR,@,OAK,L 9-52,,,,,3,3,100.0,0,9
58,2001,2001-09-09,1,28.171,TEN,,MIA,L 23-31,,2,3,66.7,1,1,100.0,0,5
59,2001,2001-09-23,2,28.185,TEN,@,JAX,L 6-13,,,,,2,3,66.7,0,6
60,2001,2001-10-07,3,28.199,TEN,@,BAL,L 7-26,,1,1,100.0,,1,0.0,0,1
61,2001,2001-10-14,4,28.206,TEN,,TAM,W 31-28,,2,2,100.0,3,4,75.0,0,11
62,2001,2001-10-21,5,28.213,TEN,@,DET,W 27-24,,1,1,100.0,4,4,100.0,0,13
63,2001,2001-10-29,6,28.221,TEN,@,PIT,L 7-34,,1,1,100.0,,1,0.0,0,1
64,2001,2001-11-04,7,28.227,TEN,,JAX,W 28-24,,4,4,100.0,,2,0.0,0,4
65,2001,2001-11-12,8,28.235,TEN,,BAL,L 10-16,,1,1,100.0,1,2,50.0,0,4
66,2001,2001-11-18,9,28.241,TEN,@,CIN,W 20-7,,2,2,100.0,2,2,100.0,0,8
67,2001,2001-11-25,10,28.248,TEN,,PIT,L 24-34,,3,3,100.0,1,1,100.0,0,6
68,2001,2001-12-02,11,28.255,TEN,@,CLE,W 31-15,,4,4,100.0,1,1,100.0,0,7
69,2001,2001-12-09,12,28.262,TEN,@,MIN,L 24-42,,3,3,100.0,1,1,100.0,0,6
70,2001,2001-12-16,13,28.269,TEN,,GNB,W 26-20,,1,1,100.0,1,2,50.0,0,4
71,2001,2001-12-22,14,28.275,TEN,@,OAK,W 13-10,,1,1,100.0,2,2,100.0,0,7
72,2001,2001-12-30,15,28.283,TEN,,CLE,L 38-41,,5,5,100.0,1,1,100.0,0,8
73,2001,2002-01-06,16,28.290,TEN,,CIN,L 21-23,,3,3,100.0,,,,0,3
74,2002,2002-09-08,1,29.170,TEN,,PHI,W 27-24,,1,1,100.0,2,2,100.0,0,7
75,2002,2002-09-15,2,29.177,TEN,@,DAL,L 13-21,,1,1,100.0,2,2,100.0,0,7
76,2002,2002-09-22,3,29.184,TEN,,CLE,L 28-31,,4,4,100.0,,,,0,4
77,2002,2002-09-29,4,29.191,TEN,@,OAK,L 25-52,,1,1,100.0,,,,0,1
78,2002,2002-10-06,5,29.198,TEN,,WAS,L 14-31,,2,2,100.0,,,,0,2
79,2002,2002-10-13,6,29.205,TEN,,JAX,W 23-14,,2,2,100.0,3,4,75.0,0,11
80,2002,2002-10-27,7,29.219,TEN,@,CIN,W 30-24,,3,3,100.0,3,3,100.0,0,12
81,2002,2002-11-03,8,29.226,TEN,@,IND,W 23-15,,2,2,100.0,3,3,100.0,0,11
82,2002,2002-11-10,9,29.233,TEN,,HOU,W 17-10,,2,2,100.0,1,2,50.0,0,5
83,2002,2002-11-17,10,29.240,TEN,,PIT,W 31-23,,4,4,100.0,1,2,50.0,0,7
84,2002,2002-11-24,11,29.247,TEN,@,BAL,L 12-13,,,,,4,4,100.0,0,12
85,2002,2002-12-01,12,29.254,TEN,@,NYG,W 32-29,,3,3,100.0,1,2,50.0,0,6
86,2002,2002-12-08,13,29.261,TEN,,IND,W 27-17,,3,3,100.0,2,2,100.0,0,9
87,2002,2002-12-16,14,29.269,TEN,,NWE,W 24-7,,3,3,100.0,1,2,50.0,0,6
88,2002,2002-12-22,15,29.275,TEN,@,JAX,W 28-10,,4,4,100.0,,1,0.0,0,4
89,2002,2002-12-29,16,29.282,TEN,@,HOU,W 13-3,,1,1,100.0,2,2,100.0,0,7
90,2003,2003-09-07,1,30.169,TEN,,OAK,W 25-20,,,1,0.0,1,1,100.0,0,3
91,2005,2005-09-11,1,32.173,SFO,,STL,W 28-25,,4,4,100.0,,,,0,4
92,2005,2005-09-18,2,32.180,SFO,@,PHI,L 3-42,,,,,1,1,100.0,0,3
93,2005,2005-09-25,3,32.187,SFO,,DAL,L 31-34,,4,4,100.0,1,1,100.0,0,7
94,2005,2005-10-02,4,32.194,SFO,@,ARI,L 14-31,,2,2,100.0,,,,0,2
95,2005,2005-10-09,5,32.201,SFO,,IND,L 3-28,,,,,1,1,100.0,0,3
96,2005,2005-10-23,6,32.215,SFO,@,WAS,L 17-52,,2,2,100.0,1,1,100.0,0,5
97,2005,2005-10-30,7,32.222,SFO,,TAM,W 15-10,,,,,5,6,83.3,0,15
98,2005,2005-11-06,8,32.229,SFO,,NYG,L 6-24,,,,,2,2,100.0,0,6
99,2005,2005-11-13,9,32.236,SFO,@,CHI,L 9-17,,,,,3,4,75.0,0,9
100,2005,2005-11-20,10,32.243,SFO,,SEA,L 25-27,,1,1,100.0,4,4,100.0,0,13
101,2005,2005-12-04,12,32.257,SFO,,ARI,L 10-17,,1,1,100.0,1,1,100.0,0,4
102,2005,2005-12-11,13,32.264,SFO,@,SEA,L 3-41,,,,,1,1,100.0,0,3
103,2005,2005-12-18,14,32.271,SFO,@,JAX,L 9-10,,,,,3,3,100.0,0,9
104,2005,2005-12-24,15,32.277,SFO,@,STL,W 24-20,,3,3,100.0,1,1,100.0,0,6
105,2005,2006-01-01,16,32.285,SFO,,HOU,W 20-17,,2,2,100.0,2,2,100.0,0,8
106,2006,2006-09-10,1,33.172,SFO,@,ARI,L 27-34,,3,3,100.0,2,3,66.7,0,9
107,2006,2006-09-17,2,33.179,SFO,,STL,W 20-13,,2,2,100.0,2,3,66.7,0,8
108,2006,2006-09-24,3,33.186,SFO,,PHI,L 24-38,,3,3,100.0,1,1,100.0,0,6
109,2006,2006-10-01,4,33.193,SFO,@,KAN,L 0-41,,,,,,1,0.0,0,0
110,2006,2006-10-08,5,33.200,SFO,,OAK,W 34-20,,4,4,100.0,2,3,66.7,0,10
111,2006,2006-10-15,6,33.207,SFO,,SDG,L 19-48,,2,2,100.0,1,1,100.0,0,5
112,2006,2006-10-29,7,33.221,SFO,@,CHI,L 10-41,,1,1,100.0,1,1,100.0,0,4
113,2006,2006-11-05,8,33.228,SFO,,MIN,W 9-3,,,,,3,3,100.0,0,9
114,2006,2006-11-12,9,33.235,SFO,@,DET,W 19-13,,1,1,100.0,4,4,100.0,0,13
115,2006,2006-11-19,10,33.242,SFO,,SEA,W 20-14,,2,2,100.0,2,4,50.0,0,8
116,2006,2006-11-26,11,33.249,SFO,@,STL,L 17-20,,2,2,100.0,1,1,100.0,0,5
117,2006,2006-12-03,12,33.256,SFO,@,NOR,L 10-34,,1,1,100.0,1,1,100.0,0,4
118,2006,2006-12-10,13,33.263,SFO,,GNB,L 19-30,,1,1,100.0,2,2,100.0,0,7
119,2006,2006-12-14,14,33.267,SFO,@,SEA,W 24-14,,3,3,100.0,1,1,100.0,0,6
120,2006,2006-12-24,15,33.277,SFO,,ARI,L 20-26,,2,2,100.0,2,2,100.0,0,8
121,2006,2006-12-31,16,33.284,SFO,@,DEN,W 26-23,,2,2,100.0,4,4,100.0,0,14
122,2007,2007-09-10,1,34.172,SFO,,ARI,W 20-17,,2,2,100.0,2,2,100.0,0,8
123,2007,2007-09-16,2,34.178,SFO,@,STL,W 17-16,,2,2,100.0,1,1,100.0,0,5
124,2007,2007-09-23,3,34.185,SFO,@,PIT,L 16-37,,1,1,100.0,3,3,100.0,0,10
125,2007,2007-09-30,4,34.192,SFO,,SEA,L 3-23,,,,,1,1,100.0,0,3
126,2007,2007-10-07,5,34.199,SFO,,BAL,L 7-9,,1,1,100.0,,1,0.0,0,1
127,2007,2007-10-21,6,34.213,SFO,@,NYG,L 15-33,,1,1,100.0,,,,0,1
128,2007,2007-10-28,7,34.220,SFO,,NOR,L 10-31,,1,1,100.0,1,1,100.0,0,4
129,2007,2007-11-04,8,34.227,SFO,@,ATL,L 16-20,,1,1,100.0,3,3,100.0,0,10
130,2007,2007-11-12,9,34.235,SFO,@,SEA,L 0-24,,,,,,,,,
131,2007,2007-11-18,10,34.241,SFO,,STL,L 9-13,,,,,3,3,100.0,0,9
132,2007,2007-11-25,11,34.248,SFO,@,ARI,W 37-31,,4,4,100.0,1,2,50.0,0,7
133,2007,2007-12-02,12,34.255,SFO,@,CAR,L 14-31,,2,2,100.0,,,,0,2
134,2007,2007-12-09,13,34.262,SFO,,MIN,L 7-27,,1,1,100.0,,,,0,1
135,2007,2007-12-15,14,34.268,SFO,,CIN,W 20-13,,2,2,100.0,2,2,100.0,0,8
136,2007,2007-12-23,15,34.276,SFO,,TAM,W 21-19,,3,3,100.0,,,,0,3
137,2007,2007-12-30,16,34.283,SFO,@,CLE,L 7-20,,1,1,100.0,,,,0,1
138,2008,2008-09-07,1,35.169,SFO,,ARI,L 13-23,,1,1,100.0,2,2,100.0,0,7
139,2008,2008-09-14,2,35.176,SFO,@,SEA,W 33-30,,3,3,100.0,4,5,80.0,0,15
140,2008,2008-09-21,3,35.183,SFO,,DET,W 31-13,,4,4,100.0,1,2,50.0,0,7
141,2008,2008-09-28,4,35.190,SFO,@,NOR,L 17-31,,,,,3,3,100.0,0,9
142,2008,2008-10-05,5,35.197,SFO,,NWE,L 21-30,,3,3,100.0,,,,0,3
143,2008,2008-10-12,6,35.204,SFO,,PHI,L 26-40,,2,2,100.0,4,4,100.0,0,14
144,2008,2008-10-19,7,35.211,SFO,@,NYG,L 17-29,,2,2,100.0,1,1,100.0,0,5
145,2008,2008-10-26,8,35.218,SFO,,SEA,L 13-34,,1,1,100.0,2,2,100.0,0,7
146,2008,2008-11-10,9,35.233,SFO,@,ARI,L 24-29,,3,3,100.0,1,1,100.0,0,6
147,2008,2008-11-16,10,35.239,SFO,,STL,W 35-16,,5,5,100.0,,,,0,5
148,2008,2008-11-23,11,35.246,SFO,@,DAL,L 22-35,,1,1,100.0,3,4,75.0,0,10
149,2008,2008-11-30,12,35.253,SFO,@,BUF,W 10-3,,1,1,100.0,1,1,100.0,0,4
150,2008,2008-12-07,13,35.260,SFO,,NYJ,W 24-14,,3,3,100.0,1,1,100.0,0,6
151,2008,2008-12-14,14,35.267,SFO,@,MIA,L 9-14,,,,,3,3,100.0,0,9
152,2008,2008-12-21,15,35.274,SFO,@,STL,W 17-16,,2,2,100.0,1,1,100.0,0,5
153,2008,2008-12-28,16,35.281,SFO,,WAS,W 27-24,,3,3,100.0,2,3,66.7,0,9
154,2009,2009-09-13,1,36.175,SFO,@,ARI,W 20-16,,2,2,100.0,2,2,100.0,0,8
155,2009,2009-09-20,2,36.182,SFO,,SEA,W 23-10,,2,2,100.0,3,3,100.0,0,11
156,2009,2009-09-27,3,36.189,SFO,@,MIN,L 24-27,,3,3,100.0,1,1,100.0,0,6
157,2009,2009-10-04,4,36.196,SFO,,STL,W 35-0,,5,5,100.0,,1,0.0,0,5
158,2009,2009-10-11,5,36.203,SFO,,ATL,L 10-45,,1,1,100.0,1,2,50.0,0,4
159,2009,2009-10-25,6,36.217,SFO,@,HOU,L 21-24,,3,3,100.0,,,,0,3
160,2009,2009-11-01,7,36.224,SFO,@,IND,L 14-18,,2,2,100.0,,,,0,2
161,2009,2009-11-08,8,36.231,SFO,,TEN,L 27-34,,3,3,100.0,2,2,100.0,0,9
162,2009,2009-11-12,9,36.235,SFO,,CHI,W 10-6,,1,1,100.0,1,2,50.0,0,4
163,2009,2009-11-22,10,36.245,SFO,@,GNB,L 24-30,,3,3,100.0,1,1,100.0,0,6
164,2009,2009-11-29,11,36.252,SFO,,JAX,W 20-3,,2,2,100.0,2,2,100.0,0,8
165,2009,2009-12-06,12,36.259,SFO,@,SEA,L 17-20,,2,2,100.0,1,1,100.0,0,5
166,2009,2009-12-14,13,36.267,SFO,,ARI,W 24-9,,3,3,100.0,1,2,50.0,0,6
167,2009,2009-12-20,14,36.273,SFO,@,PHI,L 13-27,,1,1,100.0,2,2,100.0,0,7
168,2010,2010-09-12,1,37.174,SFO,@,SEA,L 6-31,,,,,2,2,100.0,0,6
169,2010,2010-09-20,2,37.182,SFO,,NOR,L 22-25,,2,2,100.0,,,,0,2
170,2010,2010-09-26,3,37.188,SFO,@,KAN,L 10-31,,1,1,100.0,1,1,100.0,0,4
171,2010,2010-10-03,4,37.195,SFO,@,ATL,L 14-16,,2,2,100.0,,,,0,2
172,2010,2010-10-10,5,37.202,SFO,,PHI,L 24-27,,3,3,100.0,1,2,50.0,0,6
173,2010,2010-10-17,6,37.209,SFO,,OAK,W 17-9,,2,2,100.0,1,1,100.0,0,5
174,2010,2010-10-24,7,37.216,SFO,@,CAR,L 20-23,,2,2,100.0,2,2,100.0,0,8
175,2010,2010-10-31,8,37.223,SFO,,DEN,W 24-16,,3,3,100.0,1,2,50.0,0,6
176,2010,2010-11-14,9,37.237,SFO,,STL,W 23-20,,2,2,100.0,3,3,100.0,0,11
