ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1984,1984-09-02,1,23.191,ATL,@,NOR,W 36-28,0,0,,0,0,0,,0,3,65,21.67,0,0,0,,0,0,0
2,1984,1984-09-09,2,23.198,ATL,,DET,L 24-27,0,0,,0,0,0,,0,0,0,,0,,,,,0,
3,1984,1984-09-16,3,23.205,ATL,@,MIN,L 20-27,0,0,,0,0,0,,0,3,88,29.33,0,0,0,,0,0,0
4,1984,1984-09-23,4,23.212,ATL,,HOU,W 42-10,2,14,7.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
5,1984,1984-09-30,5,23.219,ATL,@,SFO,L 5-14,0,0,,0,0,0,,0,1,16,16.00,0,0,0,,0,0,0
6,1984,1984-10-22,8,23.241,ATL,,RAM,L 10-24,0,0,,0,1,4,4.00,0,1,21,21.00,0,0,0,,0,0,0
7,1984,1984-10-28,9,23.247,ATL,@,PIT,L 10-35,1,1,1.00,0,3,44,14.67,0,5,149,29.80,0,0,0,,0,0,0
8,1984,1984-11-05,10,23.255,ATL,@,WAS,L 14-27,0,0,,0,0,0,,0,3,53,17.67,0,0,0,,0,0,0
9,1984,1984-11-11,11,23.261,ATL,,NOR,L 13-17,0,0,,0,0,0,,0,2,40,20.00,0,0,0,,0,0,0
10,1984,1984-11-18,12,23.268,ATL,,CLE,L 7-23,0,0,,0,0,0,,0,1,20,20.00,0,0,0,,0,0,0
11,1985,1985-12-15,15,24.294,ATL,,MIN,W 14-13,0,0,,0,0,0,,0,2,53,26.50,0,0,0,,0,0,0
12,1985,1985-12-22,16,24.301,ATL,@,NOR,W 16-10,0,0,,0,0,0,,0,2,36,18.00,0,0,0,,0,0,0
13,1986,1986-09-07,1,25.195,ATL,@,NOR,W 31-10,1,-1,-1.00,0,2,17,8.50,0,0,0,,0,0,0,,0,0,0
14,1986,1986-09-14,2,25.202,ATL,,STL,W 33-13,1,8,8.00,0,0,0,,0,1,24,24.00,0,0,0,,0,0,0
15,1986,1986-09-21,3,25.209,ATL,@,DAL,W 37-35,2,13,6.50,0,0,0,,0,3,64,21.33,0,0,0,,0,0,0
16,1986,1986-09-28,4,25.216,ATL,@,TAM,W 23-20,1,14,14.00,0,1,15,15.00,0,4,103,25.75,0,0,0,,0,0,0
17,1986,1986-10-05,5,25.223,ATL,,PHI,L 0-16,2,7,3.50,0,1,10,10.00,0,4,83,20.75,0,0,0,,0,0,0
18,1986,1986-10-12,6,25.230,ATL,,RAM,W 26-14,1,2,2.00,0,2,13,6.50,0,2,30,15.00,0,0,0,,0,0,0
19,1986,1986-10-19,7,25.237,ATL,,SFO,T 10-10,6,43,7.17,0,3,63,21.00,1,2,30,15.00,0,0,0,,0,1,6
20,1986,1986-10-26,8,25.244,ATL,@,RAM,L 7-14,3,9,3.00,0,2,3,1.50,0,0,0,,0,0,0,,0,0,0
21,1986,1986-11-02,9,25.251,ATL,@,NWE,L 17-25,3,55,18.33,0,3,41,13.67,0,0,0,,0,0,0,,0,0,0
22,1986,1986-11-09,10,25.258,ATL,,NYJ,L 14-28,3,24,8.00,0,3,28,9.33,0,2,47,23.50,0,1,8,8.00,0,0,0
23,1986,1986-11-16,11,25.265,ATL,,CHI,L 10-13,2,2,1.00,0,0,0,,0,3,74,24.67,0,0,0,,0,0,0
24,1986,1986-11-23,12,25.272,ATL,@,SFO,L 0-20,3,36,12.00,0,3,31,10.33,0,3,59,19.67,0,0,0,,0,0,0
25,1986,1986-11-30,13,25.279,ATL,@,MIA,W 20-14,2,8,4.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
26,1986,1986-12-07,14,25.286,ATL,,IND,L 23-28,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,
27,1987,1987-09-13,1,26.201,ATL,@,TAM,L 10-48,0,0,,0,0,0,,0,6,117,19.50,0,0,0,,0,0,0
28,1987,1987-09-20,2,26.208,ATL,,WAS,W 21-20,0,0,,0,1,10,10.00,0,1,24,24.00,0,0,0,,0,0,0
29,1987,1987-10-25,6,26.243,ATL,@,HOU,L 33-37,1,6,6.00,0,0,0,,0,5,193,38.60,0,0,0,,0,0,0
30,1987,1987-11-01,7,26.250,ATL,,NOR,L 0-38,0,0,,0,0,0,,0,3,81,27.00,0,0,0,,0,0,0
31,1987,1987-12-13,13,26.292,ATL,@,RAM,L 0-33,0,0,,0,2,11,5.50,0,4,68,17.00,0,0,0,,0,0,0
32,1987,1987-12-20,14,26.299,ATL,@,SFO,L 7-35,0,0,,0,0,0,,0,5,177,35.40,1,0,0,,0,1,6
33,1987,1987-12-27,15,26.306,ATL,,DET,L 13-30,0,0,,0,1,19,19.00,0,0,0,,0,0,0,,0,0,0
34,1988,1988-09-04,1,27.193,ATL,@,DET,L 17-31,2,2,1.00,0,4,19,4.75,0,5,77,15.40,0,0,0,,0,0,0
35,1988,1988-09-11,2,27.200,ATL,,NOR,L 21-29,0,0,,0,1,3,3.00,0,4,89,22.25,0,0,0,,0,0,0
36,1988,1988-09-18,3,27.207,ATL,@,SFO,W 34-17,0,0,,0,0,0,,0,1,5,5.00,0,0,0,,0,0,0
37,1988,1988-09-25,4,27.214,ATL,@,DAL,L 20-26,1,-2,-2.00,0,0,0,,0,2,48,24.00,0,0,0,,0,0,0
38,1989,1989-09-10,1,28.198,TAM,@,GNB,W 23-21,3,15,5.00,0,0,0,,0,1,16,16.00,0,0,0,,0,0,0
39,1989,1989-09-17,2,28.205,TAM,,SFO,L 16-20,2,6,3.00,0,1,-4,-4.00,0,0,0,,0,0,0,,0,0,0
40,1989,1989-11-05,9,28.254,TAM,,CLE,L 31-42,1,6,6.00,0,2,4,2.00,0,1,24,24.00,0,0,0,,0,0,0
41,1989,1989-11-12,10,28.261,TAM,,MIN,L 10-24,2,8,4.00,0,4,23,5.75,0,1,0,0.00,0,0,0,,0,0,0
42,1989,1989-11-19,11,28.268,TAM,@,CHI,W 32-31,2,20,10.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
43,1989,1989-11-26,12,28.275,TAM,@,PHO,W 14-13,5,12,2.40,0,0,0,,0,0,0,,0,0,0,,0,0,0
44,1989,1989-12-03,13,28.282,TAM,,GNB,L 16-17,7,33,4.71,1,1,4,4.00,0,1,36,36.00,0,0,0,,0,1,6
45,1989,1989-12-10,14,28.289,TAM,@,HOU,L 17-20,3,7,2.33,0,4,21,5.25,0,0,0,,0,0,0,,0,0,0
46,1989,1989-12-17,15,28.296,TAM,@,DET,L 7-33,2,16,8.00,0,0,0,,0,3,30,10.00,0,0,0,,0,0,0
47,1989,1989-12-24,16,28.303,TAM,,PIT,L 22-31,2,18,9.00,0,3,34,11.33,0,2,39,19.50,0,0,0,,0,0,0
