ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks
1,2001,2001-10-07,4,22.053,BUF,,NYJ,L 36-42,,
2,2001,2001-10-18,5,22.064,BUF,@,JAX,W 13-10,,
3,2001,2001-10-28,6,22.074,BUF,@,SDG,L 24-27,,
4,2001,2001-11-04,7,22.081,BUF,,IND,L 14-30,,
5,2001,2001-11-11,8,22.088,BUF,@,NWE,L 11-21,,2.0
6,2001,2001-11-18,9,22.095,BUF,,SEA,L 20-23,,
7,2001,2001-11-25,10,22.102,BUF,,MIA,L 27-34,,
8,2001,2001-12-02,11,22.109,BUF,@,SFO,L 0-35,,
9,2001,2001-12-16,13,22.123,BUF,,NWE,L 9-12,,
10,2001,2001-12-23,14,22.130,BUF,@,ATL,L 30-33,,
11,2001,2001-12-30,15,22.137,BUF,@,NYJ,W 14-9,,
12,2001,2002-01-06,16,22.144,BUF,@,MIA,L 7-34,,
