ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1978,1978-09-03,1,22.216,CLE,,SFO,W 24-7,,,,,,,,,,,,,,
2,1978,1978-09-10,2,22.223,CLE,,CIN,W 13-10,0,0,,0,0,0,,0,3,12,4.00,0,0,0
3,1978,1978-09-17,3,22.230,CLE,@,ATL,W 24-16,0,0,,0,0,0,,0,4,22,5.50,0,0,0
4,1978,1978-09-24,4,22.237,CLE,@,PIT,L 9-15,0,0,,0,0,0,,0,2,2,1.00,0,0,0
5,1978,1978-10-01,5,22.244,CLE,,HOU,L 13-16,0,0,,0,1,23,23.00,0,1,0,0.00,0,0,0
6,1978,1978-10-08,6,22.251,CLE,@,NOR,W 24-16,0,0,,0,2,42,21.00,0,4,39,9.75,0,0,0
7,1978,1978-10-15,7,22.258,CLE,,PIT,L 14-34,0,0,,0,5,111,22.20,0,5,24,4.80,0,0,0
8,1978,1978-10-22,8,22.265,CLE,@,KAN,L 3-17,1,-3,-3.00,0,2,117,58.50,0,3,30,10.00,0,0,0
9,1978,1978-10-29,9,22.272,CLE,,BUF,W 41-20,0,0,,0,2,49,24.50,0,2,49,24.50,0,0,0
10,1978,1978-11-05,10,22.279,CLE,@,HOU,L 10-14,0,0,,0,0,0,,0,3,23,7.67,0,0,0
11,1978,1978-11-12,11,22.286,CLE,,DEN,L 7-19,0,0,,0,0,0,,0,3,4,1.33,0,0,0
12,1978,1978-11-19,12,22.293,CLE,@,BAL,W 45-24,0,0,,0,3,101,33.67,0,1,1,1.00,0,0,0
13,1978,1978-11-26,13,22.300,CLE,,RAM,W 30-19,0,0,,0,4,126,31.50,0,1,7,7.00,0,0,0
14,1978,1978-12-03,14,22.307,CLE,@,SEA,L 24-47,4,56,14.00,0,2,48,24.00,0,1,12,12.00,0,0,0
15,1978,1978-12-10,15,22.314,CLE,,NYJ,W 37-34,3,23,7.67,0,4,78,19.50,0,3,52,17.33,0,0,0
16,1978,1978-12-17,16,22.321,CLE,@,CIN,L 16-48,0,0,,0,5,94,18.80,0,1,11,11.00,0,0,0
17,1979,1979-09-02,1,23.215,CLE,@,NYJ,W 25-22,1,13,13.00,0,3,129,43.00,0,0,0,,0,0,0
18,1979,1979-09-09,2,23.222,CLE,@,KAN,W 27-24,0,0,,0,4,88,22.00,0,3,21,7.00,0,0,0
19,1979,1979-09-16,3,23.229,CLE,,BAL,W 13-10,0,0,,0,2,47,23.50,0,3,-1,-0.33,0,0,0
20,1979,1979-09-24,4,23.237,CLE,,DAL,W 26-7,0,0,,0,2,62,31.00,0,3,27,9.00,0,0,0
21,1979,1979-09-30,5,23.243,CLE,@,HOU,L 10-31,0,0,,0,4,76,19.00,0,3,3,1.00,0,0,0
22,1980,1980-09-07,1,24.221,CLE,@,NWE,L 17-34,1,11,11.00,1,2,42,21.00,0,1,1,1.00,0,1,6
23,1980,1980-09-15,2,24.229,CLE,,HOU,L 7-16,0,0,,0,3,78,26.00,0,2,10,5.00,0,0,0
24,1980,1980-09-21,3,24.235,CLE,,KAN,W 20-13,1,12,12.00,1,3,107,35.67,0,3,5,1.67,0,1,6
25,1980,1980-09-28,4,24.242,CLE,@,TAM,W 34-27,0,0,,0,1,27,27.00,0,3,19,6.33,0,0,0
26,1980,1980-10-05,5,24.249,CLE,,DEN,L 16-19,0,0,,0,3,58,19.33,0,2,-1,-0.50,0,0,0
27,1980,1980-10-12,6,24.256,CLE,@,SEA,W 27-3,1,39,39.00,1,1,38,38.00,0,1,2,2.00,0,1,6
28,1980,1980-10-19,7,24.263,CLE,,GNB,W 26-21,0,0,,0,2,28,14.00,0,4,30,7.50,0,0,0
29,1980,1980-10-26,8,24.270,CLE,,PIT,W 27-26,0,0,,0,5,109,21.80,0,3,25,8.33,0,0,0
30,1980,1980-11-03,9,24.278,CLE,,CHI,W 27-21,0,0,,0,1,23,23.00,0,4,11,2.75,0,0,0
31,1980,1980-11-09,10,24.284,CLE,@,BAL,W 28-27,0,0,,0,0,0,,0,2,-1,-0.50,0,0,0
32,1980,1980-12-14,15,24.319,CLE,@,MIN,L 23-28,0,0,,0,1,0,0.00,0,2,14,7.00,0,0,0
33,1980,1980-12-21,16,24.326,CLE,@,CIN,W 27-24,0,0,,0,3,66,22.00,0,2,14,7.00,0,0,0
