ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1994,1994-11-20,11,24.031,CHI,,DET,W 20-10,1,1,5,5.00,0,100.0%,5.00,0,0,,0
2,1994,1994-11-27,12,24.038,CHI,@,ARI,W 19-16,,0,0,,0,0.0%,,,,,
3,1994,1994-12-01,13,24.042,CHI,@,MIN,L 27-33,3,2,20,10.00,0,66.7%,6.67,0,0,,0
4,1995,1995-09-03,1,24.318,CHI,,MIN,W 31-14,,,,,,0.0%,,0,0,,0
5,1995,1995-09-11,2,24.326,CHI,,GNB,L 24-27,,,,,,0.0%,,0,0,,0
6,1995,1995-09-17,3,24.332,CHI,@,TAM,W 25-6,,,,,,0.0%,,0,0,,0
7,1995,1995-09-24,4,24.339,CHI,@,STL,L 28-34,0,0,0,,0,0.0%,,2,39,19.50,0
