ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1994,1994-09-04,1,22.266,NYG,,PHI,W 28-23,,,,,,,
2,1994,1994-09-11,2,22.273,NYG,@,ARI,W 20-17,,,,,,,
3,1994,1994-09-18,3,22.280,NYG,,WAS,W 31-23,,,,,,,
4,1994,1994-10-02,4,22.294,NYG,@,NOR,L 22-27,,,,,,,
5,1994,1994-10-10,5,22.302,NYG,,MIN,L 10-27,,,,,,,
6,1994,1994-10-16,6,22.308,NYG,@,RAM,L 10-17,,,,,,,
7,1994,1994-10-23,7,22.315,NYG,,PIT,L 6-10,,,,,,,
8,1994,1994-10-30,8,22.322,NYG,,DET,L 25-28,,,,,,,
9,1994,1994-11-07,9,22.330,NYG,@,DAL,L 10-38,,,,,,,
10,1994,1994-11-13,10,22.336,NYG,,ARI,L 9-10,,,,,,,
11,1994,1994-11-21,11,22.344,NYG,@,HOU,W 13-10,,,,,,,
12,1994,1994-11-27,12,22.350,NYG,@,WAS,W 21-19,,,,,,,
13,1994,1994-12-04,13,22.357,NYG,@,CLE,W 16-13,,,,,,,
14,1994,1994-12-11,14,22.364,NYG,,CIN,W 27-20,,,,,,,
15,1994,1994-12-18,15,23.006,NYG,@,PHI,W 16-13,,,,,,,
16,1994,1994-12-24,16,23.012,NYG,,DAL,W 15-10,,,,,,,
17,1995,1995-09-04,1,23.266,NYG,,DAL,L 0-35,,,,,,,
18,1995,1995-09-10,2,23.272,NYG,@,KAN,L 17-20,,,,,,,
19,1995,1995-09-17,3,23.279,NYG,@,GNB,L 6-14,,,,,,,
20,1995,1995-09-24,4,23.286,NYG,,NOR,W 45-29,,,,,,,
21,1995,1995-10-01,5,23.293,NYG,@,SFO,L 6-20,,,,,,,
22,1995,1995-10-08,6,23.300,NYG,,ARI,W 27-21,,,,,,,
23,1995,1995-10-15,7,23.307,NYG,,PHI,L 14-17,,,,,,,
24,1995,1995-10-29,8,23.321,NYG,@,WAS,W 24-15,,,,,,,
25,1995,1995-11-05,9,23.328,NYG,@,SEA,L 28-30,,,,,,,
26,1995,1995-11-12,10,23.335,NYG,,OAK,L 13-17,,,,,,,
27,1995,1995-11-19,11,23.342,NYG,@,PHI,L 19-28,,,,,,,
28,1995,1995-11-26,12,23.349,NYG,,CHI,L 24-27,,,,,,,
29,1995,1995-11-30,13,23.353,NYG,@,ARI,W 10-6,,,,,,,
30,1995,1995-12-10,14,23.363,NYG,,WAS,W 20-13,,0,0,0.0,1,38,0
31,1995,1995-12-17,15,24.005,NYG,@,DAL,L 20-21,,,,,,,
32,1995,1995-12-23,16,24.011,NYG,,SDG,L 17-27,,,,,,,
33,1996,1996-09-01,1,24.264,NYG,,BUF,L 20-23,,,,,,,
34,1996,1996-09-08,2,24.271,NYG,@,DAL,L 0-27,,,,,,,
35,1996,1996-09-15,3,24.278,NYG,,WAS,L 10-31,,,,,,,
36,1996,1996-09-22,4,24.285,NYG,@,NYJ,W 13-6,,,,,,,
37,1996,1996-10-13,6,24.306,NYG,,PHI,L 10-19,,,,,,,
38,1996,1996-10-20,7,24.313,NYG,@,WAS,L 21-31,,,,,,,
39,1996,1996-10-27,8,24.320,NYG,@,DET,W 35-7,,0,0,0.0,1,35,0
40,1996,1996-11-03,9,24.327,NYG,,ARI,W 16-8,,,,,,,
41,1996,1996-11-10,10,24.334,NYG,@,CAR,L 17-27,,,,,,,
42,1996,1996-11-17,11,24.341,NYG,@,ARI,L 23-31,,,,,,,
43,1996,1996-11-24,12,24.348,NYG,,DAL,W 20-6,,,,,,,
44,1996,1996-12-01,13,24.355,NYG,@,PHI,L 0-24,,,,,,,
45,1996,1996-12-21,16,25.009,NYG,,NWE,L 22-23,,,,,,,
46,1997,1997-08-31,1,25.262,NYG,,PHI,W 31-17,,,,,,,
47,1997,1997-09-07,2,25.269,NYG,@,JAX,L 13-40,,,,,,,
48,1997,1997-09-14,3,25.276,SEA,@,IND,W 31-3,,,,,,,
49,1997,1997-09-21,4,25.283,NYG,@,STL,L 3-13,,,,,,,
50,1997,1997-09-28,5,25.290,NYG,,NOR,W 14-9,,,,,,,
51,1997,1997-10-05,6,25.297,NYG,,DAL,W 20-17,,1,6,0.0,2,64,1
52,1997,1997-10-12,7,25.304,NYG,@,ARI,W 27-13,,0,0,0.0,1,0,0
53,1997,1997-10-19,8,25.311,NYG,@,DET,W 26-20,,,,,,,
54,1997,1997-10-26,9,25.318,NYG,,CIN,W 29-27,,,,,,,
55,1997,1997-11-09,10,25.332,NYG,@,TEN,L 6-10,,,,,,,
56,1997,1997-11-16,11,25.339,NYG,,ARI,W 19-10,,0,0,0.0,1,24,0
57,1997,1997-11-23,12,25.346,NYG,@,WAS,T 7-7,,,,,0,5,0
58,1997,1997-11-30,13,25.353,NYG,,TAM,L 8-20,,0,0,0.0,1,53,0
59,1997,1997-12-07,14,25.360,NYG,@,PHI,W 31-21,,,,,,,
60,1997,1997-12-13,15,26.001,NYG,,WAS,W 30-10,,,,,,,
61,1997,1997-12-21,16,26.009,NYG,@,DAL,W 20-7,,,,,,,
62,1998,1998-09-06,1,26.268,NYG,,WAS,W 31-24,,,,,,,
63,1998,1998-09-13,2,26.275,NYG,@,OAK,L 17-20,,,,,,,
64,1998,1998-09-21,3,26.283,NYG,,DAL,L 7-31,,,,,,,
65,1998,1998-10-04,5,26.296,NYG,@,TAM,L 3-20,,0,0,1.0,0,0,0
66,1998,1998-10-11,6,26.303,NYG,,ATL,L 20-34,,,,,,,
67,1998,1998-10-18,7,26.310,NYG,,ARI,W 34-7,,,,,,,
68,1998,1998-11-01,8,26.324,NYG,@,WAS,L 14-21,,,,,,,
69,1998,1998-11-08,9,26.331,NYG,@,DAL,L 6-16,,,,,,,
70,1998,1998-11-15,10,26.338,NYG,,GNB,L 3-37,,,,,,,
71,1998,1998-11-22,11,26.345,NYG,,PHI,W 20-0,,0,0,2.0,0,0,0
72,1998,1998-11-30,12,26.353,NYG,@,SFO,L 7-31,,,,,,,
73,1998,1998-12-06,13,26.359,NYG,@,ARI,W 23-19,,,,,,,
74,1998,1998-12-13,14,27.001,NYG,,DEN,W 20-16,,,,,,,
75,1998,1998-12-20,15,27.008,NYG,,KAN,W 28-7,,,,,,,
76,1999,1999-09-12,1,27.274,IND,,BUF,W 31-14,,,,,,,
77,1999,1999-09-19,2,27.281,IND,@,NWE,L 28-31,,,,,,,
78,1999,1999-09-26,3,27.288,IND,@,SDG,W 27-19,,,,,,,
79,1999,1999-10-10,4,27.302,IND,,MIA,L 31-34,*,,,,,,
80,1999,1999-10-24,6,27.316,IND,,CIN,W 31-10,,,,,,,
81,1999,1999-10-31,7,27.323,IND,,DAL,W 34-24,,,,,,,
82,1999,1999-11-07,8,27.330,IND,,KAN,W 25-17,,,,,,,
83,1999,1999-11-14,9,27.337,IND,@,NYG,W 27-19,,0,0,0.0,1,4,0
