ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1989,1989-09-10,1,25.061,ATL,,RAM,L 21-31,,0,0,,0,,,5,98,19.60,0,0,0
2,1989,1989-09-17,2,25.068,ATL,,DAL,W 27-21,,0,0,,0,,,0,0,,0,,
3,1989,1989-09-24,3,25.075,ATL,@,IND,L 9-13,,0,0,,0,,,2,44,22.00,0,0,0
4,1989,1989-10-01,4,25.082,ATL,@,GNB,L 21-23,,0,0,,0,,,0,0,,0,,
5,1989,1989-10-08,5,25.089,ATL,@,RAM,L 14-26,,1,11,11.00,0,,,0,0,,0,0,0
6,1989,1989-10-15,6,25.096,ATL,,NWE,W 16-15,,0,0,,0,,,0,0,,0,,
7,1989,1989-10-22,7,25.103,ATL,@,PHO,L 20-34,,2,27,13.50,0,,,0,0,,0,0,0
8,1989,1989-10-29,8,25.110,ATL,@,NOR,L 13-20,,0,0,,0,,,0,0,,0,,
9,1989,1989-11-05,9,25.117,ATL,,BUF,W 30-28,,0,0,,0,,,0,0,,0,,
10,1989,1989-11-12,10,25.124,ATL,@,SFO,L 3-45,,0,0,,0,,,0,0,,0,,
11,1989,1989-11-19,11,25.131,ATL,,NOR,L 17-26,,0,0,,0,,,0,0,,0,,
12,1989,1989-11-26,12,25.138,ATL,@,NYJ,L 7-27,,0,0,,0,,,0,0,,0,,
13,1989,1989-12-03,13,25.145,ATL,,SFO,L 10-23,,1,8,8.00,0,,,0,0,,0,0,0
14,1989,1989-12-10,14,25.152,ATL,@,MIN,L 17-43,,0,0,,0,,,0,0,,0,,
15,1989,1989-12-17,15,25.159,ATL,,WAS,L 30-31,,0,0,,0,,,0,0,,0,,
16,1989,1989-12-24,16,25.166,ATL,,DET,L 24-31,,0,0,,0,,,0,0,,0,,
17,1990,1990-10-07,4,26.088,ATL,,NOR,W 28-27,,0,0,,0,,,,,,,,
18,1990,1990-10-14,5,26.095,ATL,,SFO,L 35-45,,3,87,29.00,0,,,0,0,,0,0,0
19,1990,1990-10-21,6,26.102,ATL,@,RAM,L 24-44,,0,0,,0,,,,,,,,
20,1990,1990-10-28,7,26.109,ATL,,CIN,W 38-17,,0,0,,0,,,,,,,,
21,1990,1990-11-04,8,26.116,ATL,@,PIT,L 9-21,,0,0,,0,,,,,,,,
22,1990,1990-11-11,9,26.123,ATL,@,CHI,L 24-30,,0,0,,0,,,,,,,,
23,1990,1990-11-18,10,26.130,ATL,,PHI,L 23-24,,1,50,50.00,0,,,0,0,,0,0,0
24,1990,1990-11-25,11,26.137,ATL,@,NOR,L 7-10,,1,51,51.00,1,,,0,0,,0,1,6
25,1990,1990-12-02,12,26.144,ATL,@,TAM,L 17-23,,1,22,22.00,0,,,0,0,,0,0,0
26,1990,1990-12-09,13,26.151,ATL,,PHO,L 13-24,,2,14,7.00,0,,,0,0,,0,0,0
27,1990,1990-12-16,14,26.158,ATL,@,CLE,L 10-13,,5,62,12.40,0,,,0,0,,0,0,0
28,1990,1990-12-23,15,26.165,ATL,,RAM,W 20-13,,5,97,19.40,0,,,0,0,,0,0,0
29,1990,1990-12-30,16,26.172,ATL,,DAL,W 26-7,,0,0,,0,,,,,,,,
30,1991,1991-09-01,1,27.052,ATL,@,KAN,L 3-14,,1,8,8.00,0,,,0,0,,0,0,0
31,1991,1991-09-08,2,27.059,ATL,,MIN,L 19-20,,7,128,18.29,1,,,0,0,,0,1,6
32,1991,1991-09-15,3,27.066,ATL,@,SDG,W 13-10,,1,9,9.00,0,,,0,0,,0,0,0
33,1991,1991-09-22,4,27.073,ATL,,RAI,W 21-17,,3,39,13.00,0,,,0,0,,0,0,0
34,1991,1991-09-29,5,27.080,ATL,,NOR,L 6-27,,3,54,18.00,0,,,0,0,,0,0,0
35,1991,1991-11-03,9,27.115,ATL,,SFO,W 17-14,,1,6,6.00,0,,,0,0,,0,0,0
36,1991,1991-11-10,10,27.122,ATL,@,WAS,L 17-56,,0,0,,0,,,,,,,,
37,1991,1991-11-17,11,27.129,ATL,,TAM,W 43-7,,2,21,10.50,0,,,0,0,,0,0,0
38,1991,1991-11-24,12,27.136,ATL,@,NOR,W 23-20,,1,8,8.00,0,,,0,0,,0,0,0
39,1991,1991-12-01,13,27.143,ATL,,GNB,W 35-31,,3,29,9.67,0,,,0,0,,0,0,0
40,1991,1991-12-08,14,27.150,ATL,@,RAM,W 31-14,,2,24,12.00,0,,,0,0,,0,0,0
41,1991,1991-12-15,15,27.157,ATL,,SEA,W 26-13,,4,39,9.75,1,,,0,0,,0,1,6
42,1992,1992-09-13,2,28.064,ATL,@,WAS,L 17-24,4,2,22,11.00,0,50.0%,5.50,0,0,,0,0,0
43,1992,1992-09-20,3,28.071,ATL,,NOR,L 7-10,1,0,0,,0,0.0%,0.00,,,,,,
44,1992,1992-09-27,4,28.078,ATL,@,CHI,L 31-41,,0,0,,0,0.0%,,,,,,,
45,1992,1992-10-18,7,28.099,ATL,@,SFO,L 17-56,5,3,34,11.33,0,60.0%,6.80,0,0,,0,0,0
46,1992,1992-11-01,8,28.113,ATL,,RAM,W 30-28,1,1,-2,-2.00,0,100.0%,-2.00,0,0,,0,0,0
47,1992,1992-11-29,12,28.141,TAM,@,GNB,L 14-19,1,0,0,,0,0.0%,0.00,2,52,26.00,0,0,0
48,1992,1992-12-06,13,28.148,TAM,,RAM,L 27-31,,,,,,0.0%,,0,0,,0,,
