ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1989,1989-09-10,1,23.185,MIA,,BUF,L 24-27,,,,,,
2,1989,1989-09-17,2,23.192,MIA,@,NWE,W 24-10,,,,,,
3,1989,1989-09-24,3,23.199,MIA,,NYJ,L 33-40,,,,,,
4,1989,1989-10-01,4,23.206,MIA,@,HOU,L 7-39,0,0,0.0,1,0,0
5,1989,1989-10-08,5,23.213,MIA,,CLE,W 13-10,0,0,0.0,1,23,0
6,1989,1989-10-15,6,23.220,MIA,@,CIN,W 20-13,,,,,,
7,1989,1989-10-22,7,23.227,MIA,,GNB,W 23-20,,,,,,
8,1989,1989-10-29,8,23.234,MIA,@,BUF,L 17-31,,,,,,
9,1989,1989-11-05,9,23.241,MIA,,IND,W 19-13,,,,,,
10,1989,1989-11-12,10,23.248,MIA,@,NYJ,W 31-23,,,,,,
11,1989,1989-11-19,11,23.255,MIA,@,DAL,W 17-14,,,,,,
12,1989,1989-11-26,12,23.262,MIA,,PIT,L 14-34,,,,,,
13,1989,1989-12-10,14,23.276,MIA,,NWE,W 31-10,,,,,,
14,1989,1989-12-17,15,23.283,MIA,@,IND,L 13-42,0,0,0.0,1,9,0
15,1989,1989-12-24,16,23.290,MIA,,KAN,L 24-27,0,0,0.0,1,0,0
16,1990,1990-09-09,1,24.184,MIA,@,NWE,W 27-24,,,,,,
17,1990,1990-09-16,2,24.191,MIA,,BUF,W 30-7,0,0,0.0,1,0,0
18,1990,1990-09-23,3,24.198,MIA,@,NYG,L 3-20,,,,,,
19,1990,1990-09-30,4,24.205,MIA,@,PIT,W 28-6,,,,,,
20,1990,1990-10-07,5,24.212,MIA,,NYJ,W 20-16,,,,,,
21,1990,1990-10-18,6,24.223,MIA,,NWE,W 17-10,,,,,,
22,1990,1990-10-28,7,24.233,MIA,@,IND,W 27-7,,,,,,
23,1990,1990-11-04,8,24.240,MIA,,PHO,W 23-3,0,0,0.0,1,21,0
24,1990,1990-11-11,9,24.247,MIA,@,NYJ,W 17-3,0,0,0.0,1,35,0
25,1990,1990-11-19,10,24.255,MIA,,RAI,L 10-13,,,,,,
26,1990,1990-11-25,11,24.261,MIA,@,CLE,W 30-13,0,0,0.0,1,31,0
27,1990,1990-12-02,12,24.268,MIA,@,WAS,L 20-42,,,,,,
28,1990,1990-12-09,13,24.275,MIA,,PHI,W 23-20,0,0,0.0,1,0,0
29,1990,1990-12-16,14,24.282,MIA,,SEA,W 24-17,,,,,,
30,1990,1990-12-23,15,24.289,MIA,@,BUF,L 14-24,,,,,,
