ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,def_int,def_int_yds,def_int_td
1,1994,1994-12-24,16,24.107,HOU,,NYJ,W 24-10,,,,,,,
2,1995,1995-09-03,1,24.360,HOU,@,JAX,W 10-3,0,0,,0,,,
3,1995,1995-09-10,2,25.002,HOU,,PIT,L 17-34,0,0,,0,,,
4,1995,1995-09-17,3,25.009,HOU,,CLE,L 7-14,0,0,,0,,,
5,1995,1995-09-24,4,25.016,HOU,@,CIN,W 38-28,0,0,,0,,,
6,1995,1995-10-01,5,25.023,HOU,,JAX,L 16-17,0,0,,0,,,
7,1995,1995-10-08,6,25.030,HOU,@,MIN,L 17-23,0,0,,0,,,
8,1995,1995-10-22,7,25.044,HOU,@,CHI,L 32-35,0,0,,0,,,
9,1995,1995-10-29,8,25.051,HOU,,TAM,W 19-7,0,0,,0,,,
10,1995,1995-11-05,9,25.058,HOU,@,CLE,W 37-10,0,0,,0,,,
11,1995,1995-11-12,10,25.065,HOU,,CIN,L 25-32,0,0,,0,,,
12,1995,1995-11-19,11,25.072,HOU,@,KAN,L 13-20,1,-4,-4.00,0,0,0,0
13,1995,1995-11-26,12,25.079,HOU,,DEN,W 42-33,0,0,,0,1,0,0
14,1995,1995-12-03,13,25.086,HOU,@,PIT,L 7-21,0,0,,0,,,
15,1995,1995-12-10,14,25.093,HOU,,DET,L 17-24,0,0,,0,1,6,0
16,1995,1995-12-17,15,25.100,HOU,,NYJ,W 23-6,0,0,,0,,,
17,1996,1996-09-01,1,25.359,HOU,,KAN,L 19-20,,,,,,,
18,1996,1996-09-08,2,26.000,HOU,@,JAX,W 34-27,,,,,,,
19,1996,1996-09-15,3,26.007,DAL,,IND,L 24-25,,,,,,,
20,1996,1996-09-29,4,26.021,HOU,@,PIT,L 16-30,,,,,,,
21,1996,1996-10-06,5,26.028,HOU,@,CIN,W 30-27,,,,,,,
22,1996,1996-10-28,8,26.050,MIN,,CHI,L 13-15,,,,,,,
23,1996,1996-11-03,9,26.056,MIN,,KAN,L 6-21,,,,,,,
24,1996,1996-11-28,13,26.081,WAS,@,DAL,L 10-21,,,,,,,
25,1996,1996-12-08,14,26.091,WAS,@,TAM,L 10-24,,,,,,,
26,1996,1996-12-15,15,26.098,WAS,@,ARI,L 26-27,,,,,,,
27,1997,1997-08-31,1,26.357,TEN,,OAK,W 24-21,,,,,,,
28,1997,1997-09-07,2,26.364,TEN,@,MIA,L 13-16,,,,,,,
29,1997,1997-09-21,4,27.013,BUF,,IND,W 37-35,,,,,,,
