ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2010,2010-09-12,1,24.312,GNB,@,PHI,W 27-20,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
2,2010,2010-09-19,2,24.319,GNB,,BUF,W 34-7,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
3,2010,2010-09-27,3,24.327,GNB,@,CHI,L 17-20,,,,,,,0.0%,,,,,,,,,,
4,2010,2010-10-03,4,24.333,GNB,,DET,W 28-26,,,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,1
5,2010,2010-10-10,5,24.340,GNB,@,WAS,L 13-16,,2,1,3,3.00,0,50.0%,1.50,0,0,,0,0,0,0.0,0,0
6,2010,2010-10-17,6,24.347,GNB,,MIA,L 20-23,,1,1,33,33.00,0,100.0%,33.00,0,0,,0,0,0,0.0,0,0
7,2010,2010-10-24,7,24.354,GNB,,MIN,W 28-24,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
8,2010,2010-10-31,8,24.361,GNB,@,NYJ,W 9-0,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
9,2010,2010-11-07,9,25.003,GNB,,DAL,W 45-7,,2,1,4,4.00,0,50.0%,2.00,0,0,,0,0,0,0.0,0,0
10,2010,2010-11-21,10,25.017,GNB,@,MIN,W 31-3,,,,,,,0.0%,,,,,,,,,,
11,2010,2010-11-28,11,25.024,GNB,@,ATL,L 17-20,,,,,,,0.0%,,,,,,,,,,
12,2010,2010-12-05,12,25.031,GNB,,SFO,W 34-16,,,,,,,0.0%,,,,,,,,,,
13,2010,2010-12-12,13,25.038,GNB,@,DET,L 3-7,,,,,,,0.0%,,,,,,,,,,
14,2010,2010-12-19,14,25.045,GNB,@,NWE,L 27-31,,1,,,,,0.0%,,,,,,,,,,
15,2010,2010-12-26,15,25.052,GNB,,NYG,W 45-17,*,1,1,21,21.00,0,100.0%,21.00,0,0,,0,0,0,0.0,0,1
16,2010,2011-01-02,16,25.059,GNB,,CHI,W 10-3,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
17,2011,2011-09-08,1,25.308,GNB,,NOR,W 42-34,,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,0.0,0,0
