ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2009,2009-09-13,1,21.109,MIA,@,ATL,L 7-19,,0,0,0.0,1,0,0,0,0
2,2009,2009-09-21,2,21.117,MIA,,IND,L 23-27,,,,,,,,,
3,2009,2009-09-27,3,21.123,MIA,@,SDG,L 13-23,,0,0,0.0,0,0,0,0,0
4,2009,2009-10-04,4,21.130,MIA,,BUF,W 38-10,,1,6,0.0,2,0,1,23,1
5,2009,2009-10-12,5,21.138,MIA,,NYJ,W 31-27,,0,0,0.0,2,0,0,0,0
6,2009,2009-10-25,6,21.151,MIA,,NOR,L 34-46,,0,0,0.0,2,0,0,0,0
7,2009,2009-11-01,7,21.158,MIA,@,NYJ,W 30-25,*,0,0,0.0,4,2,0,0,0
8,2009,2009-11-08,8,21.165,MIA,@,NWE,L 17-27,*,0,0,0.0,6,0,1,15,0
9,2009,2009-11-15,9,21.172,MIA,,TAM,W 25-23,*,0,0,0.0,4,1,0,0,0
10,2009,2009-11-19,10,21.176,MIA,@,CAR,W 24-17,*,0,0,0.0,3,0,0,0,0
11,2009,2009-11-29,11,21.186,MIA,@,BUF,L 14-31,*,0,0,0.0,4,0,0,0,0
12,2009,2009-12-06,12,21.193,MIA,,NWE,W 22-21,*,0,0,0.0,2,1,1,0,0
13,2009,2009-12-13,13,21.200,MIA,@,JAX,W 14-10,,0,0,0.0,2,0,0,0,0
14,2009,2009-12-20,14,21.207,MIA,@,TEN,L 24-27,*,0,0,0.0,3,0,1,26,0
15,2009,2009-12-27,15,21.214,MIA,,HOU,L 20-27,*,0,0,0.0,6,0,0,0,0
16,2009,2010-01-03,16,21.221,MIA,,PIT,L 24-30,*,0,0,0.0,4,0,0,0,0
17,2010,2010-09-12,1,22.108,MIA,@,BUF,W 15-10,*,0,0,0.0,2,0,0,0,0
18,2010,2010-09-19,2,22.115,MIA,@,MIN,W 14-10,*,0,0,0.0,6,0,1,0,0
19,2010,2010-09-26,3,22.122,MIA,,NYJ,L 23-31,*,0,0,0.0,1,0,0,0,0
20,2010,2010-10-04,4,22.130,MIA,,NWE,L 14-41,*,0,0,0.0,3,0,0,0,0
21,2010,2010-10-17,5,22.143,MIA,@,GNB,W 23-20,*,0,0,0.0,4,0,0,0,0
22,2010,2010-10-24,6,22.150,MIA,,PIT,L 22-23,*,0,0,0.0,0,0,0,0,0
23,2010,2010-10-31,7,22.157,MIA,@,CIN,W 22-14,*,0,0,0.0,1,3,0,0,0
24,2010,2010-11-07,8,22.164,MIA,@,BAL,L 10-26,*,0,0,0.0,4,3,0,0,0
25,2010,2010-11-14,9,22.171,MIA,,TEN,W 29-17,*,0,0,0.0,2,1,0,0,0
26,2010,2010-11-18,10,22.175,MIA,,CHI,L 0-16,*,0,0,0.0,3,1,0,0,0
27,2010,2010-11-28,11,22.185,MIA,@,OAK,W 33-17,,0,0,0.0,5,0,0,0,0
28,2010,2010-12-05,12,22.192,MIA,,CLE,L 10-13,*,0,0,0.0,4,0,0,0,0
29,2010,2010-12-12,13,22.199,MIA,@,NYJ,W 10-6,*,0,0,0.0,1,0,0,0,0
30,2010,2010-12-19,14,22.206,MIA,,BUF,L 14-17,*,0,0,0.0,2,0,0,0,0
31,2010,2010-12-26,15,22.213,MIA,,DET,L 27-34,*,0,0,0.0,2,0,0,0,0
32,2010,2011-01-02,16,22.220,MIA,@,NWE,L 7-38,*,0,0,0.0,3,0,0,0,0
33,2011,2011-09-12,1,23.108,MIA,,NWE,L 24-38,*,0,0,0.0,3,1,0,0,0
34,2011,2011-09-18,2,23.114,MIA,,HOU,L 13-23,*,0,0,0.0,6,0,0,0,0
35,2011,2011-10-17,5,23.143,MIA,@,NYJ,L 6-24,*,0,0,0.0,6,0,0,0,0
36,2011,2011-10-23,6,23.149,MIA,,DEN,L 15-18,*,,,,,,,,
37,2011,2011-11-13,9,23.170,MIA,,WAS,W 20-9,*,0,0,0.0,3,1,1,28,0
38,2011,2011-11-20,10,23.177,MIA,,BUF,W 35-8,*,0,0,0.0,3,0,0,0,0
39,2011,2011-11-24,11,23.181,MIA,@,DAL,L 19-20,*,0,0,0.0,5,0,1,25,0
40,2011,2011-12-04,12,23.191,MIA,,OAK,W 34-14,*,0,0,1.0,4,0,0,0,0
41,2011,2011-12-11,13,23.198,MIA,,PHI,L 10-26,*,0,0,0.0,2,0,0,0,0
42,2011,2011-12-18,14,23.205,MIA,@,BUF,W 30-23,*,0,0,0.0,4,1,2,7,0
43,2011,2011-12-24,15,23.211,MIA,@,NWE,L 24-27,*,0,0,0.0,1,1,0,0,0
44,2011,2012-01-01,16,23.219,MIA,,NYJ,W 19-17,*,0,0,0.0,2,0,0,0,0
45,2012,2012-09-09,1,24.105,IND,@,CHI,L 21-41,*,0,0,0.0,5,0,0,0,0
46,2012,2012-09-16,2,24.112,IND,,MIN,W 23-20,*,0,0,0.0,5,2,0,0,0
47,2012,2012-09-23,3,24.119,IND,,JAX,L 17-22,*,0,0,0.0,1,2,0,0,0
48,2012,2012-10-21,6,24.147,IND,,CLE,W 17-13,*,0,0,0.0,3,0,0,0,0
49,2012,2012-10-28,7,24.154,IND,@,TEN,W 19-13,*,0,0,0.0,1,0,0,0,0
50,2012,2012-12-02,12,24.189,IND,@,DET,W 35-33,*,0,0,0.0,6,0,0,0,0
51,2012,2012-12-09,13,24.196,IND,,TEN,W 27-23,*,0,0,1.0,7,1,0,0,0
52,2012,2012-12-16,14,24.203,IND,@,HOU,L 17-29,*,0,0,0.0,9,0,0,0,0
53,2012,2012-12-23,15,24.210,IND,@,KAN,W 20-13,*,0,0,0.0,4,0,1,0,0
54,2012,2012-12-30,16,24.217,IND,,HOU,W 28-16,*,0,0,0.0,5,0,2,26,0
55,2013,2013-09-08,1,25.104,IND,,OAK,W 21-17,*,0,0,0.0,2,0,0,0,0
56,2013,2013-09-15,2,25.111,IND,,MIA,L 20-24,*,0,0,0.0,3,0,0,0,0
57,2013,2013-09-22,3,25.118,IND,@,SFO,W 27-7,*,,,,,,,,
58,2013,2013-09-29,4,25.125,IND,@,JAX,W 37-3,*,0,0,0.0,3,0,1,0,0
59,2013,2013-10-06,5,25.132,IND,,SEA,W 34-28,*,0,0,0.0,3,0,0,0,0
60,2013,2013-10-14,6,25.140,IND,@,SDG,L 9-19,*,0,0,0.0,5,2,0,0,0
61,2013,2013-10-20,7,25.146,IND,,DEN,W 39-33,*,0,0,0.0,3,2,0,0,0
62,2013,2013-11-03,8,25.160,IND,@,HOU,W 27-24,*,0,0,0.0,2,0,0,0,0
63,2013,2013-11-10,9,25.167,IND,,STL,L 8-38,*,0,0,0.0,2,0,0,0,0
64,2013,2013-11-14,10,25.171,IND,@,TEN,W 30-27,*,0,0,0.0,4,0,0,0,0
65,2013,2013-11-24,11,25.181,IND,@,ARI,L 11-40,*,0,0,0.0,3,0,0,0,0
66,2013,2013-12-01,12,25.188,IND,,TEN,W 22-14,*,0,0,0.0,3,1,0,0,0
67,2013,2013-12-08,13,25.195,IND,@,CIN,L 28-42,*,0,0,0.0,2,0,0,0,0
68,2013,2013-12-15,14,25.202,IND,,HOU,W 25-3,*,0,0,0.0,3,0,0,0,0
69,2013,2013-12-22,15,25.209,IND,@,KAN,W 23-7,*,0,0,0.0,3,0,0,0,0
70,2013,2013-12-29,16,25.216,IND,,JAX,W 30-10,*,,,,,,,,
71,2014,2014-09-07,1,26.103,IND,@,DEN,L 24-31,*,0,0,0.0,1,1,0,0,0
72,2014,2014-09-15,2,26.111,IND,,PHI,L 27-30,*,0,0,0.0,4,0,0,0,0
73,2014,2014-09-21,3,26.117,IND,@,JAX,W 44-17,*,0,0,0.0,2,0,1,-7,0
74,2014,2014-09-28,4,26.124,IND,,TEN,W 41-17,*,,,,,,,,
75,2014,2014-10-05,5,26.131,IND,,BAL,W 20-13,*,0,0,0.0,3,1,1,29,0
76,2014,2014-10-09,6,26.135,IND,@,HOU,W 33-28,*,0,0,0.0,4,1,0,0,0
77,2014,2014-10-19,7,26.145,IND,,CIN,W 27-0,*,0,0,0.0,3,0,0,0,0
78,2014,2014-10-26,8,26.152,IND,@,PIT,L 34-51,*,0,0,0.0,1,0,0,0,0
79,2014,2014-11-03,9,26.160,IND,@,NYG,W 40-24,*,0,0,0.0,4,0,0,0,0
80,2014,2014-11-16,10,26.173,IND,,NWE,L 20-42,*,0,0,0.0,1,2,0,0,0
81,2014,2014-11-23,11,26.180,IND,,JAX,W 23-3,*,0,0,0.0,2,0,1,42,0
82,2014,2014-11-30,12,26.187,IND,,WAS,W 49-27,*,0,0,0.0,1,1,0,0,0
83,2014,2014-12-14,14,26.201,IND,,HOU,W 17-10,*,0,0,0.0,3,0,1,8,0
84,2014,2014-12-21,15,26.208,IND,@,DAL,L 7-42,*,0,0,0.0,4,0,0,0,0
85,2014,2014-12-28,16,26.215,IND,@,TEN,W 27-10,*,0,0,0.0,2,1,0,0,0
86,2015,2015-09-13,1,27.109,IND,@,BUF,L 14-27,*,0,0,0.0,0,0,0,0,0
87,2015,2015-09-21,2,27.117,IND,,NYJ,L 7-20,*,0,0,0.0,2,0,0,0,0
88,2015,2015-09-27,3,27.123,IND,@,TEN,W 35-33,*,0,0,0.0,3,1,0,0,0
89,2015,2015-10-04,4,27.130,IND,,JAX,W 16-13,*,0,0,0.0,2,1,0,0,0
90,2015,2015-10-08,5,27.134,IND,@,HOU,W 27-20,*,0,0,0.0,3,2,0,0,0
91,2015,2015-10-18,6,27.144,IND,,NWE,L 27-34,*,0,0,0.0,0,0,0,0,0
92,2015,2015-10-25,7,27.151,IND,,NOR,L 21-27,*,0,0,0.0,4,2,1,0,0
93,2015,2015-11-02,8,27.159,IND,@,CAR,L 26-29,*,0,0,0.0,2,0,1,0,0
94,2015,2015-11-08,9,27.165,IND,,DEN,W 27-24,*,0,0,0.0,3,0,0,0,0
95,2015,2015-11-22,10,27.179,IND,@,ATL,W 24-21,*,0,0,0.0,3,0,0,0,0
96,2015,2015-11-29,11,27.186,IND,,TAM,W 25-12,*,0,0,0.0,1,2,0,0,0
97,2015,2015-12-06,12,27.193,IND,@,PIT,L 10-45,*,0,0,0.0,3,0,0,0,0
98,2015,2015-12-13,13,27.200,IND,@,JAX,L 16-51,*,0,0,0.0,1,0,0,0,0
99,2015,2015-12-20,14,27.207,IND,,HOU,L 10-16,*,0,0,0.0,4,1,1,6,0
100,2015,2015-12-27,15,27.214,IND,@,MIA,W 18-12,*,0,0,0.0,4,1,1,0,0
101,2015,2016-01-03,16,27.221,IND,,TEN,W 30-24,*,0,0,0.0,3,0,0,0,0
102,2016,2016-09-25,3,28.121,IND,,SDG,W 26-22,*,0,0,0.0,3,0,0,0,0
