ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1978,1978-09-03,1,23.244,CIN,,KAN,L 23-24,1,2,2.00,0,0,0,,0,0,0,,0,0,0
2,1978,1978-09-10,2,23.251,CIN,@,CLE,L 10-13,1,0,0.00,0,0,0,,0,0,0,,0,0,0
3,1978,1978-09-17,3,23.258,CIN,,PIT,L 3-28,2,0,0.00,0,2,7,3.50,0,0,0,,0,0,0
4,1978,1978-09-24,4,23.265,CIN,,NOR,L 18-20,1,0,0.00,0,1,6,6.00,0,0,0,,0,0,0
5,1978,1978-10-01,5,23.272,CIN,@,SFO,L 12-28,0,0,,0,0,0,,0,1,24,24.00,0,0,0
6,1978,1978-10-09,6,23.280,CIN,@,MIA,L 0-21,2,0,0.00,0,0,0,,0,0,0,,0,0,0
7,1978,1978-10-15,7,23.286,CIN,,NWE,L 3-10,,,,,,,,,,,,,,
8,1978,1978-10-22,8,23.293,CIN,@,BUF,L 0-5,,,,,,,,,,,,,,
9,1978,1978-10-29,9,23.300,CIN,,HOU,W 28-13,13,84,6.46,0,1,5,5.00,0,0,0,,0,0,0
10,1978,1978-11-05,10,23.307,CIN,@,SDG,L 13-22,16,116,7.25,0,1,8,8.00,0,0,0,,0,0,0
11,1978,1978-11-13,11,23.315,CIN,,OAK,L 21-34,13,31,2.38,0,1,8,8.00,0,0,0,,0,0,0
12,1978,1978-11-19,12,23.321,CIN,@,PIT,L 6-7,17,45,2.65,0,3,12,4.00,0,0,0,,0,0,0
13,1978,1978-11-26,13,23.328,CIN,@,HOU,L 10-17,17,51,3.00,0,2,4,2.00,0,0,0,,0,0,0
14,1978,1978-12-03,14,23.335,CIN,,ATL,W 37-7,1,4,4.00,0,0,0,,0,0,0,,0,0,0
15,1978,1978-12-11,15,23.343,CIN,@,RAM,W 20-19,,,,,,,,,,,,,,
16,1978,1978-12-17,16,23.349,CIN,,CLE,W 48-16,,,,,,,,,,,,,,
17,1979,1979-09-02,1,24.243,CIN,@,DEN,L 0-10,2,0,0.00,0,0,0,,0,0,0,,0,0,0
18,1979,1979-09-09,2,24.250,CIN,@,BUF,L 24-51,4,10,2.50,0,0,0,,0,3,71,23.67,0,0,0
19,1979,1979-09-16,3,24.257,CIN,,NWE,L 14-20,0,0,,0,0,0,,0,5,97,19.40,0,0,0
20,1979,1979-09-23,4,24.264,CIN,,HOU,L 27-30,,,,,,,,,,,,,,
21,1979,1979-09-30,5,24.271,CIN,@,DAL,L 13-38,0,0,,0,0,0,,0,7,174,24.86,0,0,0
22,1979,1979-10-07,6,24.278,CIN,,KAN,L 7-10,7,33,4.71,0,1,8,8.00,0,3,69,23.00,0,0,0
23,1979,1979-10-14,7,24.285,CIN,,PIT,W 34-10,7,25,3.57,0,0,0,,0,0,0,,0,0,0
24,1979,1979-10-21,8,24.292,CIN,@,CLE,L 27-28,1,7,7.00,0,1,10,10.00,0,4,73,18.25,0,0,0
25,1979,1979-10-28,9,24.299,CIN,,PHI,W 37-13,3,4,1.33,0,0,0,,0,3,60,20.00,0,0,0
26,1979,1979-11-04,10,24.306,CIN,@,BAL,L 28-38,1,3,3.00,1,0,0,,0,5,112,22.40,0,1,6
27,1979,1979-11-11,11,24.313,CIN,,SDG,L 24-26,1,1,1.00,0,0,0,,0,2,27,13.50,0,0,0
28,1979,1979-11-18,12,24.320,CIN,@,HOU,L 21-42,1,-6,-6.00,0,0,0,,0,7,176,25.14,0,0,0
29,1979,1979-11-25,13,24.327,CIN,,STL,W 34-28,0,0,,0,0,0,,0,3,67,22.33,0,0,0
30,1979,1979-12-02,14,24.334,CIN,@,PIT,L 17-37,1,9,9.00,0,0,0,,0,7,129,18.43,0,0,0
31,1979,1979-12-09,15,24.341,CIN,@,WAS,L 14-28,0,0,,0,0,0,,0,4,60,15.00,0,0,0
32,1979,1979-12-16,16,24.348,CIN,,CLE,W 16-12,0,0,,0,0,0,,0,2,34,17.00,0,0,0
33,1980,1980-09-07,1,25.249,CIN,,TAM,L 12-17,0,0,,0,0,0,,0,2,53,26.50,0,0,0
34,1980,1980-09-14,2,25.256,CIN,@,MIA,L 16-17,2,6,3.00,0,0,0,,0,3,47,15.67,0,0,0
35,1980,1980-09-21,3,25.263,CIN,,PIT,W 30-28,0,0,,0,2,9,4.50,0,3,59,19.67,0,0,0
36,1980,1980-10-05,5,25.277,CIN,@,GNB,L 9-14,,,,,,,,,,,,,,
37,1980,1980-10-19,7,25.291,CIN,,MIN,W 14-0,,,,,,,,,,,,,,
38,1980,1980-10-26,8,25.298,CIN,@,HOU,L 3-23,0,0,,0,1,11,11.00,0,0,0,,0,0,0
39,1980,1980-11-02,9,25.305,CIN,,SDG,L 14-31,7,37,5.29,0,1,15,15.00,1,0,0,,0,1,6
40,1980,1980-11-09,10,25.312,CIN,@,OAK,L 17-28,2,4,2.00,0,2,16,8.00,0,0,0,,0,0,0
41,1980,1980-11-16,11,25.319,CIN,,BUF,L 0-14,4,12,3.00,0,2,5,2.50,0,0,0,,0,0,0
42,1980,1980-11-23,12,25.326,CIN,@,CLE,L 7-31,11,62,5.64,0,3,21,7.00,0,1,14,14.00,0,0,0
43,1980,1980-11-30,13,25.333,CIN,@,KAN,W 20-6,4,9,2.25,0,1,-4,-4.00,0,0,0,,0,0,0
44,1980,1980-12-07,14,25.340,CIN,,BAL,W 34-33,,,,,,,,,,,,,,
