ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
1,1980,1980-09-08,1,21.356,WAS,,DAL,L 3-17,,,,,,,
2,1980,1980-09-14,2,21.362,WAS,@,NYG,W 23-21,,,,,,,
3,1980,1980-09-21,3,22.003,WAS,@,OAK,L 21-24,,,,,,,
4,1980,1980-09-28,4,22.010,WAS,,SEA,L 0-14,,,,,,,
5,1980,1980-10-05,5,22.017,WAS,@,PHI,L 14-24,,,,,,,
6,1980,1980-10-13,6,22.025,WAS,@,DEN,L 17-20,,,,,,,
7,1980,1980-10-19,7,22.031,WAS,,STL,W 23-0,,,,,,,
8,1980,1980-10-26,8,22.038,WAS,,NOR,W 22-14,,,,,,,
9,1980,1980-11-02,9,22.045,WAS,,MIN,L 14-39,,,,,,,
10,1980,1980-11-09,10,22.052,WAS,@,CHI,L 21-35,,,,,,,
11,1980,1980-11-16,11,22.059,WAS,,PHI,L 0-24,,,,,,,
12,1980,1980-11-23,12,22.066,WAS,@,DAL,L 10-14,,,,,,,
13,1980,1980-11-30,13,22.073,WAS,@,ATL,L 6-10,,,,,,,
14,1980,1980-12-07,14,22.080,WAS,,SDG,W 40-17,,,,,,,
15,1980,1980-12-13,15,22.086,WAS,,NYG,W 16-13,,,,,,,
16,1980,1980-12-21,16,22.094,WAS,@,STL,W 31-7,,,,,,,
17,1981,1981-09-06,1,22.353,WAS,,DAL,L 10-26,,0,0,,0,,
18,1981,1981-09-13,2,22.360,WAS,,NYG,L 7-17,,0,0,,0,,
19,1981,1981-09-20,3,23.002,WAS,@,STL,L 30-40,,0,0,,0,,
20,1981,1981-09-27,4,23.009,WAS,@,PHI,L 13-36,,0,0,,0,,
21,1981,1981-10-04,5,23.016,WAS,,SFO,L 17-30,,0,0,,0,,
22,1981,1981-10-11,6,23.023,WAS,@,CHI,W 24-7,,0,0,,0,,
23,1981,1981-10-18,7,23.030,WAS,@,MIA,L 10-13,,0,0,,0,,
24,1981,1981-10-25,8,23.037,WAS,,NWE,W 24-22,,0,0,,0,,
25,1981,1981-11-01,9,23.044,WAS,,STL,W 42-21,,0,0,,0,,
26,1981,1981-11-08,10,23.051,WAS,,DET,W 33-31,,1,-4,-4.00,0,,
27,1981,1981-11-15,11,23.058,WAS,@,NYG,W 30-27,,0,0,,0,,
28,1981,1981-11-22,12,23.065,WAS,@,DAL,L 10-24,,0,0,,0,,
29,1981,1981-11-29,13,23.072,WAS,@,BUF,L 14-21,,0,0,,0,,
30,1981,1981-12-06,14,23.079,WAS,,PHI,W 15-13,,0,0,,0,,
31,1981,1981-12-13,15,23.086,WAS,,BAL,W 38-14,,0,0,,0,,
32,1981,1981-12-20,16,23.093,WAS,@,RAM,W 30-7,,0,0,,0,,
33,1982,1982-09-12,1,23.359,WAS,@,PHI,W 37-34,,,,,,,
34,1982,1982-09-19,2,24.001,WAS,@,TAM,W 21-13,,,,,,,
35,1982,1982-11-21,3,24.064,WAS,@,NYG,W 27-17,,,,,,,
36,1982,1982-11-28,4,24.071,WAS,,PHI,W 13-9,,,,,,,
37,1982,1982-12-05,5,24.078,WAS,,DAL,L 10-24,,,,,,,
38,1982,1982-12-12,6,24.085,WAS,@,STL,W 12-7,,,,,,,
39,1982,1982-12-19,7,24.092,WAS,,NYG,W 15-14,,,,,,,
40,1982,1982-12-26,8,24.099,WAS,@,NOR,W 27-10,,,,,,,
41,1982,1983-01-02,9,24.106,WAS,,STL,W 28-0,,,,,,,
42,1983,1983-09-05,1,24.352,WAS,,DAL,L 30-31,,,,,,,
43,1983,1983-09-11,2,24.358,WAS,@,PHI,W 23-13,,,,,,,
44,1983,1983-09-18,3,25.000,WAS,,KAN,W 27-12,,,,,,,
45,1983,1983-09-25,4,25.007,WAS,@,SEA,W 27-17,,,,,,,
46,1983,1983-10-02,5,25.014,WAS,,RAI,W 37-35,,,,,,,
47,1983,1983-10-09,6,25.021,WAS,@,STL,W 38-14,,,,,,,
48,1983,1983-10-17,7,25.029,WAS,@,GNB,L 47-48,,,,,,,
49,1983,1983-10-23,8,25.035,WAS,,DET,W 38-17,,,,,,,
50,1983,1983-10-31,9,25.043,WAS,@,SDG,W 27-24,,,,,,,
51,1983,1983-11-06,10,25.049,WAS,,STL,W 45-7,,,,,,,
52,1983,1983-11-13,11,25.056,WAS,@,NYG,W 33-17,,,,,,,
53,1983,1983-11-20,12,25.063,WAS,@,RAM,W 42-20,,,,,,,
54,1983,1983-11-27,13,25.070,WAS,,PHI,W 28-24,,,,,,,
55,1983,1983-12-04,14,25.077,WAS,,ATL,W 37-21,,,,,,,
56,1983,1983-12-11,15,25.084,WAS,@,DAL,W 31-10,,,,,,,
57,1983,1983-12-17,16,25.090,WAS,,NYG,W 31-22,,,,,,,
58,1984,1984-09-02,1,25.350,WAS,,MIA,L 17-35,,,,,,,
59,1984,1984-09-10,2,25.358,WAS,@,SFO,L 31-37,,,,,,,
60,1984,1984-09-16,3,25.364,WAS,,NYG,W 30-14,,,,,,,
61,1984,1984-09-23,4,26.005,WAS,@,NWE,W 26-10,,,,,,,
62,1984,1984-09-30,5,26.012,WAS,,PHI,W 20-0,,,,,,,
63,1984,1984-10-07,6,26.019,WAS,@,IND,W 35-7,,,,,,,
64,1984,1984-10-14,7,26.026,WAS,,DAL,W 34-14,,,,,,,
65,1984,1984-10-21,8,26.033,WAS,@,STL,L 24-26,,,,,,,
66,1985,1985-10-20,7,27.032,WAS,@,NYG,L 3-17,,,,,,,
67,1985,1985-10-27,8,27.039,WAS,@,CLE,W 14-7,,,,,,,
68,1985,1985-11-03,9,27.046,WAS,@,ATL,W 44-10,,,,,,,
69,1985,1985-11-10,10,27.053,WAS,,DAL,L 7-13,,,,,,,
70,1985,1985-11-18,11,27.061,WAS,,NYG,W 23-21,,,,,,,
71,1985,1985-11-24,12,27.067,WAS,@,PIT,W 30-23,,,,,,,
72,1985,1985-12-01,13,27.074,WAS,,SFO,L 8-35,,,,,,,
73,1985,1985-12-08,14,27.081,WAS,@,PHI,W 17-12,,,,,,,
74,1985,1985-12-15,15,27.088,WAS,,CIN,W 27-24,,,,,,,
75,1985,1985-12-21,16,27.094,WAS,@,STL,W 27-16,,,,,,,
76,1986,1986-09-07,1,27.354,WAS,,PHI,W 41-14,,,,,,,
77,1986,1986-09-14,2,27.361,WAS,,RAI,W 10-6,,,,,,,
78,1986,1986-09-21,3,28.003,WAS,@,SDG,W 30-27,,,,,,,
79,1986,1986-09-28,4,28.010,WAS,,SEA,W 19-14,,,,,,,
80,1986,1986-10-05,5,28.017,WAS,@,NOR,W 14-6,,,,,,,
81,1986,1986-10-12,6,28.024,WAS,@,DAL,L 6-30,,,,,,,
82,1986,1986-10-19,7,28.031,WAS,,STL,W 28-21,,,,,,,
83,1986,1986-10-27,8,28.039,WAS,@,NYG,L 20-27,,,,,,,
84,1986,1986-11-02,9,28.045,WAS,,MIN,W 44-38,,,,,,,
85,1986,1986-11-09,10,28.052,WAS,@,GNB,W 16-7,,,,,,,
86,1986,1986-11-17,11,28.060,WAS,,SFO,W 14-6,,,,,,,
87,1986,1986-11-23,12,28.066,WAS,,DAL,W 41-14,,,,,,,
88,1986,1986-11-30,13,28.073,WAS,@,STL,W 20-17,,,,,,,
89,1986,1986-12-07,14,28.080,WAS,,NYG,L 14-24,,,,,,,
90,1986,1986-12-13,15,28.086,WAS,@,DEN,L 30-31,,,,,,,
91,1986,1986-12-21,16,28.094,WAS,@,PHI,W 21-14,,,,,,,
92,1987,1987-09-13,1,28.360,WAS,,PHI,W 34-24,,,,,,,
93,1987,1987-09-20,2,29.002,WAS,@,ATL,L 20-21,,,,,,,
94,1987,1987-10-25,6,29.037,WAS,,NYJ,W 17-16,,,,,,,
95,1987,1987-11-01,7,29.044,WAS,@,BUF,W 27-7,,,,,,,
96,1987,1987-11-08,8,29.051,WAS,@,PHI,L 27-31,,,,,,,
97,1987,1987-11-15,9,29.058,WAS,,DET,W 20-13,,,,,,,
98,1987,1987-11-23,10,29.066,WAS,,RAM,L 26-30,,,,,,,
99,1987,1987-11-29,11,29.072,WAS,,NYG,W 23-19,,,,,,,
100,1987,1987-12-06,12,29.079,WAS,@,STL,W 34-17,,,,,,,
101,1987,1987-12-13,13,29.086,WAS,,DAL,W 24-20,,,,,,,
102,1987,1987-12-20,14,29.093,WAS,@,MIA,L 21-23,,,,,,,
103,1987,1987-12-26,15,29.099,WAS,@,MIN,W 27-24,,,,,,,
104,1988,1988-09-05,1,29.353,WAS,@,NYG,L 20-27,,,,,,,
105,1988,1988-09-11,2,29.359,WAS,,PIT,W 30-29,,,,,,,
106,1988,1988-10-02,5,30.014,WAS,,NYG,L 23-24,,,,,,,
107,1988,1988-10-09,6,30.021,WAS,@,DAL,W 35-17,,,,,,,
108,1988,1988-10-16,7,30.028,WAS,,PHO,W 33-17,,,,,,,
109,1988,1988-10-23,8,30.035,WAS,@,GNB,W 20-17,,,,,,,
110,1988,1988-10-30,9,30.042,WAS,@,HOU,L 17-41,,,,,,,
111,1988,1988-11-06,10,30.049,WAS,,NOR,W 27-24,,,,,,,
112,1988,1988-11-13,11,30.056,WAS,,CHI,L 14-34,,,,,,,
113,1988,1988-11-21,12,30.064,WAS,@,SFO,L 21-37,,,,,,,
114,1988,1988-11-27,13,30.070,WAS,,CLE,L 13-17,,,,,,,
115,1988,1988-12-11,15,30.084,WAS,,DAL,L 17-24,,,,,,,
116,1988,1988-12-17,16,30.090,WAS,@,CIN,L 17-20,,,,,,,
117,1989,1989-09-11,1,30.358,WAS,,NYG,L 24-27,,,,,,,
118,1989,1989-09-17,2,30.364,WAS,,PHI,L 37-42,,,,,,,
119,1989,1989-09-24,3,31.006,WAS,@,DAL,W 30-7,,,,,,,
120,1989,1989-10-01,4,31.013,WAS,@,NOR,W 16-14,,,,,,,
121,1989,1989-10-08,5,31.020,WAS,,PHO,W 30-28,,,,,,,
122,1989,1989-10-15,6,31.027,WAS,@,NYG,L 17-20,,,,,,,
123,1989,1989-10-22,7,31.034,WAS,,TAM,W 32-28,,,,,,,
124,1989,1989-10-29,8,31.041,WAS,@,RAI,L 24-37,,,,,,,
125,1989,1989-11-05,9,31.048,WAS,,DAL,L 3-13,,,,,,,
126,1989,1989-11-12,10,31.055,WAS,@,PHI,W 10-3,,,,,,,
127,1989,1989-11-20,11,31.063,WAS,,DEN,L 10-14,,,,,,,
128,1989,1989-11-26,12,31.069,WAS,,CHI,W 38-14,,,,,,,
129,1989,1989-12-03,13,31.076,WAS,@,PHO,W 29-10,,,,,,,
130,1989,1989-12-10,14,31.083,WAS,,SDG,W 26-21,,,,,,,
131,1989,1989-12-17,15,31.090,WAS,@,ATL,W 31-30,,,,,,,
132,1989,1989-12-23,16,31.096,WAS,@,SEA,W 29-0,,,,,,,
133,1990,1990-09-09,1,31.356,WAS,,PHO,W 31-0,,,,,,,
134,1990,1990-09-16,2,31.363,WAS,@,SFO,L 13-26,,,,,,,
135,1990,1990-09-23,3,32.005,WAS,,DAL,W 19-15,,,,,,,
136,1990,1990-09-30,4,32.012,WAS,@,PHO,W 38-10,,,,,,,
137,1990,1990-10-14,5,32.026,WAS,,NYG,L 20-24,,,,,,,
138,1990,1990-10-21,6,32.033,WAS,,PHI,W 13-7,,,,,,,
139,1990,1990-10-28,7,32.040,WAS,@,NYG,L 10-21,,,,,,,
140,1990,1990-11-04,8,32.047,WAS,@,DET,W 41-38,,,,,,,
141,1990,1990-11-12,9,32.055,WAS,@,PHI,L 14-28,,,,,,,
142,1990,1990-11-18,10,32.061,WAS,,NOR,W 31-17,,,,,,,
143,1990,1990-11-22,11,32.065,WAS,@,DAL,L 17-27,,,,,,,
144,1990,1990-12-02,12,32.075,WAS,,MIA,W 42-20,,,,,,,
145,1990,1990-12-09,13,32.082,WAS,,CHI,W 10-9,,,,,,,
146,1990,1990-12-15,14,32.088,WAS,@,NWE,W 25-10,,,,,,,
147,1990,1990-12-22,15,32.095,WAS,@,IND,L 28-35,,,,,,,
148,1990,1990-12-30,16,32.103,WAS,,BUF,W 29-14,,,,,,,
149,1991,1991-09-01,1,32.348,WAS,,DET,W 45-0,,,,,,,
150,1991,1991-09-09,2,32.356,WAS,@,DAL,W 33-31,,,,,,,
151,1991,1991-09-15,3,32.362,WAS,,PHO,W 34-0,,,,,,,
152,1991,1991-09-22,4,33.004,WAS,@,CIN,W 34-27,,,,,,,
153,1991,1991-09-30,5,33.012,WAS,,PHI,W 23-0,,,,,,,
154,1991,1991-10-06,6,33.018,WAS,@,CHI,W 20-7,,,,,,,
155,1991,1991-10-13,7,33.025,WAS,,CLE,W 42-17,,,,,,,
156,1991,1991-10-27,8,33.039,WAS,@,NYG,W 17-13,,,,,,,
157,1991,1991-11-03,9,33.046,WAS,,HOU,W 16-13,,,,,,,
158,1991,1991-11-10,10,33.053,WAS,,ATL,W 56-17,,,,,,,
159,1991,1991-11-17,11,33.060,WAS,@,PIT,W 41-14,,,,,,,
160,1991,1991-11-24,12,33.067,WAS,,DAL,L 21-24,,,,,,,
161,1991,1991-12-01,13,33.074,WAS,@,RAM,W 27-6,,,,,,,
162,1991,1991-12-08,14,33.081,WAS,@,PHO,W 20-14,,,,,,,
163,1991,1991-12-15,15,33.088,WAS,,NYG,W 34-17,,,,,,,
164,1991,1991-12-22,16,33.095,WAS,@,PHI,L 22-24,,,,,,,
165,1992,1992-09-07,1,33.355,WAS,@,DAL,L 10-23,,,,,,0.0%,
166,1992,1992-09-13,2,33.361,WAS,,ATL,W 24-17,,,,,,0.0%,
167,1992,1992-09-20,3,34.002,WAS,,DET,W 13-10,,,,,,0.0%,
168,1992,1992-10-04,4,34.016,WAS,@,PHO,L 24-27,,,,,,0.0%,
169,1993,1993-09-06,1,34.353,WAS,,DAL,W 35-16,,,,,,0.0%,
170,1993,1993-09-12,2,34.359,WAS,,PHO,L 10-17,,,,,,0.0%,
171,1993,1993-09-19,3,35.001,WAS,@,PHI,L 31-34,,,,,,0.0%,
172,1993,1993-10-04,4,35.016,WAS,@,MIA,L 10-17,,,,,,0.0%,
173,1993,1993-10-10,5,35.022,WAS,,NYG,L 7-41,,,,,,0.0%,
174,1993,1993-10-17,6,35.029,WAS,@,PHO,L 6-36,,,,,,0.0%,
175,1993,1993-11-01,7,35.044,WAS,@,BUF,L 10-24,,,,,,0.0%,
176,1993,1993-11-07,8,35.050,WAS,,IND,W 30-24,,,,,,0.0%,
177,1993,1993-11-14,9,35.057,WAS,@,NYG,L 6-20,,,,,,0.0%,
178,1993,1993-11-21,10,35.064,WAS,@,RAM,L 6-10,,,,,,0.0%,
179,1993,1993-11-28,11,35.071,WAS,,PHI,L 14-17,,,,,,0.0%,
180,1993,1993-12-05,12,35.078,WAS,@,TAM,W 23-17,,,,,,0.0%,
181,1993,1993-12-11,13,35.084,WAS,,NYJ,L 0-3,,,,,,0.0%,
182,1993,1993-12-19,14,35.092,WAS,,ATL,W 30-17,,,,,,0.0%,
183,1993,1993-12-26,15,35.099,WAS,@,DAL,L 3-38,,,,,,0.0%,
184,1993,1993-12-31,16,35.104,WAS,,MIN,L 9-14,,,,,,0.0%,
