ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1958,1958-10-05,2,23.171,PHI,,NYG,W 27-24,2,1,0.50,0,1,4,4.00,0,,,,,0,
2,1958,1958-10-12,3,23.178,PHI,@,PIT,L 3-24,1,1,1.00,0,0,0,,0,,,,,0,
3,1958,1958-10-19,4,23.185,PHI,,SFO,L 24-30,2,0,0.00,0,0,0,,0,,,,,0,
4,1958,1958-10-26,5,23.192,PHI,@,GNB,L 35-38,1,8,8.00,0,0,0,,0,,,,,0,
5,1958,1958-11-02,6,23.199,PHI,@,CRD,T 21-21,6,21,3.50,0,3,28,9.33,0,,,,,0,
6,1958,1958-11-09,7,23.206,PHI,,PIT,L 24-31,0,0,,0,4,40,10.00,0,,,,,0,
7,1958,1958-11-16,8,23.213,PHI,,CRD,W 49-21,2,6,3.00,1,0,0,,0,,,,,1,
8,1958,1958-11-23,9,23.220,PHI,@,CLE,L 14-28,3,6,2.00,0,0,0,,0,,,,,0,
9,1959,1959-09-27,1,24.163,PHI,@,SFO,L 14-24,7,14,2.00,0,6,7,1.17,0,,,,,0,
10,1959,1959-10-04,2,24.170,PHI,,NYG,W 49-21,3,9,3.00,0,2,19,9.50,0,,,,,0,
11,1959,1959-10-11,3,24.177,PHI,,PIT,W 28-24,4,3,0.75,0,0,0,,0,,,,,0,
12,1959,1959-10-25,5,24.191,PHI,@,CRD,W 28-24,1,-5,-5.00,0,0,0,,0,,,,,0,
13,1959,1959-11-01,6,24.198,PHI,,WAS,W 30-23,1,0,0.00,0,0,0,,0,,,,,0,
14,1959,1959-11-08,7,24.205,PHI,@,CLE,L 7-28,1,0,0.00,0,0,0,,0,,,,,0,
15,1959,1959-12-06,11,24.233,PHI,@,WAS,W 34-14,3,4,1.33,0,1,7,7.00,0,,,,,0,
16,1959,1959-12-13,12,24.240,PHI,,CLE,L 21-28,6,12,2.00,0,0,0,,0,,,,,0,
17,1960,1960-10-23,5,25.189,DAL,@,STL,L 10-12,4,3,0.75,0,1,6,6.00,0,0,0,,0,0,0
18,1960,1960-10-30,6,25.196,DAL,,BAL,L 7-45,1,4,4.00,0,0,0,,0,0,0,,0,0,0
19,1960,1960-11-06,7,25.203,DAL,,RAM,L 13-38,9,91,10.11,1,2,27,13.50,0,1,0,0.00,0,1,6
20,1960,1960-11-13,8,25.210,DAL,@,GNB,L 7-41,14,24,1.71,0,7,71,10.14,1,0,0,,0,1,6
21,1960,1960-11-20,9,25.217,DAL,,SFO,L 14-26,7,29,4.14,0,2,36,18.00,0,0,0,,0,0,0
22,1960,1960-11-27,10,25.224,DAL,@,CHI,L 7-17,2,0,0.00,0,1,-3,-3.00,0,0,0,,0,0,0
23,1960,1960-12-04,11,25.231,DAL,@,NYG,T 31-31,6,1,0.17,0,0,0,,0,0,0,,0,0,0
24,1960,1960-12-11,12,25.238,DAL,@,DET,L 14-23,7,4,0.57,0,1,6,6.00,0,0,0,,0,0,0
25,1961,1961-09-24,3,26.160,OAK,,DTX,L 35-42,2,14,7.00,0,1,0,0.00,0,1,19,19.00,0,0,0
26,1961,1961-10-01,4,26.167,OAK,,DEN,W 33-19,7,15,2.14,0,1,4,4.00,0,0,0,,0,0,0
27,1961,1961-10-22,6,26.188,OAK,,SDG,L 10-41,1,-1,-1.00,0,1,4,4.00,0,0,0,,0,0,0
