ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring
1,1960,1960-11-20,10,24.159,BUF,@,LAC,W 32-3,,,,,1,0.0,0,0
2,1960,1960-12-04,12,24.173,BUF,,BOS,W 38-14,,,,1,1,100.0,0,3
3,1960,1960-12-11,13,24.180,BUF,@,HOU,L 23-31,,,,1,1,100.0,0,3
4,1960,1960-12-18,14,24.187,BUF,@,DTX,L 7-24,,,,,2,0.0,0,0
5,1961,1961-11-12,10,25.151,BUF,@,DTX,W 30-20,,,,,2,0.0,0,0
6,1961,1961-11-23,12,25.162,BUF,@,NYT,L 14-21,,,,,2,0.0,0,0
7,1962,1962-09-09,1,26.087,BUF,,HOU,L 23-28,2,2,100.0,,,,0,2
8,1962,1962-09-15,2,26.093,BUF,,DEN,L 20-23,2,3,66.7,,,,0,2
9,1962,1962-09-30,4,26.108,BUF,@,DTX,L 21-41,3,3,100.0,,,,0,3
10,1962,1962-10-07,5,26.115,BUF,@,HOU,L 14-17,2,2,100.0,,1,0.0,0,2
11,1962,1962-10-13,6,26.121,BUF,,SDG,W 35-10,5,5,100.0,,,,0,5
12,1962,1962-10-20,7,26.128,BUF,,OAK,W 14-6,2,2,100.0,,1,0.0,0,2
13,1962,1962-10-28,8,26.136,BUF,@,DEN,W 45-38,4,5,80.0,,,,0,4
14,1962,1962-11-23,12,26.162,BUF,@,BOS,L 10-21,,,,1,1,100.0,0,3
15,1963,1963-09-08,1,27.086,BUF,@,SDG,L 10-14,1,1,100.0,1,2,50.0,0,4
16,1963,1963-09-15,2,27.093,BUF,@,OAK,L 17-35,2,2,100.0,1,2,50.0,0,5
17,1963,1963-09-22,3,27.100,BUF,,KAN,T 27-27,1,1,100.0,,2,0.0,0,1
18,1963,1963-09-28,4,27.106,BUF,,HOU,L 20-31,2,2,100.0,2,3,66.7,0,8
19,1963,1963-10-05,5,27.113,BUF,,OAK,W 12-0,1,1,100.0,1,1,100.0,0,4
20,1963,1963-10-13,6,27.121,BUF,@,KAN,W 35-26,5,5,100.0,,1,0.0,0,5
21,1963,1963-10-20,7,27.128,BUF,@,HOU,L 14-28,2,2,100.0,,1,0.0,0,2
22,1963,1963-10-26,8,27.134,BUF,,BOS,W 28-21,4,4,100.0,,3,0.0,0,4
23,1963,1963-11-03,9,27.142,BUF,@,DEN,W 30-28,3,4,75.0,1,2,50.0,0,6
24,1963,1963-11-09,10,27.148,BUF,,DEN,W 27-17,3,4,75.0,,,,0,3
25,1963,1963-11-17,11,27.156,BUF,,SDG,L 13-23,1,1,100.0,2,3,66.7,0,7
26,1963,1963-12-01,12,27.170,BUF,@,BOS,L 7-17,1,1,100.0,,1,0.0,0,1
27,1963,1963-12-08,13,27.177,BUF,,NYJ,W 45-14,6,6,100.0,1,2,50.0,0,9
28,1963,1963-12-14,14,27.183,BUF,@,NYJ,W 19-10,,1,0.0,1,1,100.0,0,3
