ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,all_td,scoring
81,1956,1956-12-16,12,29.329,SFO,,BAL,W 30-17,14,63,4.50,0,0,0,,0,0,0,,0,0,,,,,,,0,
82,1957,1957-09-29,1,30.250,SFO,,CRD,L 10-20,4,19,4.75,0,1,7,7.00,0,0,0,,0,0,,,,,,,0,
83,1957,1957-10-06,2,30.257,SFO,,RAM,W 23-20,4,15,3.75,0,1,17,17.00,0,0,0,,0,0,,,,,,,0,
84,1957,1957-10-20,4,30.271,SFO,@,GNB,W 24-14,10,14,1.40,0,1,5,5.00,0,0,0,,0,0,,,,,,,0,
85,1957,1957-10-27,5,30.278,SFO,,CHI,W 21-17,4,11,2.75,0,0,0,,0,0,0,,0,0,,,,,,,0,
86,1957,1957-11-03,6,30.285,SFO,,DET,W 35-31,1,1,1.00,0,0,0,,0,0,0,,0,0,,,,,,,0,
87,1957,1957-11-17,8,30.299,SFO,@,DET,L 10-31,7,65,9.29,0,3,24,8.00,0,0,0,,0,0,,,,,,,0,
88,1957,1957-11-24,9,30.306,SFO,@,BAL,L 21-27,10,59,5.90,0,3,29,9.67,0,0,0,,0,0,,,,,,,0,
89,1957,1957-12-01,10,30.313,SFO,@,NYG,W 27-17,19,84,4.42,1,2,19,9.50,0,0,0,,0,0,,,,,,,1,
90,1957,1957-12-08,11,30.320,SFO,,BAL,W 17-13,11,56,5.09,0,3,16,5.33,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,
91,1957,1957-12-15,12,30.327,SFO,,GNB,W 27-20,27,130,4.81,2,1,13,13.00,0,0,0,,0,0,,,,,,,2,
92,1958,1958-09-28,1,31.249,SFO,,PIT,W 23-20,15,42,2.80,0,1,6,6.00,0,0,0,,0,0,,,,,,,0,
93,1958,1958-10-05,2,31.256,SFO,,RAM,L 3-33,12,44,3.67,0,2,3,1.50,0,0,0,,0,0,,,,,,,0,
94,1958,1958-10-12,3,31.263,SFO,@,CHI,L 6-28,6,37,6.17,0,1,4,4.00,0,0,0,,0,0,,,,,,,0,
95,1958,1958-10-19,4,31.270,SFO,@,PHI,W 30-24,10,31,3.10,0,0,0,,0,0,0,,0,0,,,,,,,0,
96,1958,1958-10-26,5,31.277,SFO,,CHI,L 14-27,7,24,3.43,0,1,2,2.00,0,0,0,,0,0,,,,,,,0,
97,1958,1958-11-02,6,31.284,SFO,,DET,W 24-21,13,174,13.38,1,2,22,11.00,0,0,0,,0,0,,,,,,,1,
98,1958,1958-11-09,7,31.291,SFO,@,RAM,L 7-56,11,91,8.27,0,2,65,32.50,1,0,0,,0,0,,,,,,,1,
99,1958,1958-11-16,8,31.298,SFO,@,DET,L 21-35,12,51,4.25,2,1,11,11.00,0,0,0,,0,0,,,,,,,2,
100,1958,1958-11-23,9,31.305,SFO,@,GNB,W 33-12,15,73,4.87,0,5,36,7.20,0,0,0,,0,0,,,,,,,0,
101,1958,1958-11-30,10,31.312,SFO,@,BAL,L 27-35,14,113,8.07,0,4,41,10.25,0,0,0,,0,0,,,,,,,0,
102,1958,1958-12-07,11,31.319,SFO,,GNB,W 48-21,3,28,9.33,1,2,12,6.00,0,0,0,,0,0,,,,,,,1,
103,1958,1958-12-14,12,31.326,SFO,,BAL,W 21-12,7,50,7.14,0,2,16,8.00,0,0,0,,0,0,,,,,,,0,
104,1959,1959-09-27,1,32.248,SFO,,PHI,W 24-14,17,76,4.47,1,2,2,1.00,0,0,0,,0,0,,,,,,,1,
105,1959,1959-10-04,2,32.255,SFO,,RAM,W 34-0,19,82,4.32,1,0,0,,0,0,0,,0,0,,,,,,,1,
106,1959,1959-10-11,3,32.262,SFO,@,GNB,L 20-21,11,40,3.64,0,0,0,,0,0,0,,0,0,,,,,,,0,
107,1959,1959-10-18,4,32.269,SFO,@,DET,W 34-13,15,145,9.67,0,1,3,3.00,0,0,0,,0,0,,,,,,,0,
108,1959,1959-10-25,5,32.276,SFO,,CHI,W 20-17,16,79,4.94,0,1,9,9.00,0,0,0,,0,0,,,,,,,0,
109,1959,1959-11-01,6,32.283,SFO,,DET,W 33-7,14,79,5.64,0,0,0,,0,0,0,,0,0,,,,,,,0,
110,1959,1959-11-08,7,32.290,SFO,@,RAM,W 24-16,18,55,3.06,0,0,0,,0,0,0,,0,0,,,,,,,0,
111,1959,1959-11-15,8,32.297,SFO,@,CHI,L 3-14,10,21,2.10,0,2,26,13.00,0,0,0,,0,0,,,,,,,0,
112,1959,1959-11-22,9,32.304,SFO,@,BAL,L 14-45,8,3,0.38,1,5,12,2.40,0,0,0,,0,0,,,,,,,1,
113,1959,1959-11-29,10,32.311,SFO,@,CLE,W 21-20,9,23,2.56,0,1,1,1.00,0,0,0,,0,0,,,,,,,0,
114,1959,1959-12-05,11,32.317,SFO,,BAL,L 14-34,3,-3,-1.00,0,0,0,,0,0,0,,0,0,,,,,,,0,
115,1960,1960-09-25,1,33.247,SFO,,NYG,L 19-21,1,1,1.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
116,1960,1960-10-02,2,33.254,SFO,,RAM,W 13-9,2,3,1.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
117,1960,1960-10-16,4,33.268,SFO,@,CHI,L 10-27,5,2,0.40,0,1,-3,-3.00,0,0,0,,0,0,0,,0,0,,,0,0
118,1960,1960-10-23,5,33.275,SFO,@,GNB,L 14-41,3,9,3.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
119,1960,1960-10-30,6,33.282,SFO,,CHI,W 25-7,9,53,5.89,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
120,1960,1960-11-06,7,33.289,SFO,,DET,L 0-24,7,5,0.71,0,2,0,0.00,0,0,0,,0,0,0,,0,0,,,0,0
121,1960,1960-11-20,8,33.303,SFO,@,DAL,W 26-14,2,3,1.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
122,1960,1960-11-27,9,33.310,SFO,@,BAL,W 30-22,1,-1,-1.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
123,1960,1960-12-04,10,33.317,SFO,@,RAM,W 23-7,2,2,1.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
124,1960,1960-12-18,12,33.331,SFO,,BAL,W 34-10,4,18,4.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
125,1961,1961-09-17,1,34.238,BAL,,RAM,W 27-24,18,106,5.89,0,3,30,10.00,0,0,0,,0,0,0,,0,0,,,0,0
126,1961,1961-09-24,2,34.245,BAL,,DET,L 15-16,11,42,3.82,0,3,14,4.67,0,0,0,,0,0,0,,0,0,,,0,0
127,1961,1961-10-01,3,34.252,BAL,,MIN,W 34-33,6,24,4.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
128,1961,1961-10-08,4,34.259,BAL,@,GNB,L 7-45,12,63,5.25,0,2,27,13.50,0,0,0,,0,0,0,,0,0,,,0,0
129,1961,1961-10-15,5,34.266,BAL,@,CHI,L 10-24,14,33,2.36,0,4,24,6.00,0,0,0,,0,0,0,,0,0,,,0,0
130,1961,1961-10-22,6,34.273,BAL,@,DET,W 17-14,9,26,2.89,0,5,51,10.20,0,0,0,,0,0,0,,0,0,,,0,0
131,1961,1961-10-29,7,34.280,BAL,,CHI,L 20-21,8,10,1.25,0,3,45,15.00,1,0,0,,0,0,0,,0,0,,,1,6
132,1961,1961-11-05,8,34.287,BAL,,GNB,W 45-21,21,105,5.00,2,1,9,9.00,0,0,0,,0,0,0,,0,0,,,2,12
133,1961,1961-11-12,9,34.294,BAL,@,MIN,L 20-28,19,100,5.26,0,1,0,0.00,0,0,0,,0,0,0,,0,0,,,0,0
134,1961,1961-11-19,10,34.301,BAL,,STL,W 16-0,25,72,2.88,0,4,13,3.25,0,0,0,,0,0,0,,0,0,,,0,0
135,1961,1961-11-26,11,34.308,BAL,@,WAS,W 27-6,13,31,2.38,0,4,61,15.25,0,0,0,,0,0,0,,0,0,,,0,0
136,1961,1961-12-03,12,34.315,BAL,,SFO,W 20-17,7,29,4.14,0,4,48,12.00,0,0,0,,0,0,0,,0,0,,,0,0
137,1961,1961-12-09,13,34.321,BAL,@,RAM,L 17-34,5,34,6.80,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
138,1962,1962-09-23,2,35.244,BAL,@,MIN,W 34-7,8,32,4.00,0,1,-6,-6.00,0,0,0,,0,0,0,,0,0,,,0,0
139,1962,1962-09-30,3,35.251,BAL,,DET,L 20-29,11,42,3.82,0,3,24,8.00,0,0,0,,0,0,0,,0,0,,,0,0
140,1962,1962-10-07,4,35.258,BAL,,SFO,L 13-21,3,14,4.67,0,1,1,1.00,0,0,0,,0,0,0,,0,0,,,0,0
141,1962,1962-10-14,5,35.265,BAL,@,CLE,W 36-14,8,57,7.13,0,4,29,7.25,0,0,0,,0,0,0,,0,0,,,0,0
142,1962,1962-10-21,6,35.272,BAL,@,CHI,L 15-35,9,49,5.44,0,2,31,15.50,0,0,0,,0,0,0,,0,0,,,0,0
143,1962,1962-10-28,7,35.279,BAL,,GNB,L 6-17,16,70,4.38,0,4,22,5.50,0,0,0,,0,0,0,,0,0,,,0,0
144,1962,1962-11-04,8,35.286,BAL,@,SFO,W 22-3,18,41,2.28,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
145,1962,1962-11-11,9,35.293,BAL,@,RAM,W 14-2,3,-10,-3.33,0,1,27,27.00,0,0,0,,0,0,0,,0,0,,,0,0
146,1962,1962-11-25,11,35.307,BAL,,CHI,L 0-57,1,0,0.00,0,1,-5,-5.00,0,0,0,,0,0,0,,0,0,,,0,0
147,1962,1962-12-08,13,35.320,BAL,,WAS,W 34-21,10,26,2.60,0,2,34,17.00,0,0,0,,0,0,0,,0,0,,,0,0
148,1962,1962-12-16,14,35.328,BAL,,MIN,W 42-17,7,38,5.43,0,3,37,12.33,0,0,0,,0,0,0,,0,0,,,0,0
149,1963,1963-09-29,3,36.250,SFO,@,MIN,L 14-45,1,13,13.00,0,2,10,5.00,0,0,0,,0,0,0,,0,0,,,0,0
150,1963,1963-10-06,4,36.257,SFO,@,DET,L 3-26,3,3,1.00,0,1,3,3.00,0,0,0,,0,0,0,,0,0,,,0,0
151,1963,1963-10-13,5,36.264,SFO,@,BAL,L 3-20,1,0,0.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
152,1963,1963-11-03,8,36.285,SFO,,DET,L 7-45,1,-2,-2.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
153,1963,1963-11-10,9,36.292,SFO,,DAL,W 31-24,2,12,6.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
154,1963,1963-11-17,10,36.299,SFO,@,NYG,L 14-48,1,7,7.00,0,1,-1,-1.00,0,0,0,,0,0,0,,0,0,,,0,0
155,1963,1963-11-24,11,36.306,SFO,@,GNB,L 10-28,5,18,3.60,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
156,1963,1963-12-14,14,36.326,SFO,,GNB,L 17-21,10,47,4.70,0,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0
