ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td
1,1985,1985-09-08,1,28.099,MIA,@,HOU,L 23-26,1,1,1.00,0
2,1985,1985-09-15,2,28.106,MIA,,IND,W 30-13,1,8,8.00,0
3,1985,1985-09-22,3,28.113,MIA,,KAN,W 31-0,3,14,4.67,0
