ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1990,1990-09-09,1,23.255,TAM,@,DET,W 38-21,1,6,6.00,0,1,17,17.00,0,1,21,21.00,0,0,0
2,1990,1990-09-16,2,23.262,TAM,,RAM,L 14-35,1,3,3.00,0,0,0,,0,1,12,12.00,0,0,0
3,1990,1990-09-23,3,23.269,TAM,,DET,W 23-20,2,18,9.00,0,1,3,3.00,1,3,75,25.00,0,1,6
4,1990,1990-09-30,4,23.276,TAM,@,MIN,W 23-20,0,0,,0,0,0,,0,0,0,,0,0,
5,1990,1990-10-07,5,23.283,TAM,@,DAL,L 10-14,0,0,,0,3,25,8.33,0,0,0,,0,0,0
6,1990,1990-10-14,6,23.290,TAM,,GNB,W 26-14,2,5,2.50,0,0,0,,0,0,0,,0,0,0
7,1990,1990-10-21,7,23.297,TAM,,DAL,L 13-17,6,25,4.17,0,0,0,,0,0,0,,0,0,0
8,1990,1990-10-28,8,23.304,TAM,@,SDG,L 10-41,0,0,,0,0,0,,0,2,28,14.00,0,0,0
9,1990,1990-11-04,9,23.311,TAM,,CHI,L 6-26,0,0,,0,0,0,,0,0,0,,0,0,
10,1990,1990-11-11,10,23.318,TAM,@,NOR,L 7-35,0,0,,0,3,23,7.67,0,0,0,,0,0,0
11,1990,1990-11-18,11,23.325,TAM,@,SFO,L 7-31,1,7,7.00,0,0,0,,0,1,21,21.00,0,0,0
12,1990,1990-11-25,12,23.332,TAM,@,GNB,L 10-20,0,0,,0,0,0,,0,0,0,,0,0,
13,1990,1990-12-02,13,23.339,TAM,,ATL,W 23-17,0,0,,0,0,0,,0,2,33,16.50,0,0,0
14,1990,1990-12-16,14,23.353,TAM,,MIN,W 26-13,6,12,2.00,0,2,10,5.00,0,0,0,,0,0,0
15,1990,1990-12-23,15,23.360,TAM,@,CHI,L 14-27,8,37,4.63,0,1,8,8.00,0,1,7,7.00,0,0,0
16,1990,1990-12-30,16,24.002,TAM,,NYJ,L 14-16,0,0,,0,0,0,,0,1,10,10.00,0,0,0
