ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1997,1997-08-31,1,23.222,TAM,,SFO,W 13-6,,,,,
2,1997,1997-09-07,2,23.229,TAM,@,DET,W 24-17,,,,,
3,1997,1997-09-14,3,23.236,TAM,@,MIN,W 28-14,,,,,
4,1997,1997-09-21,4,23.243,TAM,,MIA,W 31-21,,,,,
5,1997,1997-09-28,5,23.250,TAM,,ARI,W 19-18,,,,,
6,1997,1997-10-05,6,23.257,TAM,@,GNB,L 16-21,,,,,
7,1997,1997-10-12,7,23.264,TAM,,DET,L 9-27,,,,,
8,1997,1997-10-26,8,23.278,TAM,,MIN,L 6-10,,,,,
9,1997,1997-11-02,9,23.285,TAM,@,IND,W 31-28,,,,,
10,1997,1997-11-09,10,23.292,TAM,@,ATL,W 31-10,,,,,
11,1997,1997-11-16,11,23.299,TAM,,NWE,W 27-7,,,,,
12,1997,1997-11-23,12,23.306,TAM,@,CHI,L 7-13,,,,,
13,1997,1997-11-30,13,23.313,TAM,@,NYG,W 20-8,,,,,
14,1997,1997-12-07,14,23.320,TAM,,GNB,L 6-17,,,,,
15,1997,1997-12-14,15,23.327,TAM,@,NYJ,L 0-31,,,,,
16,1997,1997-12-21,16,23.334,TAM,,CHI,W 31-15,,,,,
17,1998,1998-09-06,1,24.228,TAM,@,MIN,L 7-31,,,,,
18,1998,1998-09-13,2,24.235,TAM,@,GNB,L 15-23,,,,,
19,1998,1998-09-20,3,24.242,TAM,,CHI,W 27-15,,,,,
20,1998,1998-09-28,4,24.250,TAM,@,DET,L 6-27,,,,,
21,1998,1998-10-04,5,24.256,TAM,,NYG,W 20-3,,,,,
22,1998,1998-10-18,6,24.270,TAM,,CAR,W 16-13,,,,,
23,1998,1998-10-25,7,24.277,TAM,@,NOR,L 3-9,,,,,
24,1998,1998-11-01,8,24.284,TAM,,MIN,W 27-24,,,,,
25,1998,1998-11-08,9,24.291,TAM,,TEN,L 22-31,,,,,
26,1998,1998-11-15,10,24.298,TAM,@,JAX,L 24-29,,,,,
27,1998,1998-11-22,11,24.305,TAM,,DET,L 25-28,,,,,
28,1998,1998-11-29,12,24.312,TAM,@,CHI,W 31-17,,,,,
29,1998,1998-12-07,13,24.320,TAM,,GNB,W 24-22,,,,,
30,1998,1998-12-13,14,24.326,TAM,,PIT,W 16-3,,,,,
31,1998,1998-12-19,15,24.332,TAM,@,WAS,L 16-20,,,,,
32,1998,1998-12-27,16,24.340,TAM,@,CIN,W 35-0,,,,,
33,1999,1999-09-12,1,25.234,TAM,,NYG,L 13-17,,,,,
34,1999,1999-09-19,2,25.241,TAM,@,PHI,W 19-5,,,,,
35,1999,1999-09-26,3,25.248,TAM,,DEN,W 13-10,,,,,
36,1999,1999-10-03,4,25.255,TAM,@,MIN,L 14-21,*,,,,
37,1999,1999-10-10,5,25.262,TAM,@,GNB,L 23-26,*,,,,
38,1999,1999-10-24,6,25.276,TAM,,CHI,W 6-3,*,,,,
39,1999,1999-10-31,7,25.283,TAM,@,DET,L 3-20,*,,,,
40,1999,1999-11-07,8,25.290,TAM,@,NOR,W 31-16,*,,,,
41,1999,1999-11-14,9,25.297,TAM,,KAN,W 17-10,*,,,,
42,1999,1999-11-21,10,25.304,TAM,,ATL,W 19-10,*,,,,
43,1999,1999-11-28,11,25.311,TAM,@,SEA,W 16-3,*,,,,
44,1999,1999-12-06,12,25.319,TAM,,MIN,W 24-17,*,,,,
45,1999,1999-12-12,13,25.325,TAM,,DET,W 23-16,*,,,,
46,1999,1999-12-19,14,25.332,TAM,@,OAK,L 0-45,*,,,,
47,1999,1999-12-26,15,25.339,TAM,,GNB,W 29-10,*,,,,
48,1999,2000-01-02,16,25.346,TAM,@,CHI,W 20-6,*,,,,
49,2000,2000-09-03,1,26.226,TAM,@,NWE,W 21-16,*,,,,
50,2000,2000-09-10,2,26.233,TAM,,CHI,W 41-0,,,,,
51,2000,2000-09-17,3,26.240,TAM,@,DET,W 31-10,,,,,
52,2000,2000-09-24,4,26.247,TAM,,NYJ,L 17-21,*,,,,
53,2000,2000-10-01,5,26.254,TAM,@,WAS,L 17-20,*,,,,
54,2000,2000-10-09,6,26.262,TAM,@,MIN,L 23-30,,,,,
55,2000,2000-10-19,7,26.272,TAM,,DET,L 14-28,*,,,,
56,2000,2000-10-29,8,26.282,TAM,,MIN,W 41-13,,,,,
