ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring,sacks,tackles_solo,tackles_assists
1,1991,1991-10-27,8,22.017,ATL,,RAM,W 31-14,,0,0,,0,0,0,,0,,,,0,0,,0,,0,0,,0,,,0,0,0.0,,
2,1991,1991-11-10,10,22.031,ATL,@,WAS,L 17-56,,0,4,0.00,0,0,2,0.0,1,11,0.00,-22.50,0,0,,0,,0,0,,0,,,0,0,0.0,,
3,1992,1992-09-13,2,22.339,GNB,@,TAM,L 3-31,,8,14,57.14,73,0,1,41.7,4,24,5.21,2.00,2,16,8.00,0,1,1,-7,-7.00,0,100.0%,-7.00,0,0,0.0,,
4,1992,1992-09-20,3,22.346,GNB,,CIN,W 24-23,,22,39,56.41,289,2,0,97.1,5,36,7.41,8.44,6,27,4.50,0,,0,0,,0,0.0%,,0,0,0.0,,
5,1992,1992-09-27,4,22.353,GNB,,PIT,W 17-3,*,14,19,73.68,210,2,0,144.6,2,15,11.05,13.16,4,12,3.00,0,,0,0,,0,0.0%,,0,0,0.0,,
6,1992,1992-10-04,5,22.360,GNB,@,ATL,L 10-24,*,33,43,76.74,276,1,1,90.8,2,15,6.42,5.84,1,4,4.00,0,,0,0,,0,0.0%,,0,0,0.0,,
7,1992,1992-10-18,6,23.008,GNB,@,CLE,L 6-17,*,20,33,60.61,223,0,0,80.7,2,15,6.76,6.76,6,28,4.67,0,,0,0,,0,0.0%,,0,0,0.0,,
8,1992,1992-10-25,7,23.015,GNB,,CHI,L 10-30,*,20,37,54.05,214,1,1,69.0,4,26,5.78,5.11,4,17,4.25,0,,0,0,,0,0.0%,,0,0,0.0,,
9,1992,1992-11-01,8,23.022,GNB,@,DET,W 27-13,*,22,37,59.46,212,2,0,93.5,2,10,5.73,6.81,3,21,7.00,0,,0,0,,0,0.0%,,0,0,0.0,,
10,1992,1992-11-08,9,23.029,GNB,@,NYG,L 7-27,*,27,44,61.36,279,0,3,51.2,1,6,6.34,3.27,2,14,7.00,0,,0,0,,0,0.0%,,0,0,0.0,,
11,1992,1992-11-15,10,23.036,GNB,,PHI,W 27-24,*,23,33,69.70,275,2,2,89.8,2,9,8.33,6.82,2,-1,-0.50,0,,0,0,,0,0.0%,,0,0,0.0,,
12,1992,1992-11-22,11,23.043,GNB,@,CHI,W 17-3,*,16,24,66.67,209,1,0,107.8,1,5,8.71,9.54,1,5,5.00,1,,0,0,,0,0.0%,,1,6,0.0,,
13,1992,1992-11-29,12,23.050,GNB,,TAM,W 19-14,*,26,41,63.41,223,1,0,85.7,1,5,5.44,5.93,4,6,1.50,0,,0,0,,0,0.0%,,0,0,0.0,,
14,1992,1992-12-06,13,23.057,GNB,,DET,W 38-10,*,15,19,78.95,214,3,0,153.2,1,6,11.26,14.42,3,11,3.67,0,,0,0,,0,0.0%,,0,0,0.0,,
15,1992,1992-12-13,14,23.064,GNB,@,HOU,W 16-14,*,19,30,63.33,155,1,1,73.6,3,1,5.17,4.33,3,19,6.33,0,,0,0,,0,0.0%,,0,0,0.0,,
16,1992,1992-12-20,15,23.071,GNB,,RAM,W 28-13,*,14,23,60.87,188,2,1,97.7,3,30,8.17,7.96,6,19,3.17,0,,0,0,,0,0.0%,,0,0,0.0,,
