ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1993,1993-09-05,1,22.240,IND,,MIA,L 20-24,0,0,,0,,0,0,,0,0.0%,,,,,,0,
2,1993,1993-09-12,2,22.247,IND,@,CIN,W 9-6,9,36,4.00,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
3,1993,1993-09-26,3,22.261,IND,,CLE,W 23-10,17,64,3.76,0,2,2,11,5.50,0,100.0%,5.50,0,0,,0,0,0
4,1993,1993-10-03,4,22.268,IND,@,DEN,L 13-35,9,41,4.56,0,3,3,51,17.00,0,100.0%,17.00,0,0,,0,0,0
5,1993,1993-10-10,5,22.275,IND,,DAL,L 3-27,18,113,6.28,0,2,0,0,,0,0.0%,0.00,0,0,,0,0,0
6,1993,1993-10-24,6,22.289,IND,@,MIA,L 27-41,15,54,3.60,0,2,2,9,4.50,0,100.0%,4.50,0,0,,0,0,0
7,1993,1993-10-31,7,22.296,IND,,NWE,W 9-6,23,86,3.74,0,4,4,20,5.00,0,100.0%,5.00,0,0,,0,0,0
8,1993,1993-11-07,8,22.303,IND,@,WAS,L 24-30,15,33,2.20,0,5,5,2,0.40,0,100.0%,0.40,0,0,,0,0,0
9,1993,1993-11-14,9,22.310,IND,,NYJ,L 17-31,6,23,3.83,0,2,1,2,2.00,0,50.0%,1.00,0,0,,0,0,0
10,1993,1993-11-21,10,22.317,IND,@,BUF,L 9-23,1,7,7.00,0,,0,0,,0,0.0%,,0,0,,0,0,0
11,1993,1993-11-29,11,22.325,IND,,SDG,L 0-31,9,34,3.78,0,2,1,14,14.00,0,50.0%,7.00,0,0,,0,0,0
12,1993,1993-12-05,12,22.331,IND,@,NYJ,W 9-6,15,42,2.80,0,,0,0,,0,0.0%,,0,0,,0,0,0
13,1993,1993-12-12,13,22.338,IND,@,NYG,L 6-20,10,33,3.30,0,4,3,38,12.67,0,75.0%,9.50,0,0,,0,0,0
14,1993,1993-12-19,14,22.345,IND,,PHI,L 10-20,11,31,2.82,0,2,1,15,15.00,0,50.0%,7.50,0,0,,0,0,0
15,1993,1993-12-26,15,22.352,IND,@,NWE,L 0-38,7,14,2.00,0,2,2,7,3.50,0,100.0%,3.50,0,0,,0,0,0
16,1993,1994-01-02,16,22.359,IND,,BUF,L 10-30,14,100,7.14,0,3,2,20,10.00,0,66.7%,6.67,0,0,,0,0,0
17,1994,1994-09-04,1,23.239,IND,,HOU,W 45-21,6,24,4.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
18,1994,1994-09-11,2,23.246,IND,@,TAM,L 10-24,9,30,3.33,1,1,1,3,3.00,0,100.0%,3.00,0,0,,0,1,6
19,1994,1994-09-18,3,23.253,IND,@,PIT,L 21-31,2,2,1.00,0,2,1,9,9.00,0,50.0%,4.50,0,0,,0,0,0
20,1994,1994-09-25,4,23.260,IND,,CLE,L 14-21,3,9,3.00,0,6,6,87,14.50,1,100.0%,14.50,0,0,,0,1,6
21,1994,1994-10-02,5,23.267,IND,,SEA,W 17-15,3,20,6.67,0,3,3,25,8.33,0,100.0%,8.33,0,0,,0,0,0
22,1994,1994-10-09,6,23.274,IND,@,NYJ,L 6-16,1,3,3.00,0,3,2,17,8.50,0,66.7%,5.67,0,0,,0,0,0
23,1994,1994-10-16,7,23.281,IND,@,BUF,W 27-17,5,23,4.60,0,4,4,28,7.00,0,100.0%,7.00,0,0,,0,0,0
24,1994,1994-10-23,8,23.288,IND,,WAS,L 27-41,5,11,2.20,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
25,1994,1994-10-30,9,23.295,IND,,NYJ,W 28-25,5,14,2.80,0,4,3,41,13.67,0,75.0%,10.25,0,0,,0,0,0
26,1994,1994-11-06,10,23.302,IND,@,MIA,L 21-22,4,7,1.75,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
