ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
1,1960,1960-09-25,1,27.121,BAL,,WAS,W 20-0,0,0,,0,0,0,1,8,0
2,1960,1960-10-02,2,27.128,BAL,,CHI,W 42-7,0,0,,0,0,0,2,22,0
3,1960,1960-10-16,4,27.142,BAL,,RAM,W 31-17,0,0,,0,0,0,2,13,0
4,1960,1960-12-18,12,27.205,BAL,@,SFO,L 10-34,3,1,0.33,0,0,0,1,4,0
5,1961,1961-11-05,8,28.162,BAL,,GNB,W 45-21,2,0,0.00,0,0,0,0,0,0
6,1961,1961-11-19,10,28.176,BAL,,STL,W 16-0,1,12,12.00,0,0,0,0,0,0
7,1961,1961-11-26,11,28.183,BAL,@,WAS,W 27-6,1,7,7.00,0,0,0,0,0,0
8,1962,1962-09-16,1,29.112,BAL,,RAM,W 30-27,0,0,,0,0,0,1,0,0
9,1962,1962-09-23,2,29.119,BAL,@,MIN,W 34-7,1,14,14.00,0,0,0,1,6,0
10,1962,1962-10-14,5,29.140,BAL,@,CLE,W 36-14,0,0,,0,0,0,1,4,0
11,1962,1962-11-25,11,29.182,BAL,,CHI,L 0-57,1,8,8.00,0,0,0,0,0,0
12,1962,1962-12-16,14,29.203,BAL,,MIN,W 42-17,0,0,,0,0,0,1,10,0
13,1963,1963-09-22,2,30.118,BAL,@,SFO,W 20-14,0,0,,0,0,0,1,11,0
14,1963,1963-10-20,6,30.146,BAL,@,DET,W 25-21,0,0,,0,1,6,1,26,1
15,1963,1963-12-15,14,30.202,BAL,,RAM,W 19-16,0,0,,0,0,0,1,0,0
16,1964,1964-11-15,10,31.172,NYG,@,STL,T 10-10,0,0,,0,0,0,1,13,0
