ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,def_int,def_int_yds,def_int_td
1,1974,1974-09-15,1,22.053,NYJ,@,KAN,L 16-24,1,20,20.00,0,2,33,16.50,0,0,0,0
2,1974,1974-09-22,2,22.060,NYJ,@,CHI,W 23-21,1,7,7.00,0,4,32,8.00,0,0,0,0
3,1974,1974-09-29,3,22.067,NYJ,@,BUF,L 12-16,,,,,,,,,,,
4,1974,1974-10-07,4,22.075,NYJ,@,MIA,L 17-21,0,0,,0,6,36,6.00,0,0,0,0
5,1974,1974-10-13,5,22.081,NYJ,,NWE,L 0-24,0,0,,0,3,10,3.33,0,0,0,0
6,1974,1974-10-20,6,22.088,NYJ,,BAL,L 20-35,0,0,,0,1,0,0.00,0,0,0,0
7,1974,1974-10-27,7,22.095,NYJ,,RAM,L 13-20,0,0,,0,4,28,7.00,0,0,0,0
8,1974,1974-11-03,8,22.102,NYJ,,HOU,L 22-27,0,0,,0,3,13,4.33,0,0,0,0
9,1974,1974-11-10,9,22.109,NYJ,@,NYG,W 26-20,0,0,,0,1,22,22.00,0,0,0,0
10,1974,1974-11-17,10,22.116,NYJ,@,NWE,W 21-16,1,18,18.00,0,3,13,4.33,0,1,19,0
11,1974,1974-11-24,11,22.123,NYJ,,MIA,W 17-14,0,0,,0,3,19,6.33,0,1,0,0
12,1974,1974-12-01,12,22.130,NYJ,,SDG,W 27-14,0,0,,0,3,64,21.33,0,0,0,0
13,1974,1974-12-08,13,22.137,NYJ,,BUF,W 20-10,1,24,24.00,0,4,28,7.00,0,0,0,0
14,1974,1974-12-15,14,22.144,NYJ,@,BAL,W 45-38,0,0,,0,1,3,3.00,0,0,0,0
15,1975,1975-09-21,1,23.059,NYJ,@,BUF,L 14-42,,,,,,,,,,,
16,1975,1975-09-28,2,23.066,NYJ,@,KAN,W 30-24,,,,,,,,,,,
17,1975,1975-10-05,3,23.073,NYJ,,NWE,W 36-7,0,0,,0,0,0,,0,1,0,0
18,1975,1975-10-12,4,23.080,NYJ,@,MIN,L 21-29,,,,,,,,,,,
19,1975,1975-10-19,5,23.087,NYJ,,MIA,L 0-43,,,,,,,,,,,
20,1975,1975-10-26,6,23.094,NYJ,,BAL,L 28-45,,,,,,,,,,,
21,1975,1975-11-02,7,23.101,NYJ,,BUF,L 23-24,,,,,,,,,,,
22,1975,1975-11-09,8,23.108,NYJ,@,MIA,L 7-27,,,,,,,,,,,
23,1975,1975-11-16,9,23.115,NYJ,@,BAL,L 19-52,,,,,,,,,,,
24,1975,1975-11-23,10,23.122,NYJ,,STL,L 6-37,,,,,,,,,,,
25,1975,1975-11-30,11,23.129,NYJ,,PIT,L 7-20,,,,,,,,,,,
26,1975,1975-12-07,12,23.136,NYJ,@,NWE,W 30-28,1,22,22.00,0,0,0,,0,0,0,0
27,1975,1975-12-15,13,23.144,NYJ,@,SDG,L 16-24,,,,,,,,,,,
28,1975,1975-12-21,14,23.150,NYJ,,DAL,L 21-31,,,,,,,,,,,
29,1976,1976-09-12,1,24.050,NYJ,@,CLE,L 17-38,,,,,,,,,,,
30,1976,1976-09-19,2,24.057,NYJ,@,DEN,L 3-46,,,,,,,,,,,
31,1976,1976-09-26,3,24.064,BUF,@,TAM,W 14-9,2,36,18.00,0,1,-8,-8.00,0,0,0,0
32,1976,1976-10-10,5,24.078,NYG,,DAL,L 14-24,,,,,,,,,,,
33,1976,1976-10-17,6,24.085,NYG,@,MIN,L 7-24,,,,,,,,,,,
34,1976,1976-10-24,7,24.092,NYG,,PIT,L 0-27,,,,,,,,,,,
35,1976,1976-10-31,8,24.099,NYG,,PHI,L 0-10,,,,,,,,,,,
36,1976,1976-12-05,13,24.134,TAM,@,PIT,L 0-42,,,,,,,,,,,
37,1976,1976-12-12,14,24.141,TAM,,NWE,L 14-31,,,,,,,,,,,
