ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td
1,1953,1953-09-27,1,23.046,WAS,@,CRD,W 24-13,*,3,8,37.50,108,1,2,85.4,0,0,13.50,4.75,0,0,,0
2,1953,1953-10-02,2,23.051,WAS,@,PHI,T 21-21,,7,15,46.67,157,2,0,124.2,0,0,10.47,13.13,5,44,8.80,0
3,1953,1953-10-11,3,23.060,WAS,,NYG,W 13-9,*,4,9,44.44,104,1,1,84.7,0,0,11.56,8.78,0,0,,0
4,1953,1953-10-18,4,23.067,WAS,,CLE,L 14-30,*,5,20,25.00,105,1,0,65.6,0,0,5.25,6.25,1,3,3.00,0
5,1953,1953-10-25,5,23.074,WAS,@,BAL,L 17-27,*,4,15,26.67,49,0,2,1.1,0,0,3.27,-2.73,4,13,3.25,0
6,1953,1953-11-08,7,23.088,WAS,,CRD,W 28-17,,5,16,31.25,56,1,0,63.5,0,0,3.50,4.75,3,2,0.67,0
7,1953,1953-11-15,8,23.095,WAS,,CHI,L 24-27,,9,21,42.86,205,2,2,70.6,0,0,9.76,7.38,2,3,1.50,0
8,1953,1953-11-22,9,23.102,WAS,@,NYG,W 24-21,,4,10,40.00,42,1,2,46.7,0,0,4.20,-2.80,0,0,,0
9,1953,1953-11-29,10,23.109,WAS,@,PIT,W 17-9,,3,6,50.00,22,0,1,19.4,0,0,3.67,-3.83,1,-2,-2.00,0
10,1953,1953-12-06,11,23.116,WAS,,PHI,W 10-0,,1,7,14.29,14,0,0,39.6,0,0,2.00,2.00,2,1,0.50,0
11,1953,1953-12-13,12,23.123,WAS,,PIT,L 13-14,,0,2,0.00,0,0,2,0.0,0,0,0.00,-45.00,0,0,,0
12,1954,1954-09-26,1,24.045,WAS,@,SFO,L 7-41,*,6,19,31.58,130,1,2,34.9,0,0,6.84,3.16,2,3,1.50,0
13,1954,1954-10-02,2,24.051,WAS,@,PIT,L 7-37,*,2,4,50.00,36,0,2,41.7,0,0,9.00,-13.50,0,0,,0
14,1954,1954-10-10,3,24.059,WAS,,NYG,L 21-51,,5,10,50.00,86,2,2,79.6,0,0,8.60,3.60,0,0,,0
15,1954,1954-10-17,4,24.066,WAS,,PHI,L 21-49,*,3,8,37.50,92,1,3,81.2,0,0,11.50,-2.88,1,3,3.00,0
16,1954,1954-11-07,7,24.087,WAS,@,CLE,L 3-62,,2,4,50.00,3,0,0,56.2,0,0,0.75,0.75,1,-3,-3.00,0
17,1954,1954-11-14,8,24.094,WAS,,PIT,W 17-14,*,9,18,50.00,159,1,1,75.9,0,0,8.83,7.44,8,29,3.63,0
18,1954,1954-11-21,9,24.101,WAS,@,CRD,L 16-38,*,9,14,64.29,165,1,1,98.8,0,0,11.79,10.00,1,-1,-1.00,0
19,1954,1954-11-28,10,24.108,WAS,@,PHI,L 33-41,*,5,16,31.25,63,1,1,39.3,0,0,3.94,2.38,2,-1,-0.50,0
20,1954,1954-12-05,11,24.115,WAS,,CLE,L 14-34,,2,12,16.67,23,0,1,4.9,0,0,1.92,-1.83,1,4,4.00,0
21,1954,1954-12-12,12,24.122,WAS,,CRD,W 37-20,,1,4,25.00,41,0,0,69.8,0,0,10.25,10.25,1,2,2.00,0
22,1956,1956-09-30,1,26.049,PIT,,WAS,W 30-13,,0,3,0.00,0,0,1,0.0,0,0,0.00,-15.00,0,0,,0
23,1956,1956-10-21,4,26.070,PIT,@,NYG,L 10-38,,1,7,14.29,22,0,0,40.2,0,0,3.14,3.14,0,0,,0
24,1956,1956-11-11,7,26.091,PIT,@,PHI,L 7-14,,2,6,33.33,26,0,1,8.3,0,0,4.33,-3.17,0,0,,0
25,1956,1956-11-18,8,26.098,PIT,,CRD,W 14-7,,1,3,33.33,11,0,1,5.6,0,0,3.67,-11.33,1,2,2.00,0
26,1956,1956-11-25,9,26.105,PIT,@,CRD,L 27-38,,2,8,25.00,32,0,1,4.2,0,0,4.00,-1.63,2,17,8.50,0
27,1956,1956-12-02,10,26.112,PIT,,RAM,W 30-13,*,6,14,42.86,117,2,1,82.4,0,0,8.36,8.00,1,0,0.00,0
