ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,safety_md,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2017,2017-09-10,1,23.072,IND,@,LAR,L 9-46,,,0,0,0.0,1,0,0,0,0
2,2017,2017-09-17,2,23.079,IND,,ARI,L 13-16,*,,0,0,1.0,4,0,0,0,0
3,2017,2017-09-24,3,23.086,IND,,CLE,W 31-28,,,0,0,0.0,3,0,0,0,0
4,2017,2017-10-01,4,23.093,IND,@,SEA,L 18-46,,1,0,2,1.0,3,3,0,0,0
5,2017,2017-10-16,6,23.108,IND,@,TEN,L 22-36,,,0,0,0.0,1,0,0,0,0
6,2017,2017-10-22,7,23.114,IND,,JAX,L 0-27,,,0,0,0.0,3,0,0,0,0
7,2017,2017-10-29,8,23.121,IND,@,CIN,L 23-24,,,0,0,0.0,0,0,0,0,0
8,2017,2017-11-05,9,23.128,IND,@,HOU,W 20-14,,,0,0,0.0,2,1,0,0,0
9,2017,2017-11-12,10,23.135,IND,,PIT,L 17-20,,,0,0,0.0,2,0,0,0,0
10,2017,2017-11-26,11,23.149,IND,,TEN,L 16-20,,,0,0,0.0,3,2,1,10,0
11,2017,2017-12-03,12,23.156,IND,@,JAX,L 10-30,*,,0,0,0.0,1,3,0,0,0
12,2017,2017-12-10,13,23.163,IND,@,BUF,L 7-13,,,0,0,0.0,1,0,0,0,0
13,2017,2017-12-23,15,23.176,IND,@,BAL,L 16-23,*,,0,0,0.0,1,0,0,0,0
14,2017,2017-12-31,16,23.184,IND,,HOU,W 22-13,*,,0,0,0.0,1,0,0,11,0
15,2018,2018-09-09,1,24.071,IND,,CIN,L 23-34,*,,0,0,0.0,6,0,0,0,0
16,2018,2018-09-16,2,24.078,IND,@,WAS,W 21-9,*,,0,0,0.0,4,2,0,0,0
17,2018,2018-09-23,3,24.085,IND,@,PHI,L 16-20,*,,0,0,0.0,6,1,0,0,0
