ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks,def_int,def_int_yds,def_int_td
1,2000,2000-09-03,1,28.113,OAK,,SDG,W 9-6,,1.0,0,0,0
2,2000,2000-09-10,2,28.120,OAK,@,IND,W 38-31,,,,,
3,2000,2000-09-17,3,28.127,OAK,,DEN,L 24-33,,,,,
4,2000,2000-09-24,4,28.134,OAK,,CLE,W 36-10,,,,,
5,2000,2000-10-08,5,28.148,OAK,@,SFO,W 34-28,,,,,
6,2000,2000-10-15,6,28.155,OAK,@,KAN,W 20-17,,,,,
7,2000,2000-10-22,7,28.162,OAK,,SEA,W 31-3,,,,,
8,2000,2000-10-29,8,28.169,OAK,@,SDG,W 15-13,,,,,
9,2000,2000-11-05,9,28.176,OAK,,KAN,W 49-31,,0.0,1,24,0
10,2000,2000-11-13,10,28.184,OAK,@,DEN,L 24-27,,,,,
11,2000,2000-11-19,11,28.190,OAK,@,NOR,W 31-22,,,,,
12,2000,2000-11-26,12,28.197,OAK,,ATL,W 41-14,,1.0,0,0,0
13,2000,2000-12-03,13,28.204,OAK,@,PIT,L 20-21,,,,,
14,2000,2000-12-10,14,28.211,OAK,,NYJ,W 31-7,,1.0,0,0,0
15,2000,2000-12-16,15,28.217,OAK,@,SEA,L 24-27,,,,,
16,2000,2000-12-24,16,28.225,OAK,,CAR,W 52-9,,,,,
17,2001,2001-09-09,1,29.119,OAK,@,KAN,W 27-24,,,,,
18,2001,2001-09-23,2,29.133,OAK,@,MIA,L 15-18,*,,,,
19,2001,2001-09-30,3,29.140,OAK,,SEA,W 38-14,,,,,
20,2001,2001-10-07,4,29.147,OAK,,DAL,W 28-21,*,,,,
21,2001,2001-10-14,5,29.154,OAK,@,IND,W 23-18,,,,,
22,2001,2001-10-28,6,29.168,OAK,@,PHI,W 20-10,,1.0,0,0,0
23,2001,2001-11-05,7,29.176,OAK,,DEN,W 38-28,,,,,
24,2001,2001-11-11,8,29.182,OAK,@,SEA,L 27-34,,,,,
25,2002,2002-12-01,12,30.202,CAR,@,CLE,W 13-6,,,,,
26,2002,2002-12-08,13,30.209,CAR,,CIN,W 52-31,,,,,
27,2002,2002-12-15,14,30.216,CAR,@,PIT,L 14-30,,,,,
28,2002,2002-12-22,15,30.223,CAR,,CHI,W 24-14,,,,,
29,2002,2002-12-29,16,30.230,CAR,@,NOR,W 10-6,,,,,
