ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1987,1987-10-04,3,23.082,WAS,,STL,W 28-21,1,23,23.00,0,0,0,,0,1,20,20.00,0,1,1,1.00,0,0,0
2,1987,1987-10-11,4,23.089,WAS,@,NYG,W 38-12,2,76,38.00,1,0,0,,0,0,0,,0,7,142,20.29,0,1,6
3,1987,1987-10-19,5,23.097,WAS,@,DAL,W 13-7,2,13,6.50,0,2,28,14.00,1,0,0,,0,0,0,,0,1,6
