ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1972,1972-09-17,1,20.276,DAL,,PHI,W 28-6,,,,,,,,,,,,,,
2,1972,1972-09-24,2,20.283,DAL,@,NYG,W 23-14,,,,,,,,,,,,,,
3,1972,1972-10-01,3,20.290,DAL,@,GNB,L 13-16,,,,,,,,,,,,,,
4,1972,1972-10-08,4,20.297,DAL,,PIT,W 17-13,0,0,,0,1,-2,-2.00,0,0,0,,0,0,0
5,1972,1972-10-15,5,20.304,DAL,@,BAL,W 21-0,,,,,,,,,,,,,,
6,1972,1972-10-22,6,20.311,DAL,@,WAS,L 20-24,,,,,,,,,,,,,,
7,1972,1972-10-30,7,20.319,DAL,,DET,W 28-24,2,30,15.00,0,0,0,,0,0,0,,0,0,0
8,1972,1972-11-05,8,20.325,DAL,@,SDG,W 34-28,0,0,,0,1,-5,-5.00,0,0,0,,0,0,0
9,1972,1972-11-12,9,20.332,DAL,,STL,W 33-24,1,7,7.00,0,0,0,,0,1,0,0.00,0,0,0
10,1972,1972-11-19,10,20.339,DAL,@,PHI,W 28-7,2,39,19.50,0,0,0,,0,0,0,,0,0,0
11,1972,1972-11-23,11,20.343,DAL,,SFO,L 10-31,1,13,13.00,0,0,0,,0,0,0,,0,0,0
12,1972,1972-12-03,12,20.353,DAL,@,STL,W 27-6,1,5,5.00,0,1,9,9.00,0,0,0,,0,0,0
13,1972,1972-12-09,13,20.359,DAL,,WAS,W 34-24,,,,,,,,,,,,,,
14,1972,1972-12-17,14,21.001,DAL,,NYG,L 3-23,,,,,,,,,,,,,,
15,1973,1973-09-30,3,21.288,DAL,,STL,W 45-10,,,,,,,,,,,,,,
16,1973,1973-10-08,4,21.296,DAL,@,WAS,L 7-14,,,,,,,,,,,,,,
17,1973,1973-10-14,5,21.302,DAL,@,RAM,L 31-37,,,,,,,,,,,,,,
18,1973,1973-10-21,6,21.309,DAL,,NYG,W 45-28,,,,,,,,,,,,,,
19,1973,1973-10-28,7,21.316,DAL,@,PHI,L 16-30,2,27,13.50,0,0,0,,0,0,0,,0,0,0
20,1973,1973-11-04,8,21.323,DAL,,CIN,W 38-10,,,,,,,,,,,,,,
21,1973,1973-11-11,9,21.330,DAL,@,NYG,W 23-10,,,,,,,,,,,,,,
22,1973,1973-11-18,10,21.337,DAL,,PHI,W 31-10,0,0,,0,1,34,34.00,0,0,0,,0,0,0
23,1973,1973-11-22,11,21.341,DAL,,MIA,L 7-14,,,,,,,,,,,,,,
24,1973,1973-12-02,12,21.351,DAL,@,DEN,W 22-10,2,33,16.50,2,0,0,,0,0,0,,0,2,12
25,1973,1973-12-09,13,21.358,DAL,,WAS,W 27-7,2,42,21.00,0,0,0,,0,0,0,,0,0,0
26,1973,1973-12-16,14,22.000,DAL,@,STL,W 30-3,3,66,22.00,1,0,0,,0,0,0,,0,1,6
27,1974,1974-09-15,1,22.273,DAL,@,ATL,W 24-0,,,,,,,,,,,,,,
28,1974,1974-09-23,2,22.281,DAL,@,PHI,L 10-13,,,,,,,,,,,,,,
29,1974,1974-09-29,3,22.287,DAL,,NYG,L 6-14,,,,,,,,,,,,,,
30,1974,1974-10-06,4,22.294,DAL,,MIN,L 21-23,,,,,,,,,,,,,,
31,1974,1974-10-13,5,22.301,DAL,@,STL,L 28-31,2,31,15.50,1,0,0,,0,0,0,,0,1,6
32,1974,1974-10-20,6,22.308,DAL,,PHI,W 31-24,1,23,23.00,0,0,0,,0,0,0,,0,0,0
33,1974,1974-11-03,8,22.322,DAL,,STL,W 17-14,,,,,,,,,,,,,,
34,1974,1974-11-10,9,22.329,DAL,,SFO,W 20-14,,,,,,,,,,,,,,
35,1974,1974-11-24,11,22.343,DAL,@,HOU,W 10-0,,,,,,,,,,,,,,
36,1974,1974-11-28,12,22.347,DAL,,WAS,W 24-23,,,,,,,,,,,,,,
37,1974,1974-12-07,13,22.356,DAL,,CLE,W 41-17,1,6,6.00,0,0,0,,0,0,0,,0,0,0
38,1974,1974-12-14,14,22.363,DAL,@,OAK,L 23-27,,,,,,,,,,,,,,
39,1975,1975-09-21,1,23.279,DAL,,RAM,W 18-7,2,25,12.50,0,0,0,,0,0,0,,0,0,0
40,1975,1975-09-28,2,23.286,DAL,,STL,W 37-31,5,51,10.20,1,0,0,,0,0,0,,0,1,6
41,1975,1975-10-06,3,23.294,DAL,@,DET,W 36-10,1,14,14.00,0,0,0,,0,0,0,,0,0,0
42,1975,1975-10-12,4,23.300,DAL,@,NYG,W 13-7,3,29,9.67,1,0,0,,0,0,0,,0,1,6
43,1975,1975-10-19,5,23.307,DAL,,GNB,L 17-19,3,28,9.33,0,0,0,,0,0,0,,0,0,0
44,1975,1975-10-26,6,23.314,DAL,@,PHI,W 20-17,7,93,13.29,0,0,0,,0,0,0,,0,0,0
45,1975,1975-11-02,7,23.321,DAL,@,WAS,L 24-30,2,36,18.00,0,0,0,,0,0,0,,0,0,0
46,1975,1975-11-10,8,23.329,DAL,,KAN,L 31-34,5,55,11.00,0,0,0,,0,0,0,,0,0,0
47,1975,1975-11-16,9,23.335,DAL,@,NWE,W 34-31,1,13,13.00,0,0,0,,0,0,0,,0,0,0
48,1975,1975-11-23,10,23.342,DAL,,PHI,W 27-17,2,13,6.50,0,1,2,2.00,0,0,0,,0,0,0
49,1975,1975-11-30,11,23.349,DAL,,NYG,W 14-3,2,66,33.00,1,0,0,,0,0,0,,0,1,6
50,1975,1975-12-07,12,23.356,DAL,@,STL,L 17-31,3,38,12.67,0,0,0,,0,0,0,,0,0,0
51,1975,1975-12-13,13,23.362,DAL,,WAS,W 31-10,1,6,6.00,0,0,0,,0,0,0,,0,0,0
52,1975,1975-12-21,14,24.005,DAL,@,NYJ,W 31-21,1,21,21.00,0,0,0,,0,0,0,,0,0,0
53,1976,1976-09-12,1,24.271,WAS,,NYG,W 19-17,2,28,14.00,0,0,0,,0,0,0,,0,0,0
54,1976,1976-09-19,2,24.278,WAS,,SEA,W 31-7,5,50,10.00,1,0,0,,0,0,0,,0,1,6
55,1976,1976-09-27,3,24.286,WAS,@,PHI,W 20-17,2,8,4.00,0,0,0,,0,0,0,,0,0,0
56,1976,1976-10-03,4,24.292,WAS,@,CHI,L 7-33,,,,,,,,,,,,,,
57,1976,1976-10-25,7,24.314,WAS,,STL,W 20-10,2,19,9.50,0,0,0,,0,0,0,,0,0,0
58,1976,1976-10-31,8,24.320,WAS,,DAL,L 7-20,2,18,9.00,0,0,0,,0,0,0,,0,0,0
59,1976,1976-11-07,9,24.327,WAS,@,SFO,W 24-21,6,91,15.17,3,0,0,,0,0,0,,0,3,18
60,1976,1976-11-14,10,24.334,WAS,@,NYG,L 9-12,2,31,15.50,0,1,10,10.00,0,0,0,,0,0,0
61,1976,1976-11-21,11,24.341,WAS,@,STL,W 16-10,2,30,15.00,0,1,-10,-10.00,0,0,0,,0,0,0
62,1976,1976-11-28,12,24.348,WAS,,PHI,W 24-0,,,,,,,,,,,,,,
63,1976,1976-12-05,13,24.355,WAS,@,NYJ,W 37-16,1,16,16.00,1,0,0,,0,0,0,,0,1,6
64,1976,1976-12-12,14,24.362,WAS,@,DAL,W 27-14,3,43,14.33,1,0,0,,0,0,0,,0,1,6
65,1977,1977-09-18,1,25.276,WAS,@,NYG,L 17-20,2,30,15.00,0,0,0,,0,0,0,,0,0,0
66,1977,1977-09-25,2,25.283,WAS,,ATL,W 10-6,2,53,26.50,0,0,0,,0,0,0,,0,0,0
67,1977,1977-10-02,3,25.290,WAS,,STL,W 24-14,3,68,22.67,1,0,0,,0,0,0,,0,1,6
68,1977,1977-10-09,4,25.297,WAS,@,TAM,W 10-0,3,48,16.00,0,0,0,,0,0,0,,0,0,0
69,1977,1977-10-16,5,25.304,WAS,@,DAL,L 16-34,,,,,,,,,,,,,,
70,1977,1977-10-23,6,25.311,WAS,,NYG,L 6-17,6,77,12.83,0,0,0,,0,0,0,,0,0,0
71,1977,1977-10-30,7,25.318,WAS,,PHI,W 23-17,3,82,27.33,2,0,0,,0,0,0,,0,2,12
