ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1986,1986-09-07,1,22.174,SFO,@,TAM,W 31-7,0,0,,0,1,7,7.00,0,0,0,0.0,1,0,0
2,1986,1986-09-14,2,22.181,SFO,@,RAM,L 13-16,0,0,,0,4,58,14.50,0,0,0,1.0,0,0,0
3,1986,1986-09-21,3,22.188,SFO,,NOR,W 26-17,0,0,,0,2,12,6.00,0,0,0,0.0,0,0,0
4,1986,1986-09-28,4,22.195,SFO,@,MIA,W 31-16,0,0,,0,2,38,19.00,0,0,0,0.0,0,0,0
5,1986,1986-10-05,5,22.202,SFO,,IND,W 35-14,0,0,,0,1,12,12.00,0,0,0,0.0,0,0,0
6,1986,1986-10-12,6,22.209,SFO,,MIN,L 24-27,4,82,20.50,0,2,29,14.50,0,0,0,0.0,0,0,0
7,1986,1986-10-19,7,22.216,SFO,@,ATL,T 10-10,0,0,,0,1,4,4.00,0,0,0,0.0,0,0,0
8,1986,1986-10-26,8,22.223,SFO,@,GNB,W 31-17,0,0,,0,3,22,7.33,0,0,0,0.0,0,0,0
9,1986,1986-11-02,9,22.230,SFO,@,NOR,L 10-23,0,0,,0,0,0,,0,,,,,,
10,1986,1986-11-09,10,22.237,SFO,,STL,W 43-17,0,0,,0,0,0,,0,,,,,,
11,1986,1986-11-17,11,22.245,SFO,@,WAS,L 6-14,0,0,,0,5,24,4.80,0,0,0,0.0,1,0,0
12,1986,1986-11-23,12,22.251,SFO,,ATL,W 20-0,0,0,,0,6,103,17.17,1,1,6,0.0,1,0,0
13,1986,1986-12-01,13,22.259,SFO,,NYG,L 17-21,1,15,15.00,0,0,0,,0,0,0,0.0,0,0,0
14,1986,1986-12-07,14,22.265,SFO,,NYJ,W 24-10,0,0,,0,2,6,3.00,0,0,0,0.0,0,0,0
15,1986,1986-12-14,15,22.272,SFO,@,NWE,W 29-24,0,0,,0,4,43,10.75,0,0,0,0.0,0,0,0
16,1986,1986-12-19,16,22.277,SFO,,RAM,W 24-14,0,0,,0,5,19,3.80,0,0,0,0.0,0,0,0
17,1987,1987-09-13,1,23.180,SFO,@,PIT,L 17-30,0,0,,0,3,50,16.67,0,0,0,0.0,0,0,0
18,1987,1987-09-20,2,23.187,SFO,@,CIN,W 27-26,0,0,,0,3,17,5.67,0,0,0,0.0,0,0,0
19,1987,1987-10-25,6,23.222,SFO,@,NOR,W 24-22,,,,,0,0,,0,,,,,,
20,1987,1987-11-01,7,23.229,SFO,@,RAM,W 31-10,,,,,0,0,,0,,,,,,
21,1987,1987-11-08,8,23.236,SFO,,HOU,W 27-20,0,0,,0,1,4,4.00,0,0,0,0.0,1,0,0
22,1987,1987-11-15,9,23.243,SFO,,NOR,L 24-26,0,0,,0,2,8,4.00,0,0,0,0.0,0,0,0
23,1987,1987-11-22,10,23.250,SFO,@,TAM,W 24-10,0,0,,0,0,0,,0,0,0,0.0,1,0,0
