ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1995,1995-12-09,14,22.250,MIN,,CLE,W 27-11,,2,2,12,6.00,0,100.0%,6.00,0,0,,0,0,0
2,1995,1995-12-18,15,22.259,MIN,@,SFO,L 30-37,,4,4,26,6.50,0,100.0%,6.50,0,0,,0,0,0
3,1996,1996-09-01,1,23.151,MIN,,DET,W 17-13,,2,1,6,6.00,0,50.0%,3.00,0,0,,0,0,0
4,1996,1996-09-08,2,23.158,MIN,@,ATL,W 23-17,,,0,0,,0,0.0%,,0,0,,0,,
5,1996,1996-09-15,3,23.165,MIN,@,CHI,W 20-14,,,0,0,,0,0.0%,,0,0,,0,,
6,1996,1996-09-22,4,23.172,MIN,,GNB,W 30-21,,1,0,0,,0,0.0%,0.00,0,0,,0,,
7,1996,1996-09-29,5,23.179,MIN,@,NYG,L 10-15,,,0,0,,0,0.0%,,0,0,,0,,
8,1996,1996-10-06,6,23.186,MIN,,CAR,W 14-12,,3,1,9,9.00,0,33.3%,3.00,0,0,,0,0,0
9,1996,1996-10-13,7,23.193,MIN,@,TAM,L 13-24,,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0
10,1996,1996-10-28,8,23.208,MIN,,CHI,L 13-15,,,0,0,,0,0.0%,,0,0,,0,,
11,1996,1996-11-03,9,23.214,MIN,,KAN,L 6-21,,2,1,5,5.00,0,50.0%,2.50,0,0,,0,0,0
12,1996,1996-11-10,10,23.221,MIN,@,SEA,L 23-42,,,0,0,,0,0.0%,,0,0,,0,,
13,1996,1996-11-17,11,23.228,MIN,@,OAK,W 16-13,,3,1,3,3.00,0,33.3%,1.00,0,0,,0,0,0
14,1996,1996-11-24,12,23.235,MIN,,DEN,L 17-21,,3,2,3,1.50,0,66.7%,1.00,0,0,,0,0,0
15,1996,1996-12-01,13,23.242,MIN,,ARI,W 41-17,,1,0,0,,0,0.0%,0.00,1,3,3.00,0,0,0
16,1996,1996-12-08,14,23.249,MIN,@,DET,W 24-22,,2,0,0,,0,0.0%,0.00,0,0,,0,,
17,1996,1996-12-15,15,23.256,MIN,,TAM,W 21-10,,2,1,5,5.00,0,50.0%,2.50,0,0,,0,0,0
18,1996,1996-12-22,16,23.263,MIN,@,GNB,L 10-38,,,0,0,,0,0.0%,,0,0,,0,,
19,1997,1997-08-31,1,24.150,MIN,@,BUF,W 34-13,,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0
20,1997,1997-09-07,2,24.157,MIN,@,CHI,W 27-24,,,0,0,,0,0.0%,,,,,,,
21,1997,1997-09-14,3,24.164,MIN,,TAM,L 14-28,,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0
22,1997,1997-09-21,4,24.171,MIN,@,GNB,L 32-38,,,0,0,,0,0.0%,,,,,,,
23,1997,1997-09-28,5,24.178,MIN,,PHI,W 28-19,,,0,0,,0,0.0%,,,,,,,
24,1997,1997-10-05,6,24.185,MIN,@,ARI,W 20-19,,2,2,15,7.50,0,100.0%,7.50,0,0,,0,0,0
25,1997,1997-10-12,7,24.192,MIN,,CAR,W 21-14,,,0,0,,0,0.0%,,,,,,,
26,1997,1997-10-26,8,24.206,MIN,@,TAM,W 10-6,,1,1,23,23.00,0,100.0%,23.00,0,0,,0,0,0
27,1997,1997-11-02,9,24.213,MIN,,NWE,W 23-18,,0,0,0,,0,0.0%,,,,,,,
28,1997,1997-11-09,10,24.220,MIN,,CHI,W 29-22,,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0
29,1997,1997-11-16,11,24.227,MIN,@,DET,L 15-38,,,0,0,,0,0.0%,,,,,,,
30,1997,1997-11-23,12,24.234,MIN,@,NYJ,L 21-23,,2,1,3,3.00,0,50.0%,1.50,0,0,,0,0,0
31,1997,1997-12-01,13,24.242,MIN,,GNB,L 11-27,,2,0,0,,0,0.0%,0.00,,,,,,
32,1997,1997-12-07,14,24.248,MIN,@,SFO,L 17-28,,0,0,0,,0,0.0%,,,,,,,
33,1997,1997-12-14,15,24.255,MIN,,DET,L 13-14,,,0,0,,0,0.0%,,,,,,,
34,1997,1997-12-21,16,24.262,MIN,,IND,W 39-28,,2,1,12,12.00,0,50.0%,6.00,0,0,,0,0,0
35,1998,1998-09-06,1,25.156,MIN,,TAM,W 31-7,,,,,,,0.0%,,,,,,,
36,1998,1998-09-13,2,25.163,MIN,@,STL,W 38-31,,,,,,,0.0%,,,,,,,
37,1998,1998-09-20,3,25.170,MIN,,DET,W 29-6,,2,2,28,14.00,0,100.0%,14.00,0,0,,0,0,0
38,1998,1998-09-27,4,25.177,MIN,@,CHI,W 31-28,,,,,,,0.0%,,,,,,,
39,1998,1998-10-05,5,25.185,MIN,@,GNB,W 37-24,,1,,,,,0.0%,,,,,,,
40,1998,1998-10-18,6,25.198,MIN,,WAS,W 41-7,,,,,,,0.0%,,,,,,,
41,1998,1998-10-25,7,25.205,MIN,@,DET,W 34-13,,,,,,,0.0%,,,,,,,
42,1998,1998-11-01,8,25.212,MIN,@,TAM,L 24-27,,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0
43,1998,1998-11-08,9,25.219,MIN,,NOR,W 31-24,,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0
44,1998,1998-11-15,10,25.226,MIN,,CIN,W 24-3,,,,,,,0.0%,,,,,,,
45,1998,1998-11-22,11,25.233,MIN,,GNB,W 28-14,,,,,,,0.0%,,,,,,,
46,1998,1998-11-26,12,25.237,MIN,@,DAL,W 46-36,,2,2,9,4.50,0,100.0%,4.50,0,0,,0,0,0
47,1998,1998-12-06,13,25.247,MIN,,CHI,W 48-22,,2,1,6,6.00,0,50.0%,3.00,0,0,,0,0,0
48,1998,1998-12-13,14,25.254,MIN,@,BAL,W 38-28,,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0
49,1998,1998-12-26,16,25.267,MIN,@,TEN,W 26-16,,,,,,,0.0%,,,,,,,
50,1999,1999-09-12,1,26.162,BAL,@,STL,L 10-27,,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0
51,1999,1999-09-19,2,26.169,BAL,,PIT,L 20-23,*,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0
52,1999,1999-09-26,3,26.176,BAL,,CLE,W 17-10,,,,,,,0.0%,,,,,,,
53,1999,1999-10-03,4,26.183,BAL,@,ATL,W 19-13,,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0
54,1999,1999-10-10,5,26.190,BAL,@,TEN,L 11-14,,1,,,,,0.0%,,,,,,,
55,1999,1999-10-21,6,26.201,BAL,,KAN,L 8-35,*,4,2,5,2.50,0,50.0%,1.25,0,0,,0,0,0
56,1999,1999-10-31,7,26.211,BAL,,BUF,L 10-13,,,,,,,0.0%,,,,,,,
57,1999,1999-11-07,8,26.218,BAL,@,CLE,W 41-9,,,,,,,0.0%,,,,,,,
58,1999,1999-11-14,9,26.225,BAL,@,JAX,L 3-6,,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0
59,1999,1999-11-21,10,26.232,BAL,@,CIN,W 34-31,*,4,4,23,5.75,1,100.0%,5.75,0,0,,0,1,6
60,1999,1999-11-28,11,26.239,BAL,,JAX,L 23-30,*,3,2,11,5.50,0,66.7%,3.67,0,0,,0,0,0
61,1999,1999-12-05,12,26.246,BAL,,TEN,W 41-14,,0,0,0,,0,0.0%,,1,11,11.00,0,0,0
62,1999,1999-12-12,13,26.253,BAL,@,PIT,W 31-24,*,1,,,,,0.0%,,,,,,,
63,1999,1999-12-19,14,26.260,BAL,,NOR,W 31-8,*,2,1,-4,-4.00,0,50.0%,-2.00,0,0,,0,0,0
64,1999,1999-12-26,15,26.267,BAL,,CIN,W 22-0,*,2,,,,,0.0%,,,,,,,
65,1999,2000-01-02,16,26.274,BAL,@,NWE,L 3-20,,0,,,,,0.0%,,,,,,,
66,2000,2000-09-10,2,27.160,JAX,@,BAL,L 36-39,,,,,,,0.0%,,,,,,,
67,2000,2000-09-17,3,27.167,JAX,,CIN,W 13-0,,,,,,,0.0%,,,,,,,
68,2000,2000-09-25,4,27.175,JAX,@,IND,L 14-43,*,1,,,,,0.0%,,,,,,,
69,2000,2000-10-01,5,27.181,JAX,,PIT,L 13-24,,,,,,,0.0%,,,,,,,
