ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1979,1979-09-16,3,22.012,NOR,,PHI,L 14-26,0,0,,0,0,0,,0,1,13,13.00,0,0,0
2,1979,1979-09-23,4,22.019,NOR,@,SFO,W 30-21,0,0,,0,0,0,,0,1,22,22.00,0,0,0
3,1979,1979-09-30,5,22.026,NOR,,NYG,W 24-14,,,,,,,,,,,,,,
4,1979,1979-10-07,6,22.033,NOR,,RAM,L 17-35,0,0,,0,0,0,,0,2,50,25.00,0,0,0
5,1979,1979-10-14,7,22.040,NOR,@,TAM,W 42-14,0,0,,0,0,0,,0,1,31,31.00,0,0,0
6,1979,1979-10-21,8,22.047,NOR,,DET,W 17-7,,,,,,,,,,,,,,
7,1979,1979-10-28,9,22.054,NOR,@,WAS,W 14-10,,,,,,,,,,,,,,
8,1979,1979-11-04,10,22.061,NOR,@,DEN,L 3-10,,,,,,,,,,,,,,
9,1979,1979-11-11,11,22.068,NOR,,SFO,W 31-20,0,0,,0,0,0,,0,2,32,16.00,0,0,0
10,1979,1979-11-18,12,22.075,NOR,@,SEA,L 24-38,,,,,,,,,,,,,,
11,1979,1979-11-25,13,22.082,NOR,@,ATL,W 37-6,4,20,5.00,0,0,0,,0,0,0,,0,0,0
12,1979,1979-12-03,14,22.090,NOR,,OAK,L 35-42,0,0,,0,0,0,,0,3,54,18.00,0,0,0
13,1979,1979-12-09,15,22.096,NOR,,SDG,L 0-35,0,0,,0,0,0,,0,1,28,28.00,0,0,0
14,1979,1979-12-16,16,22.103,NOR,@,RAM,W 29-14,1,6,6.00,0,0,0,,0,0,0,,0,0,0
15,1980,1980-09-07,1,23.003,NOR,,SFO,L 23-26,,,,,,,,,,,,,,
16,1980,1980-09-14,2,23.010,NOR,@,CHI,L 3-22,1,-1,-1.00,0,0,0,,0,0,0,,0,0,0
17,1980,1980-09-21,3,23.017,NOR,,BUF,L 26-35,,,,,,,,,,,,,,
18,1980,1980-09-28,4,23.024,NOR,@,MIA,L 16-21,21,57,2.71,0,3,47,15.67,0,0,0,,0,0,0
19,1980,1980-10-05,5,23.031,NOR,,STL,L 7-40,2,4,2.00,0,0,0,,0,3,48,16.00,0,0,0
20,1980,1980-10-19,7,23.045,NOR,,ATL,L 14-41,,,,,,,,,,,,,,
21,1980,1980-10-26,8,23.052,NOR,@,WAS,L 14-22,6,34,5.67,0,1,-1,-1.00,0,0,0,,0,0,0
22,1980,1980-11-02,9,23.059,NOR,@,RAM,L 31-45,7,28,4.00,0,5,42,8.40,0,0,0,,0,0,0
23,1980,1980-11-09,10,23.066,NOR,,PHI,L 21-34,4,14,3.50,0,9,45,5.00,0,1,21,21.00,0,0,0
24,1980,1980-11-16,11,23.073,NOR,@,ATL,L 13-31,11,26,2.36,0,6,60,10.00,0,1,25,25.00,0,0,0
25,1980,1980-11-24,12,23.081,NOR,,RAM,L 7-27,4,8,2.00,0,5,18,3.60,0,0,0,,0,0,0
26,1980,1980-11-30,13,23.087,NOR,,MIN,L 20-23,5,15,3.00,0,2,30,15.00,1,0,0,,0,1,6
27,1980,1980-12-07,14,23.094,NOR,@,SFO,L 35-38,1,2,2.00,0,0,0,,0,1,13,13.00,0,0,0
28,1980,1980-12-14,15,23.101,NOR,@,NYJ,W 21-20,0,0,,0,0,0,,0,2,32,16.00,0,0,0
29,1980,1980-12-21,16,23.108,NOR,,NWE,L 27-38,1,1,1.00,1,0,0,,0,1,20,20.00,0,1,6
30,1981,1981-09-06,1,24.002,NOR,@,ATL,L 0-27,1,3,3.00,0,3,11,3.67,0,0,0,,0,0,0
31,1981,1981-09-13,2,24.009,NOR,,RAM,W 23-17,11,37,3.36,0,0,0,,0,0,0,,0,0,0
32,1981,1981-09-20,3,24.016,NOR,@,NYG,L 7-20,1,2,2.00,1,4,37,9.25,0,2,49,24.50,0,1,6
33,1981,1981-09-27,4,24.023,NOR,@,SFO,L 14-21,5,27,5.40,0,2,27,13.50,1,1,21,21.00,0,1,6
34,1981,1981-10-04,5,24.030,NOR,,PIT,L 6-20,5,9,1.80,0,6,46,7.67,0,0,0,,0,0,0
35,1981,1981-10-11,6,24.037,NOR,,PHI,L 14-31,3,11,3.67,0,0,0,,0,3,99,33.00,0,0,0
36,1981,1981-10-18,7,24.044,NOR,@,CLE,L 17-20,1,0,0.00,0,3,75,25.00,1,2,67,33.50,0,1,6
37,1981,1981-10-25,8,24.051,NOR,,CIN,W 17-7,1,2,2.00,0,2,48,24.00,1,1,25,25.00,0,1,6
38,1981,1981-11-01,9,24.058,NOR,,ATL,L 10-41,2,5,2.50,0,4,16,4.00,0,4,72,18.00,0,0,0
39,1981,1981-11-08,10,24.065,NOR,@,RAM,W 21-13,10,34,3.40,0,3,31,10.33,0,3,76,25.33,0,0,0
40,1981,1981-11-15,11,24.072,NOR,@,MIN,L 10-20,0,0,,0,3,71,23.67,0,2,33,16.50,0,0,0
41,1981,1981-11-22,12,24.079,NOR,@,HOU,W 27-24,3,5,1.67,0,1,22,22.00,1,3,54,18.00,0,1,6
42,1981,1981-11-29,13,24.086,NOR,,TAM,L 14-31,0,0,,0,0,0,,0,2,51,25.50,0,0,0
