ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result
1,1974,1974-09-15,1,22.243,PHI,@,STL,L 3-7
2,1974,1974-09-23,2,22.251,PHI,,DAL,W 13-10
3,1974,1974-09-29,3,22.257,PHI,,BAL,W 30-10
4,1974,1974-10-06,4,22.264,PHI,@,SDG,W 13-7
5,1974,1974-10-13,5,22.271,PHI,,NYG,W 35-7
6,1974,1974-10-20,6,22.278,PHI,@,DAL,L 24-31
7,1974,1974-10-27,7,22.285,PHI,@,NOR,L 10-14
8,1974,1974-11-03,8,22.292,PHI,@,PIT,L 0-27
9,1974,1974-11-10,9,22.299,PHI,,WAS,L 20-27
10,1974,1974-11-17,10,22.306,PHI,,STL,L 3-13
11,1974,1974-11-24,11,22.313,PHI,@,WAS,L 7-26
12,1974,1974-12-01,12,22.320,PHI,,GNB,W 36-14
13,1974,1974-12-08,13,22.327,PHI,@,NYG,W 20-7
14,1974,1974-12-15,14,22.334,PHI,,DET,W 28-17
