ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td
1,2001,2001-09-30,3,26.015,WAS,,KAN,L 13-45,,,,,
2,2001,2001-10-07,4,26.022,WAS,@,NYG,L 9-23,,1,0,0.00,0
3,2001,2001-10-15,5,26.030,WAS,@,DAL,L 7-9,,,,,
4,2001,2001-10-21,6,26.036,WAS,,CAR,W 17-14,,,,,
5,2001,2001-10-28,7,26.043,WAS,,NYG,W 35-21,,,,,
6,2001,2001-11-04,8,26.050,WAS,,SEA,W 27-14,,,,,
