ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1959,1959-10-04,2,23.360,CRD,,CLE,L 7-34,1,5,5.00,0,1,11,11.00,0,,,,
2,1959,1959-11-01,6,24.023,CRD,,PIT,W 45-24,1,4,4.00,0,0,0,,0,,,,
3,1959,1959-11-29,10,24.051,CRD,,CHI,L 7-31,1,3,3.00,0,0,0,,0,,,,
4,1959,1959-12-06,11,24.058,CRD,@,DET,L 21-45,2,6,3.00,0,0,0,,0,,,,
5,1960,1960-09-25,1,24.352,GNB,,CHI,L 14-17,1,2,2.00,0,0,0,,0,1,10,10.00,0
6,1960,1960-10-02,2,24.359,GNB,,DET,W 28-9,1,4,4.00,0,0,0,,0,1,27,27.00,0
7,1960,1960-10-23,4,25.014,GNB,,SFO,W 41-14,1,4,4.00,0,0,0,,0,0,0,,0
8,1960,1960-11-13,7,25.035,GNB,,DAL,W 41-7,3,8,2.67,0,0,0,,0,0,0,,0
9,1960,1960-12-04,10,25.056,GNB,@,CHI,W 41-13,1,4,4.00,0,0,0,,0,0,0,,0
10,1960,1960-12-10,11,25.062,GNB,@,SFO,W 13-0,0,0,,0,0,0,,0,1,17,17.00,0
