ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,2015,2015-09-13,1,24.017,BAL,@,DEN,L 13-19,,9,30,3.33,0,1,1,4,4.00,0,100.0%,4.00,0,0
2,2015,2015-09-20,2,24.024,BAL,@,OAK,L 33-37,,1,5,5.00,0,1,1,2,2.00,0,100.0%,2.00,0,0
3,2015,2015-09-27,3,24.031,BAL,,CIN,L 24-28,,3,12,4.00,0,0,0,0,,0,0.0%,,0,0
4,2015,2015-10-01,4,24.035,BAL,@,PIT,W 23-20,,5,19,3.80,0,0,0,0,,0,0.0%,,0,0
5,2015,2015-10-11,5,24.045,BAL,,CLE,L 30-33,,8,58,7.25,0,1,0,0,,0,0.0%,0.00,0,0
6,2015,2015-10-18,6,24.052,BAL,@,SFO,L 20-25,,4,13,3.25,0,3,1,8,8.00,0,33.3%,2.67,0,0
7,2015,2015-10-26,7,24.060,BAL,@,ARI,L 18-26,,3,25,8.33,0,1,1,10,10.00,0,100.0%,10.00,0,0
8,2015,2015-11-01,8,24.066,BAL,,SDG,W 29-26,,4,1,0.25,0,4,3,30,10.00,0,75.0%,7.50,0,0
9,2015,2015-11-15,9,24.080,BAL,,JAX,L 20-22,,5,19,3.80,0,2,1,4,4.00,0,50.0%,2.00,0,0
10,2015,2015-11-22,10,24.087,BAL,,STL,W 16-13,,22,67,3.05,0,6,5,48,9.60,0,83.3%,8.00,0,0
11,2015,2015-11-30,11,24.095,BAL,@,CLE,W 33-27,*,12,55,4.58,0,5,4,29,7.25,1,80.0%,5.80,1,6
12,2015,2015-12-06,12,24.101,BAL,@,MIA,L 13-15,*,17,63,3.71,0,13,12,107,8.92,1,92.3%,8.23,1,6
13,2015,2015-12-13,13,24.108,BAL,,SEA,L 6-35,*,8,14,1.75,0,9,5,44,8.80,0,55.6%,4.89,0,0
14,2015,2015-12-20,14,24.115,BAL,,KAN,L 14-34,*,4,18,4.50,0,1,0,0,,0,0.0%,0.00,0,0
15,2015,2015-12-27,15,24.122,BAL,,PIT,W 20-17,*,17,77,4.53,1,5,5,35,7.00,0,100.0%,7.00,1,6
16,2015,2016-01-03,16,24.129,BAL,@,CIN,L 16-24,*,15,38,2.53,0,10,6,32,5.33,0,60.0%,3.20,0,0
17,2016,2016-10-02,4,25.036,BAL,,OAK,L 27-28,,3,13,4.33,0,3,2,15,7.50,0,66.7%,5.00,0,0
18,2016,2016-10-09,5,25.043,BAL,,WAS,L 10-16,,4,18,4.50,0,1,1,0,0.00,0,100.0%,0.00,0,0
19,2016,2016-10-16,6,25.050,BAL,@,NYG,L 23-27,,0,0,,0,0,0,0,,0,0.0%,,0,0
20,2016,2016-10-23,7,25.057,BAL,@,NYJ,L 16-24,,0,0,,0,0,0,0,,0,0.0%,,0,0
21,2016,2016-11-06,8,25.071,BAL,,PIT,W 21-14,,0,0,,0,0,0,0,,0,0.0%,,0,0
22,2016,2016-11-10,9,25.075,BAL,,CLE,W 28-7,,2,3,1.50,0,0,0,0,,0,0.0%,,0,0
23,2016,2016-11-20,10,25.085,BAL,@,DAL,L 17-27,,0,0,,0,0,0,0,,0,0.0%,,0,0
24,2016,2016-11-27,11,25.092,BAL,,CIN,W 19-14,,0,0,,0,0,0,0,,0,0.0%,,0,0
25,2017,2017-09-10,1,26.014,BAL,@,CIN,W 20-0,,21,71,3.38,0,1,0,0,,0,0.0%,0.00,0,0
26,2017,2017-09-17,2,26.021,BAL,,CLE,W 24-10,,14,66,4.71,0,6,5,35,7.00,1,83.3%,5.83,1,6
27,2017,2017-09-24,3,26.028,BAL,@,JAX,L 7-44,,8,15,1.88,0,6,5,13,2.60,0,83.3%,2.17,0,0
28,2017,2017-10-01,4,26.035,BAL,,PIT,L 9-26,,2,7,3.50,0,6,6,37,6.17,0,100.0%,6.17,0,0
