ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,1983,1983-09-11,2,22.117,PIT,@,GNB,W 25-21,0,0,,0,,,,,,
2,1983,1983-09-18,3,22.124,PIT,@,HOU,W 40-28,0,0,,0,,,,,,
3,1983,1983-09-25,4,22.131,PIT,,NWE,L 23-28,0,0,,0,,,,,,
4,1983,1983-10-02,5,22.138,PIT,,HOU,W 17-10,0,0,,0,,,,,,
5,1983,1983-10-10,6,22.146,PIT,@,CIN,W 24-14,2,38,19.00,0,0,0,,0,0,0
6,1983,1983-10-16,7,22.152,PIT,,CLE,W 44-17,1,36,36.00,0,0,0,,0,0,0
7,1983,1983-10-23,8,22.159,PIT,@,SEA,W 27-21,1,16,16.00,0,0,0,,0,0,0
8,1983,1983-10-30,9,22.166,PIT,,TAM,W 17-12,5,74,14.80,1,0,0,,0,1,6
9,1983,1983-11-24,13,22.191,PIT,@,DET,L 3-45,0,0,,0,,,,,,
10,1983,1983-12-10,15,22.207,PIT,@,NYJ,W 34-7,0,0,,0,,,,,,
11,1983,1983-12-18,16,22.215,PIT,@,CLE,L 17-30,1,21,21.00,0,0,0,,0,0,0
12,1984,1984-09-02,1,23.108,PIT,,KAN,L 27-37,0,0,,0,0,0,,0,0,
13,1984,1984-09-06,2,23.112,PIT,@,NYJ,W 23-17,0,0,,0,0,0,,0,0,
14,1984,1984-09-16,3,23.122,PIT,,RAM,W 24-14,0,0,,0,0,0,,0,0,
15,1984,1984-09-23,4,23.129,PIT,@,CLE,L 10-20,0,0,,0,0,0,,0,0,
16,1984,1984-10-01,5,23.137,PIT,,CIN,W 38-17,2,30,15.00,0,0,0,,0,0,0
17,1984,1984-10-07,6,23.143,PIT,,MIA,L 7-31,3,30,10.00,0,0,0,,0,0,0
18,1984,1984-10-14,7,23.150,PIT,@,SFO,W 20-17,1,11,11.00,0,0,0,,0,0,0
19,1984,1984-10-21,8,23.157,PIT,@,IND,L 16-17,0,0,,0,0,0,,0,0,
20,1984,1984-10-28,9,23.164,PIT,,ATL,W 35-10,0,0,,0,0,0,,0,0,
21,1984,1984-11-04,10,23.171,PIT,,HOU,W 35-7,1,10,10.00,0,1,-3,-3.00,0,0,0
22,1984,1984-11-11,11,23.178,PIT,@,CIN,L 20-22,0,0,,0,0,0,,0,0,
23,1984,1984-11-19,12,23.186,PIT,@,NOR,L 24-27,0,0,,0,0,0,,0,0,
24,1984,1984-11-25,13,23.192,PIT,,SDG,W 52-24,0,0,,0,0,0,,0,0,
25,1984,1984-12-02,14,23.199,PIT,@,HOU,L 20-23,0,0,,0,0,0,,0,0,
26,1984,1984-12-09,15,23.206,PIT,,CLE,W 23-20,0,0,,0,0,0,,0,0,
27,1984,1984-12-16,16,23.213,PIT,@,RAI,W 13-7,0,0,,0,0,0,,0,0,
28,1985,1985-09-15,2,24.121,IND,@,MIA,L 13-30,1,6,6.00,0,0,0,,0,0,0
29,1985,1985-09-22,3,24.128,IND,,DET,W 14-6,0,0,,0,0,0,,0,0,
30,1985,1985-09-29,4,24.135,IND,@,NYJ,L 20-25,0,0,,0,0,0,,0,0,
31,1985,1985-10-06,5,24.142,IND,,BUF,W 49-17,0,0,,0,0,0,,0,0,
32,1985,1985-10-13,6,24.149,IND,,DEN,L 10-15,0,0,,0,0,0,,0,0,
33,1985,1985-10-27,8,24.163,IND,,GNB,W 37-10,5,104,20.80,2,1,20,20.00,1,3,18
34,1985,1985-11-03,9,24.170,IND,,NYJ,L 17-35,4,51,12.75,0,0,0,,0,0,0
35,1985,1985-11-10,10,24.177,IND,@,NWE,L 15-34,5,43,8.60,0,0,0,,0,0,0
36,1985,1985-11-17,11,24.184,IND,,MIA,L 20-34,3,94,31.33,1,0,0,,0,1,6
37,1985,1985-11-24,12,24.191,IND,@,KAN,L 7-20,0,0,,0,0,0,,0,0,
38,1985,1985-12-01,13,24.198,IND,,NWE,L 31-38,2,14,7.00,0,0,0,,0,0,0
39,1985,1985-12-08,14,24.205,IND,@,CHI,L 10-17,1,61,61.00,1,1,-4,-4.00,0,1,6
40,1985,1985-12-15,15,24.212,IND,@,TAM,W 31-23,1,14,14.00,0,0,0,,0,0,0
41,1985,1985-12-22,16,24.219,IND,,HOU,W 34-16,3,51,17.00,0,1,2,2.00,0,0,0
42,1986,1986-09-07,1,25.113,IND,@,NWE,L 3-33,3,54,18.00,0,0,0,,0,0,0
43,1986,1986-09-14,2,25.120,IND,@,MIA,L 10-30,1,19,19.00,0,1,11,11.00,0,0,0
44,1986,1986-09-21,3,25.127,IND,,RAM,L 7-24,3,24,8.00,0,0,0,,0,0,0
45,1986,1986-09-28,4,25.134,IND,,NYJ,L 7-26,2,21,10.50,0,0,0,,0,0,0
46,1986,1986-10-05,5,25.141,IND,@,SFO,L 14-35,0,0,,0,0,0,,0,0,
47,1986,1986-10-12,6,25.148,IND,,NOR,L 14-17,0,0,,0,0,0,,0,0,
