ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2011,2011-09-11,1,23.047,BAL,,PIT,W 35-7,,,,,,,,,
2,2011,2011-10-24,6,23.090,BAL,@,JAX,L 7-12,,,,,,,,,
3,2011,2011-10-30,7,23.096,BAL,,ARI,W 30-27,,0,0,0.0,0,0,0,0,0
4,2011,2011-11-06,8,23.103,BAL,@,PIT,W 23-20,,0,0,0.0,0,0,0,0,0
5,2011,2011-11-13,9,23.110,BAL,@,SEA,L 17-22,,,,,,,,,
6,2011,2011-11-20,10,23.117,BAL,,CIN,W 31-24,,0,0,0.0,3,0,1,16,0
7,2011,2011-11-24,11,23.121,BAL,,SFO,W 16-6,,0,0,0.0,1,0,0,0,0
8,2011,2011-12-04,12,23.131,BAL,@,CLE,W 24-10,*,0,0,0.0,1,0,1,32,0
9,2011,2011-12-11,13,23.138,BAL,,IND,W 24-10,*,0,0,0.0,0,0,0,0,0
10,2011,2011-12-18,14,23.145,BAL,@,SDG,L 14-34,*,0,0,0.0,5,0,0,0,0
11,2011,2011-12-24,15,23.151,BAL,,CLE,W 20-14,,0,0,0.0,7,0,0,0,0
12,2011,2012-01-01,16,23.159,BAL,@,CIN,W 24-16,,0,0,0.0,1,0,0,0,0
13,2012,2012-09-10,1,24.046,BAL,,CIN,W 44-13,,,,,,,,,
14,2012,2012-09-16,2,24.052,BAL,@,PHI,L 23-24,,0,0,0.0,3,0,0,0,0
15,2012,2012-09-23,3,24.059,BAL,,NWE,W 31-30,,0,0,0.0,4,1,0,0,0
16,2012,2012-09-27,4,24.063,BAL,,CLE,W 23-16,,0,0,0.0,1,0,0,0,0
17,2012,2012-10-07,5,24.073,BAL,@,KAN,W 9-6,,,,,,,,,
18,2012,2012-10-14,6,24.080,BAL,,DAL,W 31-29,,0,0,0.0,7,0,0,0,0
19,2012,2012-10-21,7,24.087,BAL,@,HOU,L 13-43,*,0,0,0.0,4,0,0,0,0
20,2012,2012-11-04,8,24.101,BAL,@,CLE,W 25-15,*,0,0,0.0,4,3,0,0,0
21,2012,2012-11-11,9,24.108,BAL,,OAK,W 55-20,,,,,,,,,
22,2012,2012-12-16,14,24.143,BAL,,DEN,L 17-34,,0,0,0.0,2,0,0,0,0
23,2012,2012-12-23,15,24.150,BAL,,NYG,W 33-14,,,,,,,,,
24,2012,2012-12-30,16,24.157,BAL,@,CIN,L 17-23,,0,0,0.0,2,0,0,0,0
25,2013,2013-09-05,1,25.041,BAL,@,DEN,L 27-49,*,0,0,0.0,6,0,0,0,0
26,2013,2013-09-15,2,25.051,BAL,,CLE,W 14-6,*,0,0,0.0,3,0,0,0,0
27,2013,2013-09-22,3,25.058,BAL,,HOU,W 30-9,*,0,0,0.0,6,0,0,0,0
28,2013,2013-09-29,4,25.065,BAL,@,BUF,L 20-23,*,0,0,0.0,4,1,0,0,0
29,2013,2013-10-06,5,25.072,BAL,@,MIA,W 26-23,*,0,0,0.0,1,0,0,0,0
30,2013,2013-10-13,6,25.079,BAL,,GNB,L 17-19,*,0,0,0.0,2,1,1,0,0
31,2013,2013-10-20,7,25.086,BAL,@,PIT,L 16-19,*,0,0,0.0,2,1,0,0,0
32,2013,2013-11-03,8,25.100,BAL,@,CLE,L 18-24,*,0,0,0.0,4,0,0,0,0
33,2013,2013-11-10,9,25.107,BAL,,CIN,W 20-17,*,0,0,0.0,4,1,0,0,0
34,2013,2013-11-17,10,25.114,BAL,@,CHI,L 20-23,*,0,0,0.0,3,1,0,0,0
35,2013,2013-11-24,11,25.121,BAL,,NYJ,W 19-3,*,0,0,0.0,2,1,0,0,0
36,2013,2013-11-28,12,25.125,BAL,,PIT,W 22-20,*,0,0,0.0,2,0,0,0,0
37,2013,2013-12-08,13,25.135,BAL,,MIN,W 29-26,*,0,0,0.0,1,0,0,0,0
38,2013,2013-12-16,14,25.143,BAL,@,DET,W 18-16,*,0,0,0.0,6,1,0,0,0
39,2013,2013-12-22,15,25.149,BAL,,NWE,L 7-41,*,0,0,0.0,3,1,0,0,0
