ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1969,1969-09-14,1,21.335,HOU,@,OAK,L 17-21,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,28,28.00,0,0,0
2,1969,1969-09-21,2,21.342,HOU,@,BUF,W 17-3,1,9,9.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
3,1969,1969-09-28,3,21.349,HOU,,MIA,W 22-10,4,45,11.25,0,0,0,,0,0,0,,0,0,0,,0,0,,,2,45,22.50,0,0,0
4,1969,1969-10-26,7,22.012,HOU,,DEN,W 24-21,2,23,11.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
5,1970,1970-10-25,6,23.011,HOU,@,SDG,T 31-31,5,100,20.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
6,1970,1970-11-01,7,23.018,HOU,@,STL,L 0-44,4,48,12.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
7,1970,1970-11-08,8,23.025,HOU,@,KAN,L 9-24,1,6,6.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
8,1970,1970-11-15,9,23.032,HOU,,SFO,L 20-30,3,24,8.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
9,1970,1970-11-22,10,23.039,HOU,@,CLE,L 14-28,1,17,17.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
10,1970,1970-11-29,11,23.046,HOU,,DEN,W 31-21,3,20,6.67,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
11,1970,1970-12-07,12,23.054,HOU,,CLE,L 10-21,2,12,6.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
12,1970,1970-12-13,13,23.060,HOU,,CIN,L 20-30,6,143,23.83,2,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,12
13,1970,1970-12-20,14,23.067,HOU,@,DAL,L 10-52,3,46,15.33,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
14,1971,1971-09-19,1,23.340,HOU,@,CLE,L 0-31,4,92,23.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
15,1971,1971-09-26,2,23.347,HOU,,KAN,L 16-20,3,47,15.67,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
16,1971,1971-10-03,3,23.354,HOU,,NOR,T 13-13,1,70,70.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
17,1971,1971-10-10,4,23.361,HOU,@,WAS,L 13-22,1,21,21.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
18,1971,1971-10-17,5,24.003,HOU,,DET,L 7-31,2,66,33.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
19,1971,1971-10-24,6,24.010,HOU,@,PIT,L 16-23,5,74,14.80,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
20,1971,1971-10-31,7,24.017,HOU,,CIN,W 10-6,3,42,14.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
21,1971,1971-11-07,8,24.024,HOU,@,NWE,L 20-28,2,43,21.50,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
22,1971,1971-11-14,9,24.031,HOU,@,OAK,L 21-41,2,18,9.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
23,1971,1971-11-21,10,24.038,HOU,@,CIN,L 13-28,2,75,37.50,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
24,1971,1971-11-28,11,24.045,HOU,,CLE,L 24-37,2,73,36.50,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,25,25.00,0,1,6
25,1971,1971-12-05,12,24.052,HOU,,PIT,W 29-3,,,,,,,,,,,,,,,,,,,,,,,,,
26,1971,1971-12-12,13,24.059,HOU,@,BUF,W 20-14,1,26,26.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
27,1971,1971-12-19,14,24.066,HOU,,SDG,W 49-33,3,34,11.33,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
28,1972,1972-09-17,1,24.339,HOU,@,DEN,L 17-30,4,56,14.00,0,1,9,9.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
29,1972,1972-09-24,2,24.346,HOU,@,MIA,L 13-34,2,80,40.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
30,1972,1972-10-01,3,24.353,HOU,,NYJ,W 26-20,3,71,23.67,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
31,1972,1972-10-09,4,24.361,HOU,,OAK,L 0-34,,,,,,,,,,,,,,,,,,,,,,,,,
32,1972,1972-10-15,5,25.001,HOU,@,PIT,L 7-24,3,24,8.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
33,1972,1972-10-22,6,25.008,HOU,,CLE,L 17-23,4,75,18.75,1,1,3,3.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
34,1972,1972-10-29,7,25.015,CIN,,HOU,W 30-7,1,19,19.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
35,1972,1972-11-05,8,25.022,CIN,@,PIT,L 17-40,0,0,,0,1,2,2.00,0,0,0,,0,0,0,,0,0,,,5,88,17.60,0,0,0
36,1972,1972-11-12,9,25.029,CIN,,OAK,L 14-20,,,,,,,,,,,,,,,,,,,,,,,,,
37,1972,1972-12-03,12,25.050,CIN,,NYG,W 13-10,4,67,16.75,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
38,1972,1972-12-09,13,25.056,CIN,,CLE,L 24-27,1,17,17.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
39,1972,1972-12-17,14,25.064,CIN,@,HOU,W 61-17,2,30,15.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
40,1973,1973-10-07,4,25.358,CIN,@,CLE,L 10-17,1,26,26.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
41,1973,1973-11-25,11,26.042,CIN,,STL,W 42-24,3,48,16.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
42,1973,1973-12-02,12,26.049,CIN,,MIN,W 27-0,1,23,23.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
43,1973,1973-12-09,13,26.056,CIN,,CLE,W 34-17,5,70,14.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
44,1973,1973-12-16,14,26.063,CIN,@,HOU,W 27-24,3,47,15.67,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
45,1974,1974-09-15,1,26.336,CIN,,CLE,W 33-7,,,,,,,,,,,,,,,,,,,,,,,,,
46,1974,1974-09-22,2,26.343,CIN,,SDG,L 17-20,5,57,11.40,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
47,1974,1974-09-29,3,26.350,CIN,@,SFO,W 21-3,2,30,15.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
48,1974,1974-10-06,4,26.357,CIN,,WAS,W 28-17,2,18,9.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
49,1974,1974-10-13,5,26.364,CIN,@,CLE,W 34-24,4,88,22.00,1,1,4,4.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
50,1974,1974-10-20,6,27.006,CIN,@,OAK,L 27-30,,,,,,,,,,,,,,,,,,,,,,,,,
51,1974,1974-10-27,7,27.013,CIN,,HOU,L 21-34,2,35,17.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
52,1974,1974-11-03,8,27.020,CIN,@,BAL,W 24-14,2,27,13.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
53,1974,1974-11-10,9,27.027,CIN,,PIT,W 17-10,2,43,21.50,0,1,3,3.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
54,1974,1974-11-17,10,27.034,CIN,@,HOU,L 3-20,0,0,,0,1,5,5.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
55,1974,1974-11-24,11,27.041,CIN,,KAN,W 33-6,3,65,21.67,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
56,1974,1974-12-02,12,27.049,CIN,@,MIA,L 3-24,1,13,13.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
57,1974,1974-12-08,13,27.055,CIN,,DET,L 19-23,1,14,14.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
58,1974,1974-12-14,14,27.061,CIN,@,PIT,L 3-27,0,0,,0,1,8,8.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
59,1975,1975-09-21,1,27.342,CIN,,CLE,W 24-17,1,14,14.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
60,1975,1975-09-28,2,27.349,CIN,@,NOR,W 21-0,3,35,11.67,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
61,1975,1975-10-05,3,27.356,CIN,@,HOU,W 21-19,1,12,12.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
62,1975,1975-10-12,4,27.363,CIN,,NWE,W 27-10,3,69,23.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
63,1975,1975-10-19,5,28.005,CIN,,OAK,W 14-10,2,54,27.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
64,1975,1975-10-26,6,28.012,CIN,@,ATL,W 21-14,3,56,18.67,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
65,1975,1975-11-02,7,28.019,CIN,,PIT,L 24-30,5,114,22.80,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
66,1975,1975-11-09,8,28.026,CIN,@,DEN,W 17-16,1,12,12.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
67,1975,1975-11-17,9,28.034,CIN,,BUF,W 33-24,5,90,18.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
68,1975,1975-11-23,10,28.040,CIN,@,CLE,L 23-35,7,200,28.57,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
69,1975,1975-11-30,11,28.047,CIN,,HOU,W 23-19,1,3,3.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
70,1975,1975-12-07,12,28.054,CIN,@,PHI,W 31-0,1,18,18.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
71,1975,1975-12-13,13,28.060,CIN,@,PIT,L 14-35,1,15,15.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
72,1975,1975-12-21,14,28.068,CIN,,SDG,W 47-17,3,34,11.33,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
73,1976,1976-09-12,1,28.334,SDG,@,KAN,W 30-16,4,59,14.75,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
74,1976,1976-09-19,2,28.341,SDG,@,TAM,W 23-0,3,59,19.67,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
75,1976,1976-09-26,3,28.348,SDG,,STL,W 43-24,5,134,26.80,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
76,1976,1976-10-03,4,28.355,SDG,@,DEN,L 0-26,5,105,21.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
77,1976,1976-10-10,5,28.362,SDG,,OAK,L 17-27,5,108,21.60,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
78,1976,1976-10-17,6,29.003,SDG,,HOU,W 30-27,2,106,53.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
79,1976,1976-10-24,7,29.010,SDG,@,CLE,L 17-21,5,94,18.80,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
80,1976,1976-10-31,8,29.017,SDG,@,PIT,L 0-23,4,98,24.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
81,1976,1976-11-07,9,29.024,SDG,,BAL,L 21-37,3,51,17.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
82,1976,1976-11-14,10,29.031,SDG,,DEN,L 0-17,3,59,19.67,0,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0
83,1976,1976-11-21,11,29.038,SDG,@,BUF,W 34-13,6,97,16.17,2,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,12
84,1976,1976-11-28,12,29.045,SDG,,KAN,L 20-23,3,44,14.67,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
85,1976,1976-12-05,13,29.052,SDG,,SFO,W 13-7,1,30,30.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
86,1976,1976-12-12,14,29.059,SDG,@,OAK,L 0-24,1,12,12.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
87,1977,1977-09-18,1,29.339,SDG,@,OAK,L 0-24,4,33,8.25,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
88,1977,1977-09-25,2,29.346,SDG,@,KAN,W 23-7,3,12,4.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
89,1977,1977-10-02,3,29.353,SDG,,CIN,W 24-3,4,70,17.50,2,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,12
