ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,1974,1974-11-10,9,23.236,NYJ,@,NYG,W 26-20,0,0,,0,2,2,100.0,2,3,66.7,0,8,0,0,,0
2,1974,1974-11-17,10,23.243,NYJ,@,NWE,W 21-16,0,0,,0,3,3,100.0,,,,0,3,,,,
3,1974,1974-11-24,11,23.250,NYJ,,MIA,W 17-14,0,0,,0,2,2,100.0,1,1,100.0,0,5,0,0,,0
4,1974,1974-12-01,12,23.257,NYJ,,SDG,W 27-14,0,0,,0,3,3,100.0,2,3,66.7,0,9,0,0,,0
5,1974,1974-12-08,13,23.264,NYJ,,BUF,W 20-10,0,0,,0,2,3,66.7,,,,0,2,,,,
6,1974,1974-12-15,14,23.271,NYJ,@,BAL,W 45-38,0,0,,0,6,6,100.0,1,4,25.0,0,9,0,0,,0
7,1975,1975-09-21,1,24.186,NYJ,@,BUF,L 14-42,0,0,,0,2,2,100.0,,,,0,2,,,,
8,1975,1975-09-28,2,24.193,NYJ,@,KAN,W 30-24,0,0,,0,3,3,100.0,1,1,100.0,0,6,0,0,,0
9,1975,1975-10-05,3,24.200,NYJ,,NWE,W 36-7,0,0,,0,3,5,60.0,1,2,50.0,0,6,0,0,,0
10,1975,1975-10-12,4,24.207,NYJ,@,MIN,L 21-29,0,0,,0,3,3,100.0,,1,0.0,0,3,0,0,,0
11,1975,1975-10-19,5,24.214,NYJ,,MIA,L 0-43,,,,,,,,,,,,,,,,
12,1975,1975-10-26,6,24.221,NYJ,,BAL,L 28-45,0,0,,0,4,4,100.0,,,,0,4,,,,
13,1975,1975-11-02,7,24.228,NYJ,,BUF,L 23-24,0,0,,0,2,2,100.0,3,3,100.0,0,11,0,0,,0
14,1975,1975-11-09,8,24.235,NYJ,@,MIA,L 7-27,0,0,,0,1,1,100.0,,2,0.0,0,1,0,0,,0
15,1975,1975-11-16,9,24.242,NYJ,@,BAL,L 19-52,0,0,,0,1,2,50.0,2,2,100.0,0,7,0,0,,0
16,1975,1975-11-23,10,24.249,NYJ,,STL,L 6-37,0,0,,0,,,,2,3,66.7,0,6,0,0,,0
17,1975,1975-11-30,11,24.256,NYJ,,PIT,L 7-20,0,0,,0,1,1,100.0,,,,0,1,,,,
18,1975,1975-12-07,12,24.263,NYJ,@,NWE,W 30-28,0,0,,0,3,3,100.0,3,6,50.0,0,12,0,0,,0
19,1975,1975-12-15,13,24.271,NYJ,@,SDG,L 16-24,0,0,,0,1,1,100.0,1,1,100.0,0,4,0,0,,0
20,1975,1975-12-21,14,24.277,NYJ,,DAL,L 21-31,0,0,,0,3,3,100.0,,,,0,3,,,,
21,1976,1976-09-12,1,25.177,NYJ,@,CLE,L 17-38,0,0,,0,2,2,100.0,1,1,100.0,0,5,0,0,,0
22,1976,1976-09-19,2,25.184,NYJ,@,DEN,L 3-46,0,0,,0,,,,1,2,50.0,0,3,0,0,,0
23,1976,1976-09-26,3,25.191,NYJ,@,MIA,L 0-16,,,,,,,,,,,,,,,,
24,1976,1976-10-03,4,25.198,NYJ,@,SFO,L 6-17,0,0,,0,,1,0.0,,1,0.0,0,0,0,0,,0
25,1976,1976-10-10,5,25.205,NYJ,,BUF,W 17-14,0,0,,0,2,2,100.0,1,1,100.0,0,5,0,0,,0
26,1976,1976-10-18,6,25.213,NYJ,@,NWE,L 7-41,0,0,,0,1,1,100.0,,,,0,1,,,,
27,1976,1976-10-24,7,25.219,NYJ,,BAL,L 0-20,,,,,,,,,,,,,,,,
28,1976,1976-10-31,8,25.226,NYJ,@,BUF,W 19-14,0,0,,0,1,2,50.0,2,2,100.0,0,7,0,0,,0
29,1976,1976-11-07,9,25.233,NYJ,,MIA,L 7-27,0,0,,0,1,1,100.0,,1,0.0,0,1,0,0,,0
30,1976,1976-11-14,10,25.240,NYJ,,TAM,W 34-0,0,0,,0,4,4,100.0,2,3,66.7,0,10,0,0,,0
31,1976,1976-11-21,11,25.247,NYJ,,NWE,L 24-38,0,0,,0,3,3,100.0,1,1,100.0,0,6,0,0,,0
32,1976,1976-11-28,12,25.254,NYJ,@,BAL,L 16-33,0,0,,0,1,2,50.0,1,1,100.0,0,4,0,0,,0
33,1976,1976-12-05,13,25.261,NYJ,,WAS,L 16-37,0,0,,0,1,2,50.0,1,2,50.0,0,4,0,0,,0
34,1976,1976-12-12,14,25.268,NYJ,,CIN,L 3-42,0,0,,0,,,,1,1,100.0,0,3,0,0,,0
