ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2002,2002-12-29,16,22.221,DAL,@,WAS,L 14-20,,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,0,0,0.0,,
2,2003,2003-11-23,11,23.185,CHI,@,DEN,W 19-10,,,,,,,0.0%,,,,,,,,,,,,,,
3,2003,2003-11-30,12,23.192,CHI,,ARI,W 28-3,,0,,,,,0.0%,,,,,,,,,,,,,,
4,2003,2003-12-07,13,23.199,CHI,@,GNB,L 21-34,,,,,,,0.0%,,,,,,,,,,,,,,
5,2003,2003-12-14,14,23.206,CHI,,MIN,W 13-10,,,,,,,0.0%,,,,,,,,,,,,,,
6,2003,2003-12-21,15,23.213,CHI,,WAS,W 27-24,,,,,,,0.0%,,,,,,,,,,,,,,
7,2003,2003-12-28,16,23.220,CHI,@,KAN,L 3-31,,,,,,,0.0%,,,,,,,,,,,,,,
8,2004,2004-09-12,1,24.113,CHI,,DET,L 16-20,,1,1,10,10.00,0,100.0%,10.00,1,1,1.00,0,1,25,25.00,0,0,0,0.0,,
9,2004,2004-09-19,2,24.120,CHI,@,GNB,W 21-10,,,,,,,0.0%,,,,,,,,,,,,,,
10,2004,2004-09-26,3,24.127,CHI,@,MIN,L 22-27,,0,0,0,,0,0.0%,,0,0,,0,1,19,19.00,0,0,0,0.0,,
11,2004,2004-10-03,4,24.134,CHI,,PHI,L 9-19,,,,,,,0.0%,,,,,,,,,,,,,,
12,2004,2004-10-17,5,24.148,CHI,,WAS,L 10-13,,0,,,,,0.0%,,,,,,,,,,,,,,
13,2004,2004-10-24,6,24.155,CHI,@,TAM,L 7-19,,0,0,0,,0,0.0%,,0,0,,0,1,21,21.00,0,0,0,0.0,,
14,2004,2004-11-07,8,24.169,CHI,@,NYG,W 28-21,,,,,,,0.0%,,,,,,,,,,,,,,
15,2004,2004-11-14,9,24.176,CHI,@,TEN,W 19-17,,0,,,,,0.0%,,,,,,,,,,,,,,
16,2004,2004-11-21,10,24.183,CHI,,IND,L 10-41,,1,,,,,0.0%,,,,,,,,,,,,,,
17,2004,2004-11-25,11,24.187,CHI,@,DAL,L 7-21,,0,,,,,0.0%,,,,,,,,,,,,,,
18,2004,2004-12-05,12,24.197,CHI,,MIN,W 24-14,,1,1,5,5.00,1,100.0%,5.00,0,0,,0,0,0,,0,1,6,0.0,,
19,2004,2004-12-12,13,24.204,CHI,@,JAX,L 3-22,,4,3,17,5.67,0,75.0%,4.25,0,0,,0,0,0,,0,0,0,0.0,,
20,2004,2004-12-19,14,24.211,CHI,,HOU,L 5-24,*,3,1,7,7.00,0,33.3%,2.33,0,0,,0,0,0,,0,0,0,0.0,,
21,2004,2004-12-26,15,24.218,CHI,@,DET,L 13-19,,5,5,21,4.20,1,100.0%,4.20,0,0,,0,0,0,,0,1,6,0.0,,
22,2004,2005-01-02,16,24.225,CHI,,GNB,L 14-31,*,2,2,10,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,0,0,0.0,,
23,2005,2005-11-13,9,25.175,CHI,,SFO,W 17-9,,1,1,2,2.00,0,100.0%,2.00,0,0,,0,0,0,,0,0,0,0.0,,
24,2005,2005-11-20,10,25.182,CHI,,CAR,W 13-3,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,,
25,2005,2005-11-27,11,25.189,CHI,@,TAM,W 13-10,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,,
26,2005,2005-12-04,12,25.196,CHI,,GNB,W 19-7,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,,
27,2005,2005-12-11,13,25.203,CHI,@,PIT,L 9-21,,0,0,0,,0,0.0%,,0,0,,0,1,17,17.00,0,0,0,0.0,,
28,2005,2005-12-18,14,25.210,CHI,,ATL,W 16-3,*,3,3,13,4.33,0,100.0%,4.33,0,0,,0,2,12,6.00,0,0,0,0.0,,
29,2005,2005-12-25,15,25.217,CHI,@,GNB,W 24-17,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,,
30,2005,2006-01-01,16,25.224,CHI,@,MIN,L 10-34,*,0,0,0,,0,0.0%,,3,22,7.33,0,0,0,,0,0,0,0.0,,
31,2006,2006-09-10,1,26.111,CHI,@,GNB,W 26-0,*,4,4,26,6.50,0,100.0%,6.50,3,10,3.33,0,0,0,,0,0,0,0.0,,
32,2006,2006-09-17,2,26.118,CHI,,DET,W 34-7,,2,2,15,7.50,0,100.0%,7.50,0,0,,0,0,0,,0,0,0,0.0,,
33,2006,2006-09-24,3,26.125,CHI,@,MIN,W 19-16,*,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,,
34,2006,2006-10-01,4,26.132,CHI,,SEA,W 37-6,*,4,3,12,4.00,0,75.0%,3.00,1,1,1.00,0,0,0,,0,0,0,0.0,,
35,2006,2006-10-08,5,26.139,CHI,,BUF,W 40-7,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,,
36,2006,2006-10-16,6,26.147,CHI,@,ARI,W 24-23,*,1,1,1,1.00,0,100.0%,1.00,1,-2,-2.00,0,0,0,,0,0,0,0.0,,
37,2006,2006-10-29,7,26.160,CHI,,SFO,W 41-10,*,3,3,37,12.33,0,100.0%,12.33,1,0,0.00,0,0,0,,0,0,0,0.0,,
38,2006,2006-11-05,8,26.167,CHI,,MIA,L 13-31,*,3,1,5,5.00,0,33.3%,1.67,0,0,,0,0,0,,0,0,0,0.0,,
39,2006,2006-11-12,9,26.174,CHI,@,NYG,W 38-20,*,2,1,7,7.00,0,50.0%,3.50,0,0,,0,1,11,11.00,0,0,0,0.0,,
40,2006,2006-11-19,10,26.181,CHI,@,NYJ,W 10-0,*,3,1,3,3.00,0,33.3%,1.00,1,2,2.00,0,0,0,,0,0,0,0.0,,
41,2006,2006-11-26,11,26.188,CHI,@,NWE,L 13-17,,1,0,0,,0,0.0%,0.00,1,7,7.00,0,0,0,,0,0,0,0.0,,
