ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1994,1994-09-18,3,23.151,KAN,@,ATL,W 30-10,,0,0,0,,0,0.0%,,0,0,,0,2,56,28.00,0,0,0,,0,0,0
2,1994,1994-09-25,4,23.158,KAN,,RAM,L 0-16,,0,0,0,,0,0.0%,,0,0,,0,4,84,21.00,0,0,0,,0,0,0
3,1994,1994-10-09,5,23.172,KAN,@,SDG,L 6-20,,1,1,5,5.00,0,100.0%,5.00,0,0,,0,3,54,18.00,0,0,0,,0,0,0
4,1994,1994-10-17,6,23.180,KAN,@,DEN,W 31-28,,1,0,0,,0,0.0%,0.00,,,,,0,0,,0,,,,,,
5,1994,1994-11-06,9,23.200,KAN,,RAI,W 13-3,,,0,0,,0,0.0%,,,,,,0,0,,0,,,,,,
6,1994,1994-11-13,10,23.207,KAN,,SDG,L 13-14,,2,0,0,,0,0.0%,0.00,,,,,0,0,,0,,,,,,
7,1994,1994-11-20,11,23.214,KAN,,CLE,W 20-13,,2,1,6,6.00,0,50.0%,3.00,0,0,,0,0,0,,0,0,0,,0,0,0
8,1994,1994-12-04,13,23.228,KAN,,DEN,L 17-20,,1,1,13,13.00,0,100.0%,13.00,0,0,,0,0,0,,0,0,0,,0,0,0
9,1995,1995-10-01,5,24.164,KAN,@,ARI,W 24-3,,,0,0,,0,0.0%,,,,,,0,0,,0,0,0,,0,,
10,1995,1995-12-17,15,24.241,KAN,,DEN,W 20-17,,1,1,12,12.00,0,100.0%,12.00,0,0,,0,2,26,13.00,0,4,12,3.00,0,0,0
11,1996,1996-09-01,1,25.134,KAN,@,HOU,W 20-19,,4,1,5,5.00,0,25.0%,1.25,0,0,,0,0,0,,0,0,0,,0,0,0
12,1996,1996-09-08,2,25.141,KAN,,OAK,W 19-3,,2,2,23,11.50,0,100.0%,11.50,0,0,,0,0,0,,0,0,0,,0,0,0
13,1996,1996-09-15,3,25.148,KAN,@,SEA,W 35-17,,3,2,10,5.00,2,66.7%,3.33,0,0,,0,0,0,,0,5,65,13.00,0,2,12
14,1996,1996-09-22,4,25.155,KAN,,DEN,W 17-14,,9,5,55,11.00,0,55.6%,6.11,0,0,,0,0,0,,0,1,8,8.00,0,0,0
